Brand,Part Number,Product,Description,TRADE EX,TRADE INC,RRP EX,RRP INC
Lindy,38304,HDMI 18G Converter Tether USB-C mDP DP ,HDMI 18G Converter Tether USB-C mDP DP ,$88.00,$80.00,$146.95,
Lindy,38361,HDMI 4K60 Audio Extractor,HDMI 4K60 Audio Extractor,$125.02,$113.65,$178.95,
Lindy,38362,HDMI ARC Audio Downmix Decoder,HDMI ARC Audio Downmix Decoder,$137.13,$124.66,$195.95,
Lindy,38363,HDMI ARC Audio Extractor,HDMI ARC Audio Extractor,$81.90,$74.46,$117.95,
Lindy,38368,HDMI 4K60 eARC Extractor,HDMI 4K60 eARC Extractor,$116.46,$105.88,$166.95,
Lindy,41005,DisplayPort 1.1 to HDMI 1.3 Converter,DisplayPort 1.1 to HDMI 1.3 Converter,$19.23,$17.48,$32.95,
Lindy,32114,EDID Emulator HDMI 2.0 18G ,EDID Emulator HDMI 2.0 18G ,$154.49,$140.45,$257.50,
Lindy,32115,EDID Emulator HDMI 2.0 ,EDID Emulator HDMI 2.0 ,$73.18,$66.53,$121.95,
Lindy,32116,EDID Emulator DisplayPort 1.2,EDID Emulator DisplayPort 1.2,$110.11,$100.10,$185.00,
Lindy,32118,EDID Emulator DisplayPort 1.4,EDID Emulator DisplayPort 1.4,$132.30,$120.27,$220.00,
Lindy,35210,Audio Optical TosLink SPDIF Cable 0.5m ,Audio Optical TosLink SPDIF Cable 0.5m ,$6.69,$6.08,$12.25,
Lindy,35211,Audio Optical TosLink SPDIF Cable 1m ,Audio Optical TosLink SPDIF Cable 1m ,$7.37,$6.70,$13.50,
Lindy,35212,Audio Optical TosLink SPDIF Cable 2m ,Audio Optical TosLink SPDIF Cable 2m ,$10.08,$9.16,$18.95,
Lindy,35214,Audio Optical TosLink SPDIF Cable 5m ,Audio Optical TosLink SPDIF Cable 5m ,$14.82,$13.48,$27.25,
Lindy,35215,Audio Optical TosLink SPDIF Cable 10m ,Audio Optical TosLink SPDIF Cable 10m ,$22.95,$20.87,$41.85,
Lindy,35217,Audio Optical TosLink SPDIF Cable 20m ,Audio Optical TosLink SPDIF Cable 20m ,$37.18,$33.80,$67.95,
Lindy,35641,Audio Stereo Premium 3.5mm Cable 1m ,Audio Stereo Premium 3.5mm Cable 1m ,$2.88,$2.62,$4.95,
Lindy,35642,Audio Stereo Premium 3.5mm Cable 2m ,Audio Stereo Premium 3.5mm Cable 2m ,$3.64,$3.31,$6.25,
Lindy,35643,Audio Stereo Premium 3.5mm Cable 3m ,Audio Stereo Premium 3.5mm Cable 3m ,$5.08,$4.62,$8.95,
Lindy,35644,Audio Stereo Premium 3.5mm Cable 5m ,Audio Stereo Premium 3.5mm Cable 5m ,$7.37,$6.70,$12.25,
Lindy,35646,Audio Stereo Premium 3.5mm Cable 10m ,Audio Stereo Premium 3.5mm Cable 10m ,$11.77,$10.70,$19.95,
Lindy,35660,Audio Stereo Premium 2 x RCA Cable 1m ,Audio Stereo Premium 2 x RCA Cable 1m ,$4.40,$4.00,$7.45,
Lindy,35661,Audio Stereo Premium 2 x RCA Cable 2m ,Audio Stereo Premium 2 x RCA Cable 2m ,$5.08,$4.62,$8.95,
Lindy,35662,Audio Stereo Premium 2 x RCA Cable 3m ,Audio Stereo Premium 2 x RCA Cable 3m ,$5.84,$5.31,$9.95,
Lindy,35663,Audio Stereo Premium 2 x RCA Cable 5m ,Audio Stereo Premium 2 x RCA Cable 5m ,$7.37,$6.70,$12.95,
Lindy,35664,Audio Stereo Premium 2 x RCA Cable 10m ,Audio Stereo Premium 2 x RCA Cable 10m ,$12.54,$11.40,$20.95,
Lindy,35680,Audio Stereo Premium 3.5mm to RCA Cable 1m,Audio Stereo Premium 3.5mm to RCA Cable 1m,$3.64,$3.31,$6.95,
Lindy,35681,Audio Stereo Premium 3.5mm to RCA Cable 2m,Audio Stereo Premium 3.5mm to RCA Cable 2m,$4.40,$4.00,$7.95,
Lindy,35682,Audio Stereo Premium 3.5mm to RCA Cable 3m,Audio Stereo Premium 3.5mm to RCA Cable 3m,$5.84,$5.31,$9.95,
Lindy,35683,Audio Stereo Premium 3.5mm to RCA Cable 5m,Audio Stereo Premium 3.5mm to RCA Cable 5m,$7.37,$6.70,$12.95,
Lindy,35685,Audio Stereo Premium 3.5mm to RCA Cable 10m,Audio Stereo Premium 3.5mm to RCA Cable 10m,$13.21,$12.01,$22.95,
Lindy,35677,AV Adapter 3.5mm Female to 2RCA Male Cable,AV Adapter 3.5mm Female to 2RCA Male Cable,$3.98,$3.62,$7.95,
Lindy,35678,AV Adapter 2RCA Female to 3.5mm Male Cable,AV Adapter 2RCA Female to 3.5mm Male Cable,$3.98,$3.62,$7.95,
Lindy,48015,CAT6U/UTP Gigabit Network Cable Blue 0.3m,CAT6U/UTP Gigabit Network Cable Blue 0.3m,$2.12,$1.93,$3.95,
Lindy,48016,CAT6U/UTP Gigabit Network Cable Blue 0.5m,CAT6U/UTP Gigabit Network Cable Blue 0.5m,$2.88,$2.62,$4.95,
Lindy,48017,CAT6U/UTP Gigabit Network Cable Blue 1m,CAT6U/UTP Gigabit Network Cable Blue 1m,$3.64,$3.31,$6.95,
Lindy,48018,CAT6U/UTP Gigabit Network Cable Blue 2m,CAT6U/UTP Gigabit Network Cable Blue 2m,$6.01,$5.47,$8.95,
Lindy,48019,CAT6U/UTP Gigabit Network Cable Blue 3m,CAT6U/UTP Gigabit Network Cable Blue 3m,$7.71,$7.01,$11.95,
Lindy,48020,CAT6U/UTP Gigabit Network Cable Blue 5m,CAT6U/UTP Gigabit Network Cable Blue 5m,$12.03,$10.93,$17.95,
Lindy,48022,CAT6U/UTP Gigabit Network Cable Blue 10m,CAT6U/UTP Gigabit Network Cable Blue 10m,$24.48,$22.25,$30.95,
Lindy,30930,Power Cable 10A 3P Plug to IEC C13 SKT 0.5m ,Power Cable 10A 3P Plug to IEC C13 SKT 0.5m ,$3.98,$3.62,$6.95,
Lindy,30931,Power Cable 10A 3P Plug to IEC C13 SKT 1m ,Power Cable 10A 3P Plug to IEC C13 SKT 1m ,$4.74,$4.31,$7.95,
Lindy,30932,Power Cable 10A 3P Plug to IEC C13 SKT 1.5m ,Power Cable 10A 3P Plug to IEC C13 SKT 1.5m ,$5.51,$5.01,$8.95,
Lindy,30933,Power Cable 10A 3P Plug to IEC C13 SKT 2m ,Power Cable 10A 3P Plug to IEC C13 SKT 2m ,$6.35,$5.78,$9.95,
Lindy,30934,Power Cable 10A 3P Plug to IEC C13 SKT 3m ,Power Cable 10A 3P Plug to IEC C13 SKT 3m ,$9.57,$8.70,$13.95,
Lindy,30935,Power Cable 10A 3P Plug to IEC C13 SKT 5m ,Power Cable 10A 3P Plug to IEC C13 SKT 5m ,$14.31,$13.01,$19.95,
Lindy,30936,Power Cable 10A 3P Plug to IEC C13 SKT 10m ,Power Cable 10A 3P Plug to IEC C13 SKT 10m ,$26.34,$23.95,$36.95,
Lindy,30940,Power Cable 10A IEC C14 Plug to C13 SKT 0.5m ,Power Cable 10A IEC C14 Plug to C13 SKT 0.5m ,$3.98,$3.62,$6.95,
Lindy,30941,Power Cable 10A IEC C14 Plug to C13 SKT 1m ,Power Cable 10A IEC C14 Plug to C13 SKT 1m ,$4.74,$4.31,$7.95,
Lindy,30942,Power Cable 10A IEC C14 Plug to C13 SKT 1.5m ,Power Cable 10A IEC C14 Plug to C13 SKT 1.5m ,$5.51,$5.01,$8.95,
Lindy,30943,Power Cable 10A IEC C14 Plug to C13 SKT 2m ,Power Cable 10A IEC C14 Plug to C13 SKT 2m ,$7.11,$6.47,$9.95,
Lindy,30944,Power Cable 10A IEC C14 Plug to C13 SKT 3m ,Power Cable 10A IEC C14 Plug to C13 SKT 3m ,$9.57,$8.70,$13.95,
Lindy,30945,Power Cable 10A IEC C14 Plug to C13 SKT 5m ,Power Cable 10A IEC C14 Plug to C13 SKT 5m ,$14.31,$13.01,$19.95,
Lindy,30950,Power Cable 10A 3P Plug to IEC C5 SKT 1m ,Power Cable 10A 3P Plug to IEC C5 SKT 1m ,$4.74,$4.31,$7.95,
Lindy,30951,Power Cable 10A 3P Plug to IEC C5 SKT 2m ,Power Cable 10A 3P Plug to IEC C5 SKT 2m ,$6.35,$5.78,$9.95,
Lindy,30953,Power Cable 10A 3P Plug to IEC C5 SKT 5m ,Power Cable 10A 3P Plug to IEC C5 SKT 5m ,$14.31,$13.01,$22.95,
Lindy,30961,Power Cable 10A 2P Plug to IEC C7 SKT 1m ,Power Cable 10A 2P Plug to IEC C7 SKT 1m ,$3.98,$3.62,$6.95,
Lindy,30962,Power Cable 10A 2P Plug to IEC C7 SKT 2m ,Power Cable 10A 2P Plug to IEC C7 SKT 2m ,$5.17,$4.70,$7.95,
Lindy,30963,Power Cable 10A 2P Plug to IEC C7 SKT 3m ,Power Cable 10A 2P Plug to IEC C7 SKT 3m ,$6.35,$5.78,$9.95,
Lindy,30964,Power Cable 10A 2P Plug to IEC C7 SKT 5m ,Power Cable 10A 2P Plug to IEC C7 SKT 5m ,$8.72,$7.93,$13.95,
Lindy,30980,Power Cable 10A IEC C14 Plug to 3P SKT 0.15m ,Power Cable 10A IEC C14 Plug to 3P SKT 0.15m ,$4.74,$4.31,$7.95,
Lindy,30981,Power Cable 10A IEC C14 Plug to 3P SKT 1m ,Power Cable 10A IEC C14 Plug to 3P SKT 1m ,$6.35,$5.78,$9.95,
Lindy,43291,USB Type C to HDMI 4K60 Adapter Cable 1m ,USB Type C to HDMI 4K60 Adapter Cable 1m ,$40.57,$36.88,$80.00,
Lindy,43292,USB Type C to HDMI 4K60 Adapter Cable 2m ,USB Type C to HDMI 4K60 Adapter Cable 2m ,$48.02,$43.66,$99.00,
Lindy,43293,USB Type C to HDMI 4K60 Adapter Cable 3m ,USB Type C to HDMI 4K60 Adapter Cable 3m ,$55.39,$50.36,$105.00,
Lindy,43341,USB Type C to DP 8K60 Adapter Cable HDR 1m ,USB Type C to DP 8K60 Adapter Cable HDR 1m ,$25.83,$23.49,$45.00,
Lindy,43342,USB Type C to DP 8K60 Adapter Cable HDR 2m ,USB Type C to DP 8K60 Adapter Cable HDR 2m ,$29.48,$26.80,$55.00,
Lindy,43343,USB Type C to DP 8K60 Adapter Cable HDR 3m ,USB Type C to DP 8K60 Adapter Cable HDR 3m ,$33.20,$30.18,$70.00,
Lindy,36670,USB 2.0 Type A to B Anthra Line Cable 0.2m ,USB 2.0 Type A to B Anthra Line Cable 0.2m ,$2.80,$2.54,$4.95,
Lindy,36671,USB 2.0 Type A to B Anthra Line Cable 0.5m ,USB 2.0 Type A to B Anthra Line Cable 0.5m ,$3.13,$2.85,$5.25,
Lindy,36672,USB 2.0 Type A to B Anthra Line Cable 1m ,USB 2.0 Type A to B Anthra Line Cable 1m ,$3.98,$3.62,$6.95,
Lindy,36673,USB 2.0 Type A to B Anthra Line Cable 2m ,USB 2.0 Type A to B Anthra Line Cable 2m ,$5.51,$5.01,$8.95,
Lindy,36674,USB 2.0 Type A to B Anthra Line Cable 3m ,USB 2.0 Type A to B Anthra Line Cable 3m ,$7.11,$6.47,$11.95,
Lindy,36675,USB 2.0 Type A to B Anthra Line Cable 5m ,USB 2.0 Type A to B Anthra Line Cable 5m ,$10.33,$9.39,$15.95,
Lindy,36676,USB 2.0 Type A to B Anthra Line Cable 7.5m ,USB 2.0 Type A to B Anthra Line Cable 7.5m ,$19.14,$17.40,$29.95,
Lindy,36691,USB 2.0 Type A to A Cable Anthra Line 0.5m ,USB 2.0 Type A to A Cable Anthra Line 0.5m ,$3.56,$3.23,$6.95,
Lindy,36692,USB 2.0 Type A to A Cable Anthra Line 1m ,USB 2.0 Type A to A Cable Anthra Line 1m ,$4.74,$4.31,$7.95,
Lindy,36693,USB 2.0 Type A to A Cable Anthra Line 2m ,USB 2.0 Type A to A Cable Anthra Line 2m ,$6.35,$5.78,$9.95,
Lindy,36694,USB 2.0 Type A to A Cable Anthra Line 3m ,USB 2.0 Type A to A Cable Anthra Line 3m ,$7.96,$7.24,$12.95,
Lindy,36695,USB 2.0 Type A to A Cable Anthra Line 5m ,USB 2.0 Type A to A Cable Anthra Line 5m ,$11.18,$10.16,$17.95,
Lindy,36701,USB 2.0 Type A Extension Cable Anthra Line 0.5m ,USB 2.0 Type A Extension Cable Anthra Line 0.5m ,$3.30,$3.00,$5.95,
Lindy,36702,USB 2.0 Type A Extension Cable Anthra Line 1m ,USB 2.0 Type A Extension Cable Anthra Line 1m ,$4.40,$4.00,$7.95,
Lindy,36703,USB 2.0 Type A Extension Cable Anthra Line 2m ,USB 2.0 Type A Extension Cable Anthra Line 2m ,$5.84,$5.31,$9.95,
Lindy,36704,USB 2.0 Type A Extension Cable Anthra Line 3m ,USB 2.0 Type A Extension Cable Anthra Line 3m ,$7.37,$6.70,$12.95,
Lindy,36705,USB 2.0 Type A Extension Cable Anthra Line 5m ,USB 2.0 Type A Extension Cable Anthra Line 5m ,$10.25,$9.32,$17.95,
Lindy,36721,USB 2.0 Type A to Mini-B Cable Anthra Line 0.5m ,USB 2.0 Type A to Mini-B Cable Anthra Line 0.5m ,$3.13,$2.85,$4.95,
Lindy,36722,USB 2.0 Type A to Mini-B Cable Anthra Line 1m ,USB 2.0 Type A to Mini-B Cable Anthra Line 1m ,$3.98,$3.62,$6.95,
Lindy,36723,USB 2.0 Type A to Mini-B Cable Anthra Line 2m ,USB 2.0 Type A to Mini-B Cable Anthra Line 2m ,$5.51,$5.01,$8.95,
Lindy,36730,USB 2.0 Type A to Micro-B Cable Anthra Line 0.2m ,USB 2.0 Type A to Micro-B Cable Anthra Line 0.2m ,$2.54,$2.31,$6.95,
Lindy,36731,USB 2.0 Type A to Micro-B Cable Anthra Line 0.5m ,USB 2.0 Type A to Micro-B Cable Anthra Line 0.5m ,$2.88,$2.62,$4.95,
Lindy,36732,USB 2.0 Type A to Micro-B Cable Anthra Line 1m ,USB 2.0 Type A to Micro-B Cable Anthra Line 1m ,$3.64,$3.31,$6.95,
Lindy,36733,USB 2.0 Type A to Micro-B Cable Anthra Line 2m ,USB 2.0 Type A to Micro-B Cable Anthra Line 2m ,$5.08,$4.62,$9.95,
Lindy,36734,USB 2.0 Type A to Micro-B Cable Anthra Line 3m ,USB 2.0 Type A to Micro-B Cable Anthra Line 3m ,$6.61,$6.01,$11.25,
Lindy,36735,USB 2.0 Type A to Micro-B Cable Anthra Line 5m ,USB 2.0 Type A to Micro-B Cable Anthra Line 5m ,$9.57,$8.70,$15.95,
Lindy,36740,USB 3.0 Type A to B Cable Anthra Line 0.5m ,USB 3.0 Type A to B Cable Anthra Line 0.5m ,$6.61,$6.01,$11.25,
Lindy,36741,USB 3.0 Type A to B Cable Anthra Line 1m ,USB 3.0 Type A to B Cable Anthra Line 1m ,$8.05,$7.32,$13.50,
Lindy,36742,USB 3.0 Type A to B Cable Anthra Line 2m ,USB 3.0 Type A to B Cable Anthra Line 2m ,$9.57,$8.70,$15.95,
Lindy,36743,USB 3.0 Type A to B Cable Anthra Line 3m ,USB 3.0 Type A to B Cable Anthra Line 3m ,$11.77,$10.70,$19.95,
Lindy,36744,USB 3.0 Type A to B Cable Anthra Line 5m ,USB 3.0 Type A to B Cable Anthra Line 5m ,$14.74,$13.40,$24.95,
Lindy,36750,USB 3.0 Type A to A Cable Anthra Line 0.5m ,USB 3.0 Type A to A Cable Anthra Line 0.5m ,$6.61,$6.01,$11.95,
Luxul,XWR1200,DUAL-BAND WIRELESS AC1200 GIGABIT ROUTER,DUAL-BAND WIRELESS AC1200 GIGABIT ROUTER,$365.00,$419.75,$473.91,$545.00
Luxul,XWR3150,EPIC 3 DUAL BAND WIRELESS AC3100 GIGABIT ROUTER WITH DOMOTZ AND ROUTER LIMITS,EPIC 3 DUAL BAND WIRELESS AC3100 GIGABIT ROUTER WITH DOMOTZ AND ROUTER LIMITS,$750.00,$862.50,$973.91,"$1,120.00"
Luxul,XAP810,AC1200 DUAL-BAND WIRELESS ACCESS POINT,AC1200 DUAL-BAND WIRELESS ACCESS POINT,$285.00,$327.75,$369.57,$425.00
Luxul,XAP1440,AC1200 DUAL-BAND OUTDOOR ACCESS POINT,AC1200 DUAL-BAND OUTDOOR ACCESS POINT,"$1,024.00","$1,177.60","$1,330.43","$1,530.00"
Luxul,XAP1510,HIGH POWER AC1900 DUAL-BAND WIRELESS AP,HIGH POWER AC1900 DUAL-BAND WIRELESS AP,$773.00,$888.95,"$1,004.35","$1,155.00"
Luxul,XAP1510U,AC1900 Dual-Band Wireless AP,AC1900 Dual-Band Wireless AP,$773.00,$888.95,"$1,004.35","$1,155.00"
Luxul,XAP1610,Wave 2 AC3100 Dual Band Wireless AP,Wave 2 AC3100 Dual Band Wireless AP,"$1,048.00","$1,205.20","$1,360.87","$1,565.00"
Luxul,XWOBAP1,HIGH POWER AC1200 DUAL-BAND OUTDOOR BRIDGING AP,HIGH POWER AC1200 DUAL-BAND OUTDOOR BRIDGING AP,"$1,028.00","$1,182.20","$1,334.78","$1,535.00"
Luxul,XWC1000A,WIRELESS CONTROLLER,WIRELESS CONTROLLER,$676.00,$777.40,$878.26,"$1,010.00"
Luxul,XWC2000A,WIRELESS CONTROLLER,WIRELESS CONTROLLER,$676.00,$777.40,$878.26,"$1,010.00"
Luxul,MK10A,Wireless Mesh Node-AU,Wireless Mesh Node-AU,$613.00,$704.95,$795.65,$915.00
Luxul,MN10A,Wireless Mesh Node-AU,Wireless Mesh Node-AU,$318.00,$365.70,$413.04,$475.00
Luxul,AMS1208P,AV SERIES 12-PORT/8 POE+ GIGABIT MANAGED SWITCH,AV SERIES 12-PORT/8 POE+ GIGABIT MANAGED SWITCH,$844.00,$970.60,"$1,095.65","$1,260.00"
Luxul,AMS1816P,AV SERIES 18-PORT GIGABIT POE+ L2/L3 MANAGED SWITCH,AV SERIES 18-PORT GIGABIT POE+ L2/L3 MANAGED SWITCH,"$1,507.00","$1,733.05","$1,956.52","$2,250.00"
Luxul,AMS2624P,AV SERIES 26-PORT/24 POE+ GIGABIT MANAGED SWITCH,AV SERIES 26-PORT/24 POE+ GIGABIT MANAGED SWITCH,"$1,938.00","$2,228.70","$2,517.39","$2,895.00"
Luxul,XMS1208P,12-PORT/8 PoE+ GIGABIT MANAGED SWITCH,12-PORT/8 PoE+ GIGABIT MANAGED SWITCH,$844.00,$970.60,"$1,095.65","$1,260.00"
Luxul,XMS2624P,26 PORT/24 POE+ GIGABIT MANAGED SWITCH,26 PORT/24 POE+ GIGABIT MANAGED SWITCH,"$2,029.00","$2,333.35","$2,634.78","$3,030.00"
Luxul,SW10004P,4-Port Gb PoE+ Switch W/ Uplink 58W,4-Port Gb PoE+ Switch W/ Uplink 58W,$181.00,$208.15,$234.78,$270.00
Luxul,SW10004PA,4-Port Gb PoE+ Switch W/ Uplink 58W - AU,4-Port Gb PoE+ Switch W/ Uplink 58W - AU,$181.00,$208.15,$234.78,$270.00
Luxul,SW10005PD,5-Port GB Desktop Switch w/PD Power,5-Port GB Desktop Switch w/PD Power,$164.00,$188.60,$213.04,$245.00
Luxul,SW10008PA,8-Port Gb PoE+ Switch W/Uplink 92W - AU,8-Port Gb PoE+ Switch W/Uplink 92W - AU,$331.00,$380.65,$430.43,$495.00
Luxul,SW51048PFA,48 PoE+ Port Gb Switch Front w 4 SFP -AU,48 PoE+ Port Gb Switch Front w 4 SFP -AU,"$3,488.00","$4,011.20","$4,530.43","$5,210.00"
Luxul,SW61024PRA,52-Port PoE+ GbE Managed Switch - AU,52-Port PoE+ GbE Managed Switch - AU,"$2,347.00","$2,699.05","$3,047.83","$3,505.00"
Luxul,AGS1016A,AV SERIES 16-PORT GIGABIT SWITCH,AV SERIES 16-PORT GIGABIT SWITCH,$422.00,$485.30,$547.83,$630.00
Luxul,10GCAB05,Direct-attach cable 0.5m 10G Cu passive,Direct-attach cable 0.5m 10G Cu passive,$251.00,$288.65,$326.09,$375.00
Luxul,10GMMDXLC,10Gb MM Fiber Duplex SFP+ Module,10Gb MM Fiber Duplex SFP+ Module,$338.00,$388.70,$439.13,$505.00
Luxul,10GRJ45,10Gb Ethernet RJ-45 SFP Module,10Gb Ethernet RJ-45 SFP Module,$750.00,$862.50,$973.91,"$1,120.00"
Luxul,10GSMDXLC,10Gb SM Fiber Duplex SFP+ Module,10Gb SM Fiber Duplex SFP+ Module,$522.00,$600.30,$678.26,$780.00
Luxul,10GSMSXLC,10Gb SM Fiber Simplex SFP+ Module,10Gb SM Fiber Simplex SFP+ Module,$783.00,$900.45,"$1,017.39","$1,170.00"
Luxul,1GMMDXLC,1Gb MM Fiber Duplex SFP Module,1Gb MM Fiber Duplex SFP Module,$204.00,$234.60,$265.22,$305.00
Luxul,1GRJ45,1Gb Ethernet RJ-45 SFP Module,1Gb Ethernet RJ-45 SFP Module,$335.00,$385.25,$434.78,$500.00
Luxul,XPE2500A,SINGLE PORT GB POE/POE+ INJECTOR,SINGLE PORT GB POE/POE+ INJECTOR,$90.00,$103.50,$117.39,$135.00
Mediastar,770,MediaStar 9 slot 3RU Chassis with single PSU,MediaStar 9 slot 3RU Chassis with single PSU,"$2,441.00","$2,807.15","$3,052.17","$3,510.00"
Mediastar,771RP,MediaStar 770 Chassis replacement PSU,MediaStar 770 Chassis replacement PSU,"$1,162.00","$1,336.30","$1,452.17","$1,670.00"
Mediastar,770DR,MediaStar 8 slot 3RU Chassis with Dual Redundant PSU,MediaStar 8 slot 3RU Chassis with Dual Redundant PSU,"$4,040.00","$4,646.00","$5,052.17","$5,810.00"
Mediastar,770DRUG,MediaStar PSU upgrade kit to convert model 770 Rack Chassis to model 770-DR,MediaStar PSU upgrade kit to convert model 770 Rack Chassis to model 770-DR,"$2,566.00","$2,950.90","$3,208.70","$3,690.00"
Mediastar,726RP,MediaStar 770-DR Chassis replacement PSU,MediaStar 770-DR Chassis replacement PSU,"$1,464.00","$1,683.60","$1,830.43","$2,105.00"
Mediastar,769,MediaStar Single Slot Appliance Chassis with integral Power Supply Unit,MediaStar Single Slot Appliance Chassis with integral Power Supply Unit,$851.00,$978.65,"$1,065.22","$1,225.00"
Mediastar,768RP,MediaStar 769 Chassis Replacement PSU ,MediaStar 769 Chassis Replacement PSU ,$604.00,$694.60,$756.52,$870.00
Mediastar,769RMKS ,"MediaStar 1RU 19"" Rack Mount Kit for one 769 Chassis Unit","MediaStar 1RU 19"" Rack Mount Kit for one 769 Chassis Unit",$67.00,$77.05,$82.61,$95.00
Mediastar,769RMKD ,"MediaStar 1RU 19"" Rack Mount Kit for two 769 Chassis Units","MediaStar 1RU 19"" Rack Mount Kit for two 769 Chassis Units",$112.00,$128.80,$139.13,$160.00
Mediastar,783-T2C,"MediaStar LAN-Caster Blade, Single DVB-T2 or DVB-C Multiplex","MediaStar LAN-Caster Blade, Single DVB-T2 or DVB-C Multiplex","$3,915.00","$4,502.25","$4,895.65","$5,630.00"
Mediastar,798720p,"MediaStar MPEG2 / H264 Encoder, Video / PC Input, 720p output, Blade","MediaStar MPEG2 / H264 Encoder, Video / PC Input, 720p output, Blade","$4,417.00","$5,079.55","$5,521.74","$6,350.00"
Mediastar,798HD,"MediaStar MPEG2 / H264 Encoder, Video / PC Input, HD or SD output, Blade","MediaStar MPEG2 / H264 Encoder, Video / PC Input, HD or SD output, Blade","$5,811.00","$6,682.65","$7,265.22","$8,355.00"
Mediastar,798HDCP,"MediaStar MPEG2 / H264 Encoder, Video / PC Input, HDCP Output, Blade","MediaStar MPEG2 / H264 Encoder, Video / PC Input, HDCP Output, Blade","$7,341.00","$8,442.15","$9,178.26","$10,555.00"
Mediastar,700498,MediaStar 4K Encoder with SDI & HDMI inputs,"MediaStar 4K Encoder with SDI & HDMI inputs.
Pricing POA.", $-   , $-   , $-   , $-   
Mediastar,HLS,MediaStar Encoder HLS Enablement Code,MediaStar Encoder HLS Enablement Code,$623.00,$716.45,$778.26,$895.00
Mediastar,798HDCPUG,MediaStar 798-HD Upgrade to a 798-HDCP Pro,MediaStar 798-HD Upgrade to a 798-HDCP Pro,"$4,162.00","$4,786.30","$5,204.35","$5,985.00"
Mediastar,785C,"MediaStar HD Video Encoder with Display, Stand Alone Unit","MediaStar HD Video Encoder with Display, Stand Alone Unit","$2,413.00","$2,774.95","$3,017.39","$3,470.00"
Mediastar,785CPOE,"MediaStar HD Video Encoder with Display & Power over Ethernet, Stand Alone Unit","MediaStar HD Video Encoder with Display & Power over Ethernet, Stand Alone Unit","$2,557.00","$2,940.55","$3,195.65","$3,675.00"
Mediastar,785I,"MediaStar HD Video Encoder with SDI Video Input, Display, Stand Alone Unit","MediaStar HD Video Encoder with SDI Video Input, Display, Stand Alone Unit","$3,045.00","$3,501.75","$3,804.35","$4,375.00"
Mediastar,785IPOE,"MediaStar HD Video Encoder with additional SDI Video Input, Display & POE, Stand Alone","MediaStar HD Video Encoder with additional SDI Video Input, Display & POE, Stand Alone","$3,189.00","$3,667.35","$3,986.96","$4,585.00"
Mediastar,799,MediaStar IP Re-Caster Gateway for Multicast / Unicast stream conversion ,MediaStar IP Re-Caster Gateway for Multicast / Unicast stream conversion ,"$4,579.00","$5,265.85","$5,721.74","$6,580.00"
Mediastar,700482,"MediaStar Transcoder, for up to 6 simultaneous live UDP streams","MediaStar Transcoder, for up to 6 simultaneous live UDP streams","$3,185.00","$3,662.75","$3,982.61","$4,580.00"
Mediastar,700485,"MediaStar Transcoder, 1u Rackmounted solution for up to 20 simultaneous live UDP streams","MediaStar Transcoder, 1u Rackmounted solution for up to 20 simultaneous live UDP streams","$26,960.00","$31,004.00","$33,700.00","$38,755.00"
Mediastar,46710,MediaStar Media Manager with 10 Media Player License pack,MediaStar Media Manager with 10 Media Player License pack,"$2,057.00","$2,365.55","$2,569.57","$2,955.00"
Mediastar,46720,MediaStar Media Manager with 20 Media Player License pack,MediaStar Media Manager with 20 Media Player License pack,"$3,417.00","$3,929.55","$4,269.57","$4,910.00"
Mediastar,46750,MediaStar Media Manager with 50 Media Player License pack,MediaStar Media Manager with 50 Media Player License pack,"$7,101.00","$8,166.15","$8,878.26","$10,210.00"
Mediastar,467100,MediaStar Media Manager with 100 Media Player License pack,MediaStar Media Manager with 100 Media Player License pack,"$10,697.00","$12,301.55","$13,369.57","$15,375.00"
Mediastar,467200,MediaStar Media Manager with 200 Media Player License pack,MediaStar Media Manager with 200 Media Player License pack,"$15,697.00","$18,051.55","$19,621.74","$22,565.00"
Mediastar,49110,MediaStar Media Manager Graphical Analytics software module – 10 player license,MediaStar Media Manager Graphical Analytics software module – 10 player license,$412.00,$473.80,$513.04,$590.00
Mediastar,49120,MediaStar Media Manager Graphical Analytics software module – 20 player license,MediaStar Media Manager Graphical Analytics software module – 20 player license,$684.00,$786.60,$856.52,$985.00
Mediastar,49150,MediaStar Media Manager Graphical Analytics software module – 50 player license,MediaStar Media Manager Graphical Analytics software module – 50 player license,"$1,430.00","$1,644.50","$1,786.96","$2,055.00"
Mediastar,491100,MediaStar Media Manager Graphical Analytics software module – 100 player license,MediaStar Media Manager Graphical Analytics software module – 100 player license,"$2,145.00","$2,466.75","$2,682.61","$3,085.00"
Mediastar,491200,MediaStar Media Manager Graphical Analytics software module – 200 player license,MediaStar Media Manager Graphical Analytics software module – 200 player license,"$3,145.00","$3,616.75","$3,930.43","$4,520.00"
Mediastar,700467,MediaStar 1RU Rackmount Server,MediaStar 1RU Rackmount Server,"$4,919.00","$5,656.85","$6,147.83","$7,070.00"
Mediastar,469,"MediaStar ""Live"" Streaming Server Software","MediaStar ""Live"" Streaming Server Software",$832.00,$956.80,"$1,039.13","$1,195.00"
Mediastar,475,MediaStar Ticker creation software,MediaStar Ticker creation software,"$2,041.00","$2,347.15","$2,552.17","$2,935.00"
