VENDOR,SUPPLIER CODE,ITEM CODE,SHORT DESCRIPTION,NOTES,NZ RRP EXCL,NZ DEALER EXCL
Marshall Electronics,V-BR5-CM,V-BR5-CM,Bracket w Canon Battery Mount for 5î LCD-Canon,MONITOR ACCESSORIES,$92,$61
Marshall Electronics,V-BR5-JM,V-BR5-JM,Bracket w JVC Battery Mount for 5î LCD-Canon,MONITOR ACCESSORIES,$92,$61
Marshall Electronics,V-BR5K-BP511,V-BR5K-BP511,"battery charger/bracket kit for 5"" LCD Canon BP511",MONITOR ACCESSORIES,$157,$105
Marshall Electronics,V-BR5K-LPE6,V-BR5K-LPE6,"battery charger/bracket kit for 5"" LCD Canon LPE6",MONITOR ACCESSORIES,$157,$105
Marshall Electronics,V-BR5-LPE6,V-BR5-LPE6,"Bracket, Battery Mount for 5î LCD - Canon LPE6",MONITOR ACCESSORIES,$92,$61
Marshall Electronics,V-BR5-PM,V-BR5-PM,Bracket w Panasonic Battery Mount for 5î LCD-Canon,MONITOR ACCESSORIES,$92,$61
Marshall Electronics,V-BR5-PV,V-BR5-PV,Bracket w Panasonic Battery Mount for 5î LCD-Canon,MONITOR ACCESSORIES,$92,$61
Marshall Electronics,V-BR5-SL,V-BR5-SL,Bracket w Sony L Battery Mount for 5î LCD-Canon,MONITOR ACCESSORIES,$92,$61
Marshall Electronics,V-BR5-SM,V-BR5-SM,Bracket w Sony M Battery Mount for 5î LCD-Canon,MONITOR ACCESSORIES,$92,$61
Marshall Electronics,VDA-104-3GS-2,VDA-104-3GS-2,1x4 3G-SDI Distribution Amplifier,PROCESSING & DISTRIBUTION,$629,$419
Marshall Electronics,VDA-108-3GS,VDA-108-3GS,1x8 3G/HD/SD-SDI Re-Clocking Distribution Amplifier,PROCESSING & DISTRIBUTION,$635,$424
Marshall Electronics,V-H50,V-H50,Sun hood for V-LCD50,MONITOR ACCESSORIES,$74,$49
Marshall Electronics,V-H70MD,V-H70MD,Sun Hood for V-LCD70MD,MONITOR ACCESSORIES,$70,$47
Marshall Electronics,V-H90MD,V-H90MD,Sun Hood for the V-LCD90MD,MONITOR ACCESSORIES,$70,$47
Marshall Electronics,V-LCD173HR,V-LCD173HR,17.3in Monitor 3G/HD/SD-SDI/HDMI/CVBS in and loop out,RACKMOUNT MONITORS,"$4,459","$2,973"
Marshall Electronics,V-LCD173HR-DT,V-LCD173HR-DT,"Desk Top 17.3""Monitor3G/HD/SD-SDI/HDMI/",DESK TOP MONITORS,"$3,946","$2,631"
Marshall Electronics,V-LCD70TMB-02,V-LCD70TMB-02,Set of 3 Tripod Mount Bkt with screw,MONITOR ACCESSORIES,$92,$61
Marshall Electronics,V-LCD-AP-12/24,V-LCD-AP-12/24,"24V To 12 Converter For 4"" Lcd Monitors",CONVERTERS,$214,$143
Marshall Electronics,V-LP-SLDSHOE1/4,V-LP-SLDSHOE1/4,"Slide Shoe Make 1/4""-20 Screw plus Nut.",MONITOR ACCESSORIES,$201,$134
Marshall Electronics,V-MD173,V-MD173,"17.3"" Modular Design Rack Mount Monitor with Composite / Component inputs",RACKMOUNT MONITORS,"$5,420","$3,613"
Marshall Electronics,V-MD173-DT,V-MD173-DT,"17.3"" Modular Design Rack Mount Monitor, with Composite / Component inputs, and Desktop stand",DESK TOP MONITORS,"$6,376","$4,251"
Marshall Electronics,V-MD241,V-MD241,"24"" Modular Design Monitor with Composite and Component inputs",RACKMOUNT MONITORS,"$7,071","$4,714"
Marshall Electronics,VMV-402-3GSH,VMV-402-3GSH,4x3G (2xHDI) Multi-Viewer Switch,CONVERTERS,"$4,695","$3,130"
Marshall Electronics,V-PAC-D,V-PAC-D,Power Adapter Cable,MONITOR ACCESSORIES,$157,$105
Marshall Electronics,V-PAC-DC,V-PAC-DC,Anton-Bauer Power tap to Locking R/A Coax 3Ft,MONITOR ACCESSORIES,$157,$105
Marshall Electronics,V-PAC-D-XLR,V-PAC-D-XLR,"Power Adaptor Cable, A/B ""D"" Type to 4 pin XLR",MONITOR ACCESSORIES,$157,$105
Marshall Electronics,V-PAC-D-XLRM,V-PAC-D-XLRM,AB to XLRM cable,MONITOR ACCESSORIES,$157,$105
Marshall Electronics,V-PAC-XC,V-PAC-XC,4-pin XLR to Locking R/A Coax 3Ft,MONITOR ACCESSORIES,$157,$105
Marshall Electronics,V-PAC-XLR,V-PAC-XLR,4 Pin XLR Power Adaptor,MONITOR ACCESSORIES,$157,$105
Marshall Electronics,V-PAC-XLR -1,V-PAC-XLR -1,"Power Adaptor Cable, XLR to XLR",MONITOR ACCESSORIES,$157,$105
Marshall Electronics,V-PS12-1000,V-PS12-1000,12VDC Power Supply 1 Amp 90 Degree Plug,BROADCAST AUDIO ACCESSORIES,$61,$41
Marshall Electronics,V-PS12V-2.0A-U-L/C,V-PS12V-2.0A-U-L/C,12V 2.0A Universal power adapter with lock. DC plu,CAMERA ACCESSORIES,$104,$69
Marshall Electronics,V-PS12V-5A-3,V-PS12V-5A-3,"12V, 5A Power Supply W/Conxall Connector",BROADCAST AUDIO ACCESSORIES,$264,$176
Marshall Electronics,V-PS12V-5A-XLR-1,V-PS12V-5A-XLR-1,"12V, 5A Power Supply, w/4pin angle XLR(F)",BROADCAST AUDIO ACCESSORIES,$250,$167
Marshall Electronics,V-PS24V-6.25A-XLR-R/A-1,V-PS24V-6.25A-XLR-R/A-1,"Power Supply 24V, 6.25A with 4 pin right angle XLR connector.",MONITOR ACCESSORIES,$450,$300
Marshall Electronics,VS-B570AB-C,VS-B570AB-C,Black Ceiling mount bracket for VS 577 camera,IP PRODUCT ACCESSORIES,$161,$107
Marshall Electronics,VS-B570AB-W,VS-B570AB-W,Wall Mount for VS57X Series in Black,IP PRODUCT ACCESSORIES,$540,$360
Marshall Electronics,VS-B570A-C,VS-B570A-C,CM Bracket Idoor/Outdoor for VS-570/571/572,IP PRODUCT ACCESSORIES,$161,$107
Marshall Electronics,VS-B570A-W,VS-B570A-W,WM Bracket Idoor/Outdoor for VS-570A/571A/572A,IP PRODUCT ACCESSORIES,$230,$153
Marshall Electronics,VS-B570-P,VS-B570-P,Pole Mnt bracket Indoor/Outdoor for VS-570/571/572,IP PRODUCT ACCESSORIES,$161,$107
Marshall Electronics,VS-B570-R,VS-B570-R,Corner Mnt Bracket Indoor/Outdoor VS-570/571/572,IP PRODUCT ACCESSORIES,$161,$107
Marshall Electronics,VSC-100,VSC-100,A/B switched HDMI to USB3 Converter w/ dual mic/ line bal/unbal analog audio embedders. Full UCC functionality with user friendly control.,PROCESSING & DISTRIBUTION,"$2,489","$1,660"
Marshall Electronics,VS-M2812-4MP,VS-M2812-4MP,2.8~12mm 4MP Varifocal CS Lens,PRO SERIES LENSES,$357,$238
Marshall Electronics,VS-M550-5,VS-M550-5,5~50mm 3MP Varifocal CS Lens,PRO SERIES LENSES,$386,$257
Marshall Electronics,VS-M660,VS-M660,6~60mm 3MP Varifocal CS Lens,PRO SERIES LENSES,$406,$271
Marshall Electronics,VSP-INTPB-PTH5X0,VSP-INTPB-PTH5X0,Internal Power Board for VS-PTH-500/550,IP PRODUCT ACCESSORIES,"$1,852","$1,235"
Marshall Electronics,VSP-MB-PTH5X10,VSP-MB-PTH5X10,Main Board for VS-PTH-500/550,IP PRODUCT ACCESSORIES,"$1,564","$1,043"
Marshall Electronics,VSP-MCAB-57XA,VSP-MCAB-57XA,Main Cable for VS-571A & VS-577A Cameras,IP PRODUCT ACCESSORIES,$57,$38
Marshall Electronics,VSP-PTH5X0-PBELT,VSP-PTH5X0-PBELT,Pan Belt for VS-PTH-5X0 series,IP PRODUCT ACCESSORIES,$227,$152
Marshall Electronics,VS-PTC-200,VS-PTC-200,Compact RS232/422 PTZ Camera Controller,CONTROLLERS,"$1,552","$1,034"
Marshall Electronics,VS-PTC-300,VS-PTC-300,PTZ NDI Controller RS232/RS422/IP,CONTROLLERS,"$3,274","$2,183"
Marshall Electronics,V-ST15,V-ST15,"STAND FIXED FOR 15"",17"" LCD MONITOR",MONITOR ACCESSORIES,$135,$90
Marshall Electronics,V-ST20,V-ST20,"Stand for 20"" Monitor",MONITOR ACCESSORIES,$179,$119
Marshall Electronics,V-ST23-32,V-ST23-32,"Fixed Stand for 23"",26"",32"" IMD Monitors",MONITOR ACCESSORIES,$188,$125
Marshall Electronics,VSW-2000,VSW-2000,4x1 3G/HD/SD SDI Switcher,SWITCHERS,"$1,441",$961
Marshall Electronics,Y-ADP-RS232,Y-ADP-RS232,RJ45 RS232 Cable Adapter,CAMERA ACCESSORIES,$130,$87
Murideo,MU-GAX-8K,MU-GAX-8K,48G DSC Tester,3 Year Warranty,"$9,960","$9,462"
Murideo,MU-GEN-SEVEN-G8K,MU-GEN-SEVEN-G8K,"MURIDEO-SEVEN-G-HDMI-GEN SEVEN 8K Generator with Dolby Audio capabilities, including accessories and carry case MURIDEO GENERATOR",3 Year Warranty,"$13,945","$13,248"
Murideo,MU-SIX-A-8K-M,MU-SIX-A-8K-M,"Murideo-SIX-A-8K Test Pattern Analzyer ""ONLY"" - Metal Case",3 Year Warranty,"$4,979","$4,730"
Murideo,MU-SIX-G-8K-M,MU-SIX-G-8K-M,"Murideo-SIX-G-8K Test Pattern Generator ""ONLY"" - Metal Case",3 Year Warranty,"$5,975","$5,677"
Murideo,MU-SIX-PAIR-8K-M,MU-SIX-PAIR-8K-M,SIX-PAIR 8K: SIX-G Generator and SIX-A Analyzer Bundle - Metal Case,3 Year Warranty,"$8,964","$8,516"
Murideo,MU-STIX-A,MU-STIX-A,Single - 8K HDMI analyzer with male port and advanced diagnostics,3 Year Warranty,$365,$347
Murideo,MU-STIX-CTL,MU-STIX-CTL,STIX Controller,3 Year Warranty,"$2,474","$2,351"
Murideo,MU-STIX-G,MU-STIX-G,Single - 8K HDMI signal generator with male port and pattern presets,3 Year Warranty,$365,$347
Murideo,MU-STIX-AF,MU-STIX-AF,Single-8K HDMI analyzer with female port and advanced diagnostics,3 Year Warranty,$498,$473
Murideo,MU-STIX-GF,MU-STIX-GF,Single - 8K HDMI signal generator with female port and pattern presets ,3 Year Warranty,$498,$473
Netgear,AGM731F,AGM731F,NETGEAR 1000BASE-SX SFP Tranceiver- MULTIMODE LC GBIC,,$277,$166
Netgear,AGM732F,AGM732F,NETGEAR 1000BASE-LX SFP Tranceiver- SINGLE MODE LC GBIC,,$531,$305
Netgear,AGM734-10000S,AGM734-10000S,NETGEAR 1000BASE-T SFP Tranceiver- COPPER RJ45 GBIC,,$480,$284
Netgear,APM414C-10000S,APM414C-10000S,NETGEAR Interface card for M4350-16M4V with 4x 10G RJ-45 ports,,"$1,899",$926
Netgear,APM414LD-10000S,APM414LD-10000S,NETGEAR Interface card for M4350-16M4V with 2x Neutrik opticalCON QUAD connectors for 4x SMF transceivers,,"$4,306","$2,777"
Netgear,APM414SD-10000S,APM414SD-10000S,NETGEAR Interface card for M4350-16M4V with 2x Neutrik opticalCON QUAD connectors for 4x MMF transceivers,,"$4,306","$2,777"
Netgear,APM414V-10000S,APM414V-10000S,NETGEAR Interface card for M4350-16M4V with 4x 25G SFP28 ports,,"$2,026","$1,178"
Netgear,APS1200W-200AJS,APS1200W-200AJS,NETGEAR 1200W AC Power Supply Module - Compatible with XSM4340CV/4340V/4340FV/4320C/4344C,,"$1,392",$862
Netgear,APS2000W-100AJS,APS2000W-100AJS,"NETGEAR 2000W AC Power Supply Module - Compatible with GSM4328/4352, MSM4352,4328CV ",,"$2,533","$1,422"
Netgear,APS2000W-200AJS,APS2000W-200AJS,NETGEAR 2000W AC Power Supply Module - Compatible with XSM4340CV/4340V/4340FV/4320C/4344C ,,"$2,533","$1,422"
Netgear,APS250W-100AJS,APS250W-100AJS,NETGEAR 250W AC Power Supply Module for M4300,,$607,$343
Netgear,APS350W-100AJS,APS350W-100AJS,"NETGEAR 350W AC Power Supply Module - Compatible with GSM4328/4352, MSM4352,4328CV ",,"$1,012",$574
Netgear,APS550W-100AJS,APS550W-100AJS,NETGEAR 550W AC Power Supply Module for M4300,,"$1,114",$629
Netgear,APS600W-200AJS,APS600W-200AJS,"NETGEAR 600W AC Power Supply Module - Compatible with GSM4328/4352, MSM4352,4328CV ",,"$1,177",$662
Netgear,APS600W-300AJS,APS600W-300AJS,NETGEAR 600W AC Power Supply Module - Compatible with XSM4340CV/4340V/4340FV/4320C/4344C ,,"$1,456",$816
Netgear,APS920W-100AJS,APS920W-100AJS,"NETGEAR 920W AC Power Supply Module - Compatible with GSM4328/4352, MSM4352,4328CV ",,"$1,519",$862
Netgear,AXC761-10000S,AXC761-10000S,NETGEAR 1m SFP+ PASSIVE Direct Attach Cable,,$239,$132
Netgear,AXC763-10000S,AXC763-10000S,NETGEAR 3m SFP+ PASSIVE Direct Attach Cable,,$328,$188
Netgear,AXM761-10000S,AXM761-10000S,NETGEAR 10GBASE-SR SFP+ Tranceiver- MULTIMODE LC GBIC,,"$1,202",$679
Netgear,AXM761P10-10000S,AXM761P10-10000S,NETGEAR 10GBASE-SR SFP+ Tranceiver- MULTIMODE LC GBIC - 10 Pack,,"$4,306","$2,443"
Netgear,AXM762-10000S,AXM762-10000S,NETGEAR 10GBASE-LR SFP+ Tranceiver- SINGLE MODE LC GBIC,,"$2,152","$1,234"
Netgear,AXM762P10-10000S,AXM762P10-10000S,NETGEAR 10GBASE-LR SFP+ Tranceiver- SINGLE MODE LC GBIC - 10 Pack,,"$11,021","$6,252"
Netgear,AXM763-10000S,AXM763-10000S,NETGEAR 10GBASE-LRM SFP+ Tranceiver- MULTIMODE LC GBIC,,"$1,646",$970
Netgear,AXM764-10000S,AXM764-10000S,NETGEAR 10GBASE-LR Lite SFP+ Tranceiver- SINGLE MODE LC GBIC,,$759,$427
Netgear,AXM765-20000S,AXM765-20000S,NETGEAR 10GBASE-T SFP+ Tranceiver Module - COPPER RJ45 GBIC,,"$1,190",$664
Netgear,CSM4316-100AJS,CSM4316-100AJS,NETGEAR M4350-16C 16x 100G QSFP28 ,,"$31,671","$13,631"
Netgear,CSM4532-100AJS,CSM4532-100AJS,NETGEAR M4500-32C 32-Port QSFP28 100G/50G/40G Fully Managed Switch ,,"$69,045","$35,479"
Netgear,GS105AU,GS105AU,"NETGEAR 5-port Gigabit Unmanaged Switch , ProSAFE® Lifetime Warranty",,$76,$53
Netgear,GS108LP-100AJS,GS108LP-100AJS,"NETGEAR 8-port PoE+ Gigabit Unmanaged Switch (60W PoE Budget - upgradeable to 123W)  , ProSAFE® Lifetime Warranty",,$265,$210
Netgear,GS108PP-100AJS,GS108PP-100AJS,"NETGEAR 8-port PoE+ Gigabit Unmanaged Switch (123W PoE Budget) , ProSAFE® Lifetime Warranty",,$353,$293
Netgear,GS108T-300AUS,GS108T-300AUS,"NETGEAR 8-Port Gigabit Ethernet Smart Switch (GS108T) - Managed, Desktop",,$239,$155
Netgear,GS110TP-300AJS,GS110TP-300AJS,"NETGEAR 8-Port PoE Gigabit Ethernet Smart Switch (GS110TP) - Cloud Managed with 8 x PoE+ @ 55W, 2 x 1G SFP, Desktop",,$582,$416
Netgear,GS116AU,GS116AU,"NETGEAR 16-port Gigabit Unmanaged Switch , ProSAFE® Lifetime Warranty",,$315,$177
Netgear,GS116LP-100AJS,GS116LP-100AJS,"NETGEAR 16-port PoE+ Gigabit Unmanaged Switch (76W PoE Budget - upgradeable to 183W), ProSAFE® Lifetime Warranty",,$467,$357
Netgear,GS305-300AUS,GS305-300AUS,NETGEAR SOHO 5-port Gigabit Unmanaged Switch (GS305),,$73,$47
Netgear,GS305EPP-100AUS,GS305EPP-100AUS,"NETGEAR 5 Port PoE Gigabit Ethernet Plus Switch (GS305EPP) - with 4 x PoE+ @ 120W, Desktop/Wall Mount",,$209,$171
Netgear,GS308-300AUS,GS308-300AUS,NETGEAR SOHO 8-port Gigabit Unmanaged Switch (GS308),,$101,$67
Netgear,GS308EP-100AUS,GS308EP-100AUS,"NETGEAR 8 Port PoE Gigabit Ethernet Plus Switch (GS308EP) - with 8 x PoE+ @ 62W, Desktop/Wall Mount",,$265,$227
Netgear,GS308EPP-100AUS,GS308EPP-100AUS,"NETGEAR 8 Port PoE Gigabit Ethernet Plus Switch (GS308EPP) - with 8 x PoE+ @ 123W, Desktop/Wall Mount",,$366,$305
Netgear,GS316EPP-100AUS,GS316EPP-100AUS,"NETGEAR 16 Port PoE Gigabit Ethernet Plus Switch (GS316EPP) - with 16 x PoE+ @ 231W, Desktop/Wall Mount",,$708,$612
Netgear,GS316P-100AJS,GS316P-100AJS,NETGEAR SOHO 16-port PoE+ Gigabit Unmanaged Switch (115W PoE Budget) (GS316P),,$544,$463
Netgear,GS348PP-100AJS,GS348PP-100AJS,NETGEAR SOHO 48-port PoE+ Gigabit Unmanaged Switch (380W PoE Budget)(GS348PP),,"$1,646","$1,416"
Netgear,GS510TPP-100AJS,GS510TPP-100AJS,"NETGEAR 10-Port PoE Gigabit Ethernet Smart Switch (GS510TPP) - Managed with 8 x PoE+ @ 190W, 2 x 1G SFP, Desktop/Rackmount, and ProSAFE Lifetime Protection",,"$1,012",$725
Netgear,GS524PP-100AJS,GS524PP-100AJS,"NETGEAR 24-Port High-powered PoE+ Gigabit Unmanaged Switch (300W PoE budget), ProSAFE® Lifetime Warranty (GS524PP)",,$949,$770
Netgear,GS724T-600AUS,GS724T-600AUS,"NETGEAR 24-Port Gigabit Ethernet Smart Switch (GS724Tv6) - Managed with 2 x 1G SFP, Desktop/Rackmount, and ProSAFE Limited Lifetime Protection",,$746,$540
Netgear,GS728TP-300AUS,GS728TP-300AUS,"NETGEAR  24-Port Gigabit PoE+ Ethernet Smart Switch with 4 SFP Ports, 190W, Remote/Cloud management option with NETGEAR Insight (GS728TPv3)",,"$1,380",$988
Netgear,GS728TPP-300AUS,GS728TPP-300AUS,"NETGEAR  24-Port Gigabit high-power PoE+ Ethernet Smart Switch with 4 SFP Ports, 380W, Remote/Cloud management option with NETGEAR Insight (GS728TPPv3)",,"$1,734","$1,035"
Netgear,GS748T-600AUS,GS748T-600AUS,"NETGEAR 48-Port Gigabit Ethernet Smart Switch (GS748Tv6) - Managed with 2 x 1G SFP, Desktop/Rackmount, and ProSAFE Limited Lifetime Protection",,"$1,354","$1,009"
Netgear,GS752TPP-300AUS,GS752TPP-300AUS,"NETGEAR  48-Port Gigabit high-power PoE+ Ethernet Smart Switch with 4 SFP Ports, 760W, Remote/Cloud management option with NETGEAR Insight (GS752TPPv3)",,"$3,039","$2,196"
Netgear,GSM4210PD-100AUS,GSM4210PD-100AUS,NETGEAR M4250-9G1F-PoE+ Desktop Managed Switch 8x1G PoE+ 110W 1x1G and 1xSFP AV Line (GSM4210PD),,"$2,026","$1,154"
Netgear,GSM4210PX-100AUS,GSM4210PX-100AUS,NETGEAR M4250-8G2XF-PoE+ Desktop Managed Switch 8x1G PoE+ 220W and 2x10G SFP+ AV Line (GSM4210PX),,"$3,039","$1,721"
Netgear,GSM4212P-100AJS,GSM4212P-100AJS,NETGEAR AV Line M4250-10G2F-PoE+ 8x1G PoE+ 125W 2x1G and 2xSFP Managed Switch (GSM4212P),,"$2,026","$1,169"
Netgear,GSM4212PX-100AJS,GSM4212PX-100AJS,NETGEAR AV Line M4250-10G2XF-PoE+ 8x1G PoE+ 240W 2x1G and 2xSFP+ Managed Switch (GSM4212PX),,"$3,293","$1,859"
Netgear,GSM4212UX-100AJS,GSM4212UX-100AJS,NETGEAR AV Line M4250-10G2XF-PoE++ 8x1G Utra90 PoE++ 802.3bt 720W 2x1G and 2xSFP+ Managed Switch (GSM4212UX),,"$5,003","$2,291"
Netgear,GSM4230P-100AJS,GSM4230P-100AJS,NETGEAR AV Line M4250-26G4F-PoE+ 24x1G PoE+ 300W 2x1G and 4xSFP Managed Switch (GSM4230P),,"$5,003","$2,300"
Netgear,GSM4230PX-100AJS,GSM4230PX-100AJS,NETGEAR AV Line M4250-26G4XF-PoE+ 24x1G PoE+ 480W 2x1G and 4xSFP+ Managed Switch (GSM4230PX),,"$7,220","$3,306"
Netgear,GSM4230UP-100AJS,GSM4230UP-100AJS,"NETGEAR AV Line M4250-26G4F-PoE++ 24x1G Ultra90 PoE++ 802.3bt 1,440W 2x1G and 4xSFP Managed Switch (GSM4230UP)",,"$10,007","$4,571"
Netgear,GSM4248P-100AJS,GSM4248P-100AJS,NETGEAR AV Line M4250-40G8F-PoE+ 40x1G PoE+ 480W and 8xSFP Managed Switch (GSM4248P),,"$7,347","$4,180"
Netgear,GSM4248PX-100AJS,GSM4248PX-100AJS,NETGEAR AV Line M4250-40G8XF-PoE+ 40x1G PoE+ 960W and 8xSFP+ Managed Switch (GSM4248PX),,"$11,781","$5,326"
Netgear,GSM4248UX-100AJS,GSM4248UX-100AJS,"NETGEAR AV Line M4250-40G8XF-PoE++ 40x1G Ultra90 PoE++ 802.3bt 2,880W and 8xSFP+ Managed Switch (GSM4248UX)",,"$19,636","$8,926"
Netgear,GSM4328-100AJS,GSM4328-100AJS,"NETGEAR M4350-24G4XF 28-port Layer 3 Stackable Fully Managed Switch with 24 x 1G POE+ & 4 x 10GBASE-X SFP+, ProSAFE® Lifetime Warranty (GSM4328)",,"$8,614","$4,415"
Netgear,GSM4328PA-100AJS,GSM4328PA-100AJS,"NETGEAR M4300-28G-POE+ 24-port PoE+ Layer 3 Stackable Fully Managed Switch with 2 x 10GBASE-T & 2 x SFP+ & 550W PSU, ProSAFE® Lifetime Warranty",,"$6,270","$3,495"
Netgear,GSM4328PB-100AJS,GSM4328PB-100AJS,"NETGEAR M4300-28G-POE+ 24-port PoE+ Layer 3 Stackable Fully Managed Switch with 2 x 10GBASE-T & 2 x SFP+ & 1,000W PSU, ProSAFE® Lifetime Warranty",,"$7,600","$4,230"
Netgear,GSM4352-100AJS,GSM4352-100AJS,"NETGEAR M4350-48G4XF 52-port Layer 3 Stackable Fully Managed Switch with 48 x 1G POE+ & 4 x 10GBASE-X SFP+, ProSAFE® Lifetime Warranty (GSM4352)",,"$12,414","$6,257"
Netgear,GSM4352PA-100AJS,GSM4352PA-100AJS,"NETGEAR M4300-52G-POE+ 48-port PoE+ Layer 3 Fully Managed Stackable Switch with 2 x 10GBASE-T & 2 x SFP+ & 550W PSU, ProSAFE® Lifetime Warranty",,"$8,677","$4,856"
Netgear,GSM4352PB-100AJS,GSM4352PB-100AJS,"NETGEAR M4300-52G-POE+ 48-port PoE+ Layer 3 Fully Managed Stackable Switch with 2 x 10GBASE-T & 2 x SFP+ & 1,000W PSU, ProSAFE® Lifetime Warranty",,"$10,071","$5,630"
Netgear,MS105-100AUS,MS105-100AUS,NETGEAR 5-Port Multi-Gigabit (2.5G) Ethernet Unmanaged Switch,,$417,$318
Netgear,MS308-100AUS,MS308-100AUS,NETGEAR 8-Port 2.5G Multi-Gigabit Ethernet Unmanaged Switch,,$620,$454
Netgear,MS510TXUP-100AJS,MS510TXUP-100AJS,"NETGEAR 10-Port PoE Multi-Gigabit/10G Ethernet Smart Switch (MS510TXUP) - Managed with 8 x PoE++ @ 295W, 2 x 10G SFP+, Insight Cloud Management, Desktop/Rackmount, ProSAFE Lifetime Protection",,"$2,102","$1,517"
Netgear,MSM4214X-100AJS,MSM4214X-100AJS,NETGEAR AV Line M4250-12M2XF 12x2.5G and 2xSFP+ Managed Switch (MSM4214X),,"$3,293","$1,859"
Netgear,MSM4310-100AJS,MSM4310-100AJS,NETGEAR M4350-8M2V 10-Port Managed Switch with 8 x 2.5G PoE++ with 2 x 25GBASE-X SFP28 (MSM4310),,"$11,971","$6,184"
Netgear,MSM4320-100AJS,MSM4320-100AJS,NETGEAR M4350-16M4V 16x 2.5G PoE++ incl. 8x Neutrik etherCON and 4x 25G SFP28,,"$22,803","$11,168"
Netgear,MSM4328F-100AJS,MSM4328F-100AJS,NETGEAR M4350-24F4X 32-Port Managed Switch with 24 x 2.5G SFP and 4 x SFP+ (MSM4328F),,"$15,835","$8,430"
Netgear,MSM4332-100AJS,MSM4332-100AJS,NETGEAR M4350-24M4X4V 32-Port Managed Switch with 24 x 2.5G and 4 x 10g/Multi-Gig PoE++ with 4 x 25GBASE-X SFP28 (MSM4332),,"$17,735","$9,162"
Netgear,MSM4352-100AJS,MSM4352-100AJS,NETGEAR M4350-44M4X4V 52-Port Managed Switch with 44 x 2.5G and 4 x 10g/Multi-Gig PoE++ with 4 x 25GBASE-X SFP28 (MSM4352),,"$18,876","$9,458"
Netgear,PR460X-111AUS,PR460X-111AUS,NETGEAR 10G/Multi-Gigabit Dual WAN Pro Router with Engage AV GUI (PR460X),,"$3,166","$1,362"
Netgear,VSM4320C-100AJS,VSM4320C-100AJS,"NETGEAR M4350-16V4C 20-port Stackable Layer 3 Fully Managed Switch with 16 x 25GBASE-X SFP28 & 4 x 100GBASE-X QSFP28, ProSAFE® Lifetime Warranty (VSM4320C)",,"$30,404","$12,039"
Netgear,WBE718-111APS,WBE718-111APS,NETGEAR Engage AV GUI + Insight Managed WiFi 7 BE9400 Tri Band Access Point (WBE718)  4-Year Insight subscription included,,"$1,126",$675
Netgear,WBE750-100APS,WBE750-100APS,NETGEAR Insight Managed WiFi 7 BE18400 Tri Band Access Point (WBE750)  1-Year Insight subscription included,,"$2,241","$1,122"
Netgear,WBE758-111APS,WBE758-111APS,NETGEAR Engage AV GUI + Insight Managed WiFi 7 BE18400 Tri Band Access Point (WBE758)  4-Year Insight subscription included,,"$1,971","$1,122"
Netgear,XS508TM-100AUS,XS508TM-100AUS,NETGEAR 8-Port 10G/Multi-Gigabit Smart Switch 2 10G SFP+ Ports (XS508TM),,"$3,153","$1,843"
Netgear,XSM4216F-100AJS,XSM4216F-100AJS,NETGEAR AV Line M4250-16XF 16x1G/10G Fiber SFP+ Managed Switch (XSM4216F),,"$4,053","$2,305"
Netgear,XSM4316-100AJS,XSM4316-100AJS,"NETGEAR M4350-8X8F 16-port Half Width Layer 3 Fully Managed Switch with 8 x 10G/Multi-Gig &8 x 10GBASE-X SFP+, ProSAFE® Lifetime Warranty (XSM4316)",,"$7,347","$4,206"
Netgear,XSM4316S-100AJS,XSM4316S-100AJS,"NETGEAR M4300-8X8F 16-port Stackable Layer 3 Fully Managed  Switch with 8 x 10GBASE-T & 8 x SFP+ ports (half width), ProSAFE® Lifetime Warranty",,"$7,093","$4,127"
Netgear,XSM4324-100AJS,XSM4324-100AJS,"NETGEAR M4350-12X12F 24-port Half Width Layer 3 Fully Managed Switch with 12 x 10G/Multi-Gig & 12 x 10GBASE-X SFP+, ProSAFE® Lifetime Warranty (XSM4324)",,"$10,134","$5,721"
Netgear,XSM4324CS-100AJS,XSM4324CS-100AJS,"NETGEAR M4300-24X  24-port Stackable Layer 3 Fully Managed Switch with 24 x 10GBASE-T & 4 x SFP+ ports (half width), ProSAFE® Lifetime Warranty",,"$12,414","$7,109"
Netgear,XSM4328CV-100AJS,XSM4328CV-100AJS,"NETGEAR M4350-24X4V 28-port Stackable Layer 3 Fully Managed Switch with 24 x 10G/Multi-gig & 4 x 25GBASE-X SFP28, ProSAFE® Lifetime Warranty (XSM4328CV) ",,"$15,075","$7,716"
Netgear,XSM4328FV-100AJS,XSM4328FV-100AJS,"NETGEAR M4350-24F4V 28-port Stackable Layer 3 Fully Managed Switch with 24 x 10GBASE-X SFP+ & 4 x 25GBASE-X SFP28, ProSAFE® Lifetime Warranty (XSM4328FV)",,"$11,274","$5,813"
Netgear,XSM4340CV-100AJS,XSM4340CV-100AJS,"NETGEAR M4350-36X4V 40-port Stackable Layer 3 Fully Managed Switch with 36 x 10G/Multi-gig PoE++ & 4 x 25GBASE-X SFP28, ProSAFE® Lifetime Warranty (XSM4340CV)",,"$26,604","$13,526"
