Brand,Series/Category,Notes,Stockcode,Description,Stock_Status,Sold As,Price_Group,RRP_Incl_GST,Special_Dealer_ex_GST,Dealer_ex_GST,Long Description,URL,Column1
AKG,AKG-MOUNTS & CLIPS FOR WIRED MICS,,SA61,MIC STAND CLIP HOLDER FOR TAPERED MICS,NORMAL,EA,RETAIL 50MU,24,13.91,13.91,Mic stand clip for AKG handheld vocal microphones or with conical shaft/tapered microphones.,https://www.jpro.co.nz/products/portable-audio/wireless-microphones-acc/mic-stand-clip-holder-for-tapered-mics/SA61/,$0.00
AKG,AKG-MOUNTS & CLIPS FOR WIRED MICS,,SA63,MIC CLIP FOR C1000S AND WIRELESS HANDHELD,NORMAL,EA,RETAIL 50MU,90,52.17,52.17,Mic clip for use with AKG C1000S and WMS wireless handheld transmitters.,https://www.jpro.co.nz/product/akg/mic-clip-for-c1000s-wms-mics/SA63,$0.00
AKG,AKG-MOUNTS & CLIPS FOR WIRED MICS,,SH100,SUSPENSION SHOCK MOUNT P120 P220,NORMAL,EA,RETAIL 50MU,199,115.36,115.36,Spider suspension for P120 and P220 Perception series microphones.,https://www.jpro.co.nz/product/akg/suspension-shock-mount-perception/SH100,$0.00
AKG,AKG-MOUNTS & CLIPS FOR WIRED MICS,,ST45,LOW PROFILE TABLE MIC STAND,NORMAL,EA,RETAIL 50MU,338,195.94,195.94,"Low profile stand with off-center mount, rubber shock mount feet (Dia. 11.5 cm).",https://www.jpro.co.nz/product/akg/low-profile-table-stand/ST45,$0.00
AKG,AKG-MOUNTS & CLIPS FOR WIRED MICS,,ST6,TABLETOP STAND W/XLR FOR GOOSENECK MICROPHONES,SPECIAL ORDER ONLY,EA,RETAIL 50MU,411,238.26,238.26,Premium tabletop microphone stand built for performance and presence. Designed to support XLR gooseneck microphones,https://www.jpro.co.nz/product/akg/heavy-duty-table-top-stand-wxlr/ST6,$0.00
AKG,AKG-WINDSCREENS & GRILLES,,PF80,ADJUSTABLE UNIVERSAL STUDIO POP SHIELD,SPECIAL ORDER ONLY,EA,RETAIL 50MU,248,143.77,143.77,Universal pop screen for vocal-recording microphones.,https://www.jpro.co.nz/products/portable-audio/microphones-acc/adjustable-universal-studio-pop-shield/PF80/,$0.00
AKG,AKG-WINDSCREENS & GRILLES,,W30,FOAM WINDSCREEN FOR CK31/32/33,NORMAL,EA,RETAIL 50MU,26,15.07,15.07,Foam Windscreen for CK31/32/33.,https://www.jpro.co.nz/product/akg/foam-windscreen-for-ck313233cgn321/W30,$0.00
AKG,AKG-WINDSCREENS & GRILLES,,W3001,FOAM WINDSCREEN FOR C535/D770/CCS SERIES,NORMAL,EA,RETAIL 50MU,49,28.41,28.41,Foam windscreen for C535/D770/CC Series vocal microphones.,https://www.jpro.co.nz/product/akg/foam-windscreen-for-c535d770ccs-series/W3001,$0.00
AKG,AKG-WINDSCREENS & GRILLES,,W3004,STYLISH PRO VOCAL MIC FOAM WINDSCREEN/POP SHIELD,NORMAL,EA,RETAIL 50MU,15,8.7,8.7,"Stylish, professional windscreen for use with AKG Professional vocal microphones: D5, D7, D5 WL1, D7 WL1, P3 S, P5 and P5 S",https://www.jpro.co.nz/products/portable-audio/microphones-acc/stylish-pro-vocal-mic-foam-windscreenpop-shield/W3004/,$0.00
AKG,AKG-WINDSCREENS & GRILLES,,W32,FOAM WINDSCREEN FOR C430 ULS SERIES,NORMAL,EA,RETAIL 50MU,40,23.19,23.19,Foam windscreen for CK Series or other ball head microphones approx. Dia 18–20 mm.,https://www.jpro.co.nz/product/akg/foam-windscreen-for-c430-uls-series/W32,$0.00
AKG,AKG-WINDSCREENS & GRILLES,,W4000,WINDSCREEN C4000 C4500B P120 P220 P420,NORMAL,EA,RETAIL 50MU,45,26.09,26.09,Foam windscreen for C4000B/C4500B/P120/P220/P420,https://www.jpro.co.nz/products/portable-audio/microphones-acc/windscreen-c4000-c4500b-p120-p220-p420/W4000/,$0.00
AKG,AKG-WINDSCREENS & GRILLES,,W407,FOAM WINDSCREEN FOR C407/C417,NORMAL,EA,RETAIL 50MU,19,11.01,11.01,Foam windscreen for C417.,https://www.jpro.co.nz/product/akg/foam-windscreen-for-c407c417/W407,$0.00
AKG,AKG-WINDSCREENS & GRILLES,,W40M,METAL WIREMESH WINDSCREEN FOR CK41 CK43,SPECIAL ORDER ONLY,EA,RETAIL 50MU,165,95.65,95.65,The W40 M windscreen with rugged wiremesh grill is compatible with the CK41 and CK43 capsules from the DAM+ Series.,https://www.jpro.co.nz/product/akg/metal-windscreen-for-ck41-ck43/W40M,$0.00
AKG,AKG-WINDSCREENS & GRILLES,,W444,WINDSCREEN FOR C555L/C544L,NORMAL,EA,RETAIL 50MU,20,11.59,11.59,Foam windscreen for C544/C555 mirophones.,https://www.jpro.co.nz/products/portable-audio/microphones-acc/windscreen-for-c555lc544l/W444/,$0.00
AKG,AKG-WINDSCREENS & GRILLES,,W48,WINDSCREEN FOR CK69-ULS,SPECIAL ORDER ONLY,EA,RETAIL 50MU,40,23.19,23.19,Short foam windscreen for the short version of the CK69-ULS shotgun capsule.,https://www.jpro.co.nz/products/studio-broadcast/microphones/windscreen-for-ck69uls/W48/,$0.00
AKG,AKG-WINDSCREENS & GRILLES,,W49,WINDSCREEN FOR CK69-ULS,SPECIAL ORDER ONLY,EA,RETAIL 50MU,44,25.51,25.51,Long foam windscreen for the long version of the CK69-ULS shotgun capsule.,https://www.jpro.co.nz/product/akg/windscreen-for-ck69-uls/W49,$0.00
AKG,AKG-WINDSCREENS & GRILLES,,W55,WINDSCREEN FOR CK55 AND CK99L LAPEL MICS (1400Z55010),NORMAL,EA,RETAIL 50MU,7,4.06,4.06,AKG W55 windscreen for CK55L and CK99L microphones.,https://www.jpro.co.nz/product/akg/windscreen-for-ck55-and-ck99l-lapel-mics/W55,$0.00
AKG,AKG-WINDSCREENS & GRILLES,,W68,WINDSCREEN FOR C568B (2168Z30010),NORMAL,EA,RETAIL 50MU,41,23.77,23.77,Foam windscreen for C568B.,https://www.jpro.co.nz/products/portable-audio/microphones-acc/windscreen-for-c568b/W68/,$0.00
AKG,AKG-WINDSCREENS & GRILLES,,W70,WINDSCREEN FOR CK47 AND C747-V11,NORMAL,EA,RETAIL 50MU,36,20.87,20.87,Foam windscreen for CK47 and C747-V11 windscreen.,https://www.jpro.co.nz/product/akg/windscreen-for-ck47-and-c747-v11/W70,$0.00
AKG,AKG-WINDSCREENS & GRILLES,,W77M,WIRE MESH GRILLE FOR CK77WR & C577WR,NORMAL,EA,RETAIL 50MU,100,57.97,57.97,Wire mesh grille for use with CK77 and C577 microphones.,https://www.jpro.co.nz/product/akg/wire-mesh-grille-for-ck77wr-c577wr/W77M,$0.00
AKG,AKG-WINDSCREENS & GRILLES,,W81,FOAM WINDSCREEN FOR HC81 HEADWORN BEIGE,SPECIAL ORDER ONLY,EA,RETAIL 50MU,15,8.7,8.7,Foam windscreen for use with HC81MD-BEIGE Microlite Headworn Microphone,https://www.jpro.co.nz/products/portable-audio/microphones-acc/foam-windscreen-for-hc81-headworn-beige/W81/,$0.00
AKG,AKG-WINDSCREENS & GRILLES,,W880,FOAM WINDSCREEN POP FILTER FOR VOCAL MICS D5 ETC,NORMAL,EA,RETAIL 50MU,11,6.38,6.38,Foam windscreen pop filter for use with AKG handheld vocal microphones.,https://www.jpro.co.nz/product/akg/foam-windscreen-40-50mm-dia/W880,$0.00
AKG,AKG-PHANTOM POWER,,MDPA,MICROLITE PHANTOM POWER ADAPTER,SPECIAL ORDER ONLY,EA,RETAIL 50MU,POA,POA,POA,Phantom adapter for use with the Microlite series and accepts the AKG Microdot connector as the input. Switchable low cut filter and Phase Rotation,https://www.jpro.co.nz/product/akg/microlite-phantom-power-adapter/MDPA,#VALUE!
AKG,AKG-PHANTOM POWER,,MPA-V-L,PHANTOM ADAPTER MINI XLR TO STD XLR,NORMAL,EA,RETAIL 50MU,291,168.7,168.7,Phantom power adapter with XLR connector for L type MicroMic microphones with integrated bass roll-off switch - 9 to 52 Volts,https://www.jpro.co.nz/products/portable-audio/wireless-microphones-acc/phantom-adapter-mini-xlr-to-std-xlr/MPA-V-L/,$0.00
AMX,AMX-SVSI N1000 ENCODERS & DECODERS,,NMX-DEC-N1222A,SVSI 1080P AES67 NETWORK DECODER,NORMAL,EA,RETAIL 40MU,2451,1522.36,1522.36,"SVSI Stand-alone Minimal Compression Video over IP Decoder with two RJ45 network ports (one POE), IR, serial, balanced audio, and HDMI video out, AES67 compatible",https://www.jpro.co.nz/products/amx/svsi-1080p-aes67-video-oip-decoder/NMX-DEC-N1222A,$0.00
AMX,AMX-SVSI N1000 ENCODERS & DECODERS,,NMX-DEC-N1222A-C,SVSI 1080P AES67 VOIP DECODER CARD,SPECIAL ORDER ONLY,EA,RETAIL 40MU,2665,1655.28,1655.28,"SVSI Minimal Compression Video over IP Decoder Card with two RJ45 network ports (one POE), IR, serial, balanced audio, and HDMI video out, AES67 compatible  - must be used in conjunction with NMX-ACC-N9206 Rack Mount Cage.",https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-1080p-aes67-video-oip-decoder-card/NMX-DEC-N1222A-C/,$0.00
AMX,AMX-SVSI N1000 ENCODERS & DECODERS,,NMX-ENC-N1115-WP-BL,SVSI 1080P NETWORK ENCODER WALLPLATE BLACK,SPECIAL ORDER ONLY,EA,RETAIL 40MU,4107,2550.93,2550.93,"SVSI Decor Style Wallplate Minimal Compression Video over IP Encoder with Ethernet port, KVM-over-IP keyboard and mouse operation, serial, audio, VGA, and HDMI video connections, black.",https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-1080p-network-wplate-encoder-blk/NMX-ENC-N1115-WP-BL/,$0.00
AMX,AMX-SVSI N1000 ENCODERS & DECODERS,,NMX-ENC-N1115-WP-WH,SVSI 1080P NETWORK ENCODER WALLPLATE WHITE,NORMAL,EA,RETAIL 40MU,4105,2549.69,2549.69,"SVSI Decor Style Wallplate Minimal Compression Video over IP Encoder with Ethernet port, KVM-over-IP keyboard and mouse operation, serial, audio, VGA, and HDMI video connections, white",https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-1080p-network-wplate-encoder-wht/NMX-ENC-N1115-WP-WH/,$0.00
AMX,AMX-SVSI N1000 ENCODERS & DECODERS,,NMX-ENC-N1122A,SVSI 1080P AES67 NETWORK ENCODER W/POE,NORMAL,EA,RETAIL 40MU,2451,1522.36,1522.36,"SVSI Minimal Compression VOIP Encoder with 2 x RJ45 (1 x PoE), HDMI/VGA, balanced audiom, AES67 compatible.",https://www.jpro.co.nz/products/amx/amx-svsi-n1000-encoders-/svsi-1080p-aes67-network-encoder-wpoe/NMX-ENC-N1122A/,$0.00
AMX,AMX-SVSI N1000 ENCODERS & DECODERS,,NMX-ENC-N1122A-C,SVSI 1080P AES67 VOIP ENCODER CARD,SPECIAL ORDER ONLY,EA,RETAIL 40MU,2665,1655.28,1655.28,"SVSI Minimal Compression VOIP Encoder Card with 2 x RJ45 (1 x PoE), HDMI/VGA, balanced audiom, AES67 compatible.  Use with NMX-ACC-N9206 Rack Mount Cage.",https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-1080p-aes67-video-oip-encoder-card/NMX-ENC-N1122A-C/,$0.00
AMX,AMX-SVSI N1000 ENCODERS & DECODERS,,NMX-ENC-N1133A,SVSI 1080P AES67 NETWORK ENCODER W/KVM,SPECIAL ORDER ONLY,EA,RETAIL 40MU,POA,POA,POA,"SVSI Stand-alone Minimal Compression Video over IP Encoder with one SFP fiber/RJ45 copper network port cage and one RJ45 (with PoE) port, IR, KVM-over-IP keyboard and mouse operation, serial, balanced audio, VGA, and HDMI video connections, AES67 compatible.",https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-1080p-aes67-network-encoder-wkvm/NMX-ENC-N1133A/,#VALUE!
AMX,AMX-SVSI N2300 4K ENCODERS & DECODERS,,NMX-DEC-N2322,SVSI 4K UHD NETWORK DECODER WITH POE KVM,NORMAL,EA,RETAIL 40MU,1847,1147.2,1147.2,"SVSI N2300 Series stand-alone 4K Decoder with one SFP fiber/RJ45 copper network port cage, and one RJ45 (with PoE), IR, serial, KVM-over IP keyboard and mouse operation, balanced audio, HDMI connection, (SFP module included, power supply not included)",https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-4k-uhd-network-decoder-with-poe-kvm/NMX-DEC-N2322/,$0.00
AMX,AMX-SVSI N2300 4K ENCODERS & DECODERS,,NMX-ENC-N2312,SVSI 4K UHD NETWORK ENCODER W/POE KVM,NORMAL,EA,RETAIL 40MU,1847,1147.2,1147.2,"SVSI N2300 Series stand-alone 4K Encoder with one SFP fiber/RJ45 copper network port cage, and one RJ45 (with PoE), IR, serial, KVM-over IP keyboard and mouse operation, balanced audio, HDMI connection, (SFP module included, power supply not included)",https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-4k-uhd-network-encoder-wpoe-kvm/NMX-ENC-N2312/,$0.00
AMX,AMX-SVSI N2400 4K ENCODERS & DECODERS,,NMX-DEC-N2422A,SVSI 4K JPEG2000 FIBRE NETWORK DECODER,SPECIAL ORDER ONLY,EA,RETAIL 40MU,4295,2667.7,2667.7,"N2400 Series JPEG2000 stand-alone 4K Decoder 4K 60 4:4:4 with one SFP fiber/RJ45 copper network port cage, one RJ45 (with PoE), serial, KVM-over IP keyboard and mouse operation, balanced audio, AES67 interoperability, HDMI connection.",https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-4k-jpeg2000-fibre-network-decoder/NMX-DEC-N2422A/,$0.00
AMX,AMX-SVSI N2400 4K ENCODERS & DECODERS,,NMX-DEC-N2424A,SVSI 4K JPEG2000 AES67 NETWORK DECODER,NORMAL,EA,RETAIL 40MU,4006,2488.2,2488.2,"N2400 Series JPEG2000 stand-alone 4K Decoder 4K 60 4:4:4 with one SFP fiber/RJ45 copper network port cage, one RJ45 (with PoE), serial, KVM-over IP keyboard and mouse operation, balanced audio, AES67 interoperability, HDMI connection.",https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-4k-jpeg2000-aes67-network-decoder/NMX-DEC-N2424A/,$0.00
AMX,AMX-SVSI N2400 4K ENCODERS & DECODERS,,NMX-ENC-N2412A,SVSI 4K JPEG2000 AES67 NETWORK ENCODER,NORMAL,EA,RETAIL 40MU,4495,2791.93,2791.93,"N2400 Series JPEG2000 stand-alone 4K Encoder, 4K 60 4:4:4 with one SFP fiber/RJ45 copper network port cage, one RJ45 (with PoE), serial, KVM-over IP keyboard and mouse operation, balanced audio, AES67 interoperability, HDMI connection (SFP module not included)",https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-4k-jpeg2000-aes67-network-encoder/NMX-ENC-N2412A/,$0.00
AMX,AMX-SVSI N2400 4K ENCODERS & DECODERS,,NMX-ENC-N2412A-C,SVSI 4K AES67 NETWORK ENCODER CARD,NORMAL,EA,RETAIL 40MU,3019,1875.16,1875.16,"N2400 Series JPEG2000 4K Encoder card, 4K 60 4:4:4 with one SFP fiber/RJ45 copper network port cage, one RJ45 (with PoE), serial, KVM-over IP keyboard and mouse operation, balanced audio, AES67 interoperability, HDMI connection - must be used in conjunction with NMX-ACC-N9206 Rack Mount Cage",https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-4k-aes67-network-encoder-card/NMX-ENC-N2412A-C/,$0.00
AMX,AMX-SVSI N2600 4K DANTE ENCODERS & DECODERS,,NMX-DEC-N2622S,SVSI N2600 4K60 MWC/DANTE AV-A 4:4:4 H.264 1080P DECODER,NORMAL,EA,RETAIL 40MU,3695,2295.03,2295.03,"High-Quality, Low-Latency 4K60 MWC decoding. Video Preview viewable from the built-in web interface or from a touch panel. USB 2.0 Transport. High security network support and features, including multicast, VLAN tagging and QoS. PoE powered with low-power mode for energy savings. Open Direct-Control API.",https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-4k60-mwcdante-ava-444-h264-1080p-decoder/NMX-DEC-N2622S/,$0.00
AMX,AMX-SVSI N2600 4K DANTE ENCODERS & DECODERS,,NMX-DEC-N2625D-WP,SVSI N2600 MWC/DANTE AV-A 4K60 4:4:4 DECODER WALLPLATE,NORMAL,EA,RETAIL 40MU,3295,2046.58,2046.58,"High-Quality, Low-Latency 4K60 MWC/Dante decoding. Video Preview viewable from the built-in web interface or from a touch panel. USB 2.0 Transport. High security network support and features, including multicast, VLAN tagging and QoS. PoE powered with low-power mode for energy savings. Open Direct-Control API.",https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-n2600-mwc-4k60-444-decoder-wallplate/NMX-DEC-N2625-WP/,$0.00
AMX,AMX-SVSI N2600 4K DANTE ENCODERS & DECODERS,,NMX-ENC-N2612S,SVSI N2600 MWC/DANTE AV-A 4K60 4:4:4 H.264 1080P ENCODER,NORMAL,EA,RETAIL 40MU,3588,2228.57,2228.57,"High-Quality, Low-Latency 4K60 MWC encoding. Video Preview viewable from the built-in web interface or from a touch panel, USB 2.0 Transport, HDMI input and USB-C input that supports both video and USB 2.0, High security network support and features, including multicast, VLAN tagging and QoS, PoE powered with low-power mode for energy savings, Open Direct-Control API.",https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-mwcdante-ava-4k60-444-h264-1080p-encoder/NMX-ENC-N2612S/,$0.00
AMX,AMX-SVSI N2600 4K DANTE ENCODERS & DECODERS,,NMX-ENC-N2612S-C,SVSI N2600 MWC/DANTE 4K60 4:4:4 H.264 1080P ENCODER CARD,NORMAL,EA,RETAIL 40MU,POA,POA,POA,"High-Quality, Low-Latency 4K60 MWC encoding. Video Preview viewable from the built-in web interface or from a touch panel, USB 2.0 Transport, HDMI input and USB-C input that supports both video and USB 2.0, High security network support and features, including multicast, VLAN tagging and QoS, PoE powered with low-power mode for energy savings, Open Direct-Control API.",https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-mwcdante-4k60-444-h264-1080p-encoder-card/NMX-ENC-N2612S-C/,#VALUE!
AMX,AMX-SVSI N2600 4K DANTE ENCODERS & DECODERS,,NMX-ENC-N2615D-WP,SVSI N2600 MWC/DANTE AV-A 4K60 4:4:4 ENCODER WALLPLATE,NORMAL,EA,RETAIL 40MU,3265,2027.95,2027.95,"High-Quality, Low-Latency 4K60 MWC/Dante encoding. Video Preview viewable from the built-in web interface or from a touch panel, USB 2.0 Transport, HDMI input and USB-C input that supports both video and USB 2.0, High security network support and features, including multicast, VLAN tagging and QoS, PoE powered with low-power mode for energy savings, Open Direct-Control API.",https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-mwcdante-ava-4k60-444-encoder-wallplate/NMX-ENC-N2615D-WP/,$0.00
AMX,AMX-SVSI N3000 ENCODERS & DECODERS,,NMX-DEC-N3232,SVSI H.264 NETWORK DECODER W/POE SFP,SPECIAL ORDER ONLY,EA,RETAIL 40MU,POA,POA,POA,"H.264 Compressed Video over IP Decoder, PoE, SFP, HDMI, USB for Record.  SVSI Stand-alone H.264 compression engine delivers low-latency 1080p60 video at half the bandwidth of comparable encoders.  The NMX-ENC-N3232 is the perfect solution for quality streaming over low bit rate WAN. Common applications include distance education, Multi-Site Enterprise, and IPTV Streaming.",https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-h264-network-decoder-wpoe-sfp/NMX-DEC-N3232/,#VALUE!
AMX,AMX-SVSI N3000 ENCODERS & DECODERS,,NMX-DEC-N3322D,SVSI 4K60 H.26X/DANTE AV-H DECODER,SPECIAL ORDER ONLY,EA,RETAIL 40MU,POA,POA,POA,"AMX SVSI NMX-DEC-N3322D decoders can decode the highest quality 4K60 H.26x and Dante AV-H video streams output by AMX N3300 encoders or other Dante AV-H cameras, digital signage players, or software.",https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-4k60-h26xdante-avh-decoder/NMX-DEC-N3322D/,#VALUE!
AMX,AMX-SVSI N3000 ENCODERS & DECODERS,,NMX-ENC-N3132,SVSI H.264 NETWORK ENCODER W/POE SFP,NORMAL,EA,RETAIL 40MU,POA,POA,POA,"H.264 Compressed Video over IP Encoder, PoE, SFP, HDMI, USB for Record.  The N3000 Video over IP Series extends the reach of SVSI's Networked AV solutions to the WAN for streaming, video to desktop, digital signage, set-top boxes, or mobile devices applications.",https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-h264-network-encoder-wpoe-sfp/NMX-ENC-N3132/,#VALUE!
AMX,AMX-SVSI N3000 ENCODERS & DECODERS,,NMX-ENC-N3312D,SVSI 4K60 DANTE AV-H H.26X DUAL-STREAM ENCODER,NORMAL,EA,RETAIL 40MU,POA,POA,POA,The AMX SVSI NMX-ENC-N3312D Encoder delivers the highest quality 4K60 H.26x and Dante AV-H video content at the lowest bandwidth.,https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-h26x-4k60-dante-avh-h26x-dualstream-encoder/NMX-ENC-N3312D/,#VALUE!
AMX,AMX-SVSI N3000 ENCODERS & DECODERS,,NMX-ENC-N3312D-C,SVSI 4K60 DANTE AV-H H.26X DUAL-STREAM ENCODER CARD,NORMAL,EA,RETAIL 40MU,POA,POA,POA,he AMX SVSI NMX-ENC-N3312D-C Encoder Card delivers the highest quality 4K60 H.26x and Dante AV-H video content at the lowest bandwidth.,https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-h264-network-encoder-wpoe-sfp/NMX-ENC-N3132/,#VALUE!
AMX,AMX-SVSI WINDOWING PROCESSORS,,NMX-WP-N2410,SVSI N2400 4K60 4:4:4 WINDOWING PRCSR,SPECIAL ORDER ONLY,EA,RETAIL 40MU,POA,POA,POA,N2400 Series 4K60 4:4:4 Windowing Processor. 4 x 1 Windowing Processor functions with the N2000 JPEG2000 family of Video over IP Encoders and Decoders and are capable of handling multiple real-time HD streams with no video input or output connectors – only a single network port,https://www.jpro.co.nz/product/amx/svsi-n2400-4k60-444-windowing-prcsr/NMX-WP-N2410,#VALUE!
AMX,AMX-SVSI WINDOWING PROCESSORS,,NMX-WP-N3510,SVSI N3000 SERIES WINDOWING PRCSR 9X1,SPECIAL ORDER ONLY,EA,RETAIL 40MU,POA,POA,POA,The NMX-WP-N3510 H.264 Multi-Channel Windowing Processor functions with the N3000 Series family of Video over IP Encoders and Decoders and are capable of handling multiple real-time H.264 streams.,,#VALUE!
AMX,AMX-SVSI TRANSCEIVERS,,NMX-ATC-N4321D,SVSI AUDIO-OVER-IP TRANSCEIVER WITH DANTE/AES67,NORMAL,EA,RETAIL 40MU,3096,1922.98,1922.98,SVSI NMX-ATC-N4321 Audio Transceiver is an audio-over-IP solution that both sends and receives two-channel balanced or unbalanced audio over IP,https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-audiooverip-transceiver-with-danteaes67/NMX-ATC-N4321D/,$0.00
AMX,AMX-SVSI ACCESSORIES,,NMX-ACC-N9101,SVSI SURFACE MOUNT BRACKETS FOR N SERIES,NORMAL,EA,RETAIL 40MU,125,77.64,77.64,"Mounting wings for N-Series SVSI Encoders, Decoders and Audio Transceiver, designed for mounting to surface or wall",https://www.jpro.co.nz/products/installed-video-control/av-over-ip/svsi-surface-mount-brackets-for-n-series/NMX-ACC-N9101/,$0.00
AMX,AMX-SVSI ACCESSORIES,,NMX-ACC-N9102,1RU RACK MOUNT FOR 2 SIDE/SIDE SVSI,SPECIAL ORDER ONLY,EA,RETAIL 40MU,300,186.34,186.34,,https://www.jpro.co.nz/products/installed-video-control/av-over-ip/2ru-rack-mount-cage-wpower/NMX-ACC-N9206/,$0.00
AMX,AMX-SVSI ACCESSORIES,,NMX-ACC-N9206,2RU RACK MOUNT CAGE W/POWER,SPECIAL ORDER ONLY,EA,RETAIL 40MU,3092,1920.5,1920.5,"2RU rack mount cage for rack mounting up to six SVSI N-Series Encoder, Decoder, and Audio Transceiver Cards, includes power supply. Cards are powered by PoE (Power-over-Ethernet) and/or by connecting the card’s 12VDC Input to the Card Cage 12VDC Output using the supplied Phoenix connector cable.",https://www.jpro.co.nz/products/installed-video-control/av-over-ip/2ru-rack-mount-cage-wpower/NMX-ACC-N9206/,$0.00
AMX,AMX-SVSI ACCESSORIES,,NMX-ACC-N9312,SVSI EXTERNAL 12V POWER SUPPLY,SPECIAL ORDER ONLY,EA,RETAIL 40MU,134,83.23,83.23,"12V external wall-wart supply with 2-pin Phoenix connector for SVSI N-Series Encoders, Decoders, and Audio Transceiver.",,$0.00
AMX,AMX-VARIA TOUCH PANELS,,VARIA-100,10IN PROFESSIONAL GRADE TOUCH PANEL,NORMAL,EA,RETAIL 40MU,4299,2670.19,2670.19,"8” Professional-Grade, Persona-Defined Touch Panel.  Varia panels include a versatile mount that provides wall, glass, and VESA-mounting capabilities. Optional tabletop mounting accessories are also available.",https://www.jpro.co.nz/products/installed-video-control/touchpanels-keypads/10in-professional-grade-touch-panel/VARIA-100/,$0.00
AMX,AMX-VARIA TOUCH PANELS,,VARIA-100N,10IN NO COMMS PROFESSIONAL GRADE TOUCH PANEL,SPECIAL ORDER ONLY,EA,RETAIL 40MU,4299,2670.19,2670.19,"8” No Comms Professional-Grade, Persona-Defined Touch Panel.  Varia panels include a versatile mount that provides wall, glass, and VESA-mounting capabilities. Optional tabletop mounting accessories are also available.",https://www.jpro.co.nz/products/installed-video-control/touchpanels-keypads/10in-professional-grade-touch-panel/VARIA-100/,$0.00
AMX,AMX-VARIA TOUCH PANELS,,VARIA-150,15.6IN PROFESSIONAL GRADE TOUCH PANEL,SPECIAL ORDER ONLY,EA,RETAIL 40MU,9999,6210.56,6210.56,"15.6” Professional-Grade, Persona-Defined Touch Panel.  Varia panels include a versatile mount that provides wall, glass, and VESA-mounting capabilities. Optional tabletop mounting accessories are also available.",https://www.jpro.co.nz/products/installed-video-control/touchpanels-keypads/156in-professional-grade-touch-panel/VARIA-150/,$0.00
AMX,AMX-VARIA TOUCH PANELS,,VARIA-80,8IN PROFESSIONAL GRADE TOUCH PANEL,NORMAL,EA,RETAIL 40MU,3110,1931.68,1931.68,"8” Professional-Grade, Persona-Defined Touch Panel.  Varia panels include a versatile mount that provides wall, glass, and VESA-mounting capabilities. Optional tabletop mounting accessories are also available.",https://www.jpro.co.nz/products/installed-video-control/touchpanels-keypads/8in-professional-grade-touch-panel/VARIA-80/,$0.00
AMX,AMX-VARIA TOUCH PANELS,,VARIA-ACS-100F,FIXED TABLETOP STAND FOR VARIA-100,NORMAL,EA,RETAIL 40MU,479,297.52,297.52,AMX VARIA-ACS-100F is a fixed tabletop stand for VARIA-100 and VARIA-100N professional-grade touch panels for placement on meeting space and boardroom tables or other flat surfaces. Compatible with: VARIA-100 and VARIA-100N,https://www.jpro.co.nz/products/installed-video-control/touchpanels-keypads/fixed-tabletop-stand-for-varia100/VARIA-ACS-100F/,$0.00
AMX,AMX-VARIA TOUCH PANELS,,VARIA-ACS-150A,ANGLE SELECT TABLETOP STAND VARIA-150,SPECIAL ORDER ONLY,EA,RETAIL 40MU,693,430.43,430.43,"AMX VARIA-ACS-150A is a tabletop stand which can be adjusted at install time to position a touch panel at a 30-, 45- or 60-degree angle from vertical. Compatible with: VARIA-150 and VARIA-150N",https://www.jpro.co.nz/products/installed-video-control/touchpanels-keypads/angle-select-tabletop-stand-varia150/VARIA-ACS-150A/,$0.00
AMX,AMX-VARIA TOUCH PANELS,,VARIA-ACS-80F,FIXED TABLETOP STAND FOR VARIA-80,NORMAL,EA,RETAIL 40MU,426,264.6,264.6,AMX VARIA-ACS-100F is a fixed tabletop stand for VARIA-100 and VARIA-100N professional-grade touch panels for placement on meeting space and boardroom tables or other flat surfaces. Compatible with: VARIA-100 and VARIA-100N,https://www.jpro.co.nz/products/installed-video-control/touchpanels-keypads/fixed-tabletop-stand-for-varia80/VARIA-ACS-80F/,$0.00
