StockCode,Vendor,VendorStockCode,StockDescription,PrimaryCategory,SecondaryCategory,TertiaryCategory,RRPEx,DealerEx,StockAvailable,ETA,Status,Type,BundledItem1,BundledItem2,BundledItem3,BundledItem4,BundledItem5
H9MG3PE,HPE,H9MG3PE,"Aruba 1Y PW FC CTR 6H MM-HW-5K-F1 SVC,MM-HW-5K-F1,24x7 HW support with 6 Hr Call-to-Repair","NETWORKING","Aruba Support and Se","SERVICES","39145.00","33314.89",999999999,,A,StockedItem,,,,,
H9MG4PE,HPE,H9MG4PE,"Aruba 1Y PW FC CTR6HwCDMR MM-HW-5K-F1SVC,MM-HW-5K-F1,24x7 HW support w CDMR and 6 Hr Call-","NETWORKING","Aruba Support and Se","SERVICES","39525.00","33638.30",999999999,,A,StockedItem,,,,,
H9MG7E,HPE,H9MG7E,"Aruba 1Y FC NBD Exch E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,9x5 HW support with next business day","NETWORKING","Aruba Support and Se","SERVICES","8011.00","6817.87",999999999,,A,StockedItem,,,,,
H9MG8E,HPE,H9MG8E,"Aruba 1Y FC 4H Exch E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,24x7 HW support with 4 hour HW exchang","NETWORKING","Aruba Support and Se","SERVICES","12860.00","10944.68",999999999,,A,StockedItem,,,,,
H9MG9E,HPE,H9MG9E,"Aruba 1Y FC NBD OS E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,9x5 HW support, next business day onsit","NETWORKING","Aruba Support and Se","SERVICES","8227.00","7001.70",999999999,,A,StockedItem,,,,,
H9MH0E,HPE,H9MH0E,"Aruba 1Y FC 4H OS E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,24x7 HW support, 4 hour onsite response","NETWORKING","Aruba Support and Se","SERVICES","15426.00","13128.51",999999999,,A,StockedItem,,,,,
H9MH1E,HPE,H9MH1E,"Aruba 1Y SW+TechSuppE/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,1yr Software Support for Aruba JW prod","NETWORKING","Aruba Support and Se","SERVICES","6502.00","5533.62",999999999,,A,StockedItem,,,,,
H9MH2E,HPE,H9MH2E,"Aruba 1Y FC CTR 6H E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,24x7 HW support with 6 Hr Call-to-Repai","NETWORKING","Aruba Support and Se","SERVICES","21681.00","18451.91",999999999,,A,StockedItem,,,,,
H9MH3E,HPE,H9MH3E,"Aruba 3Y FC NBD Exch E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,9x5 HW support with next business day","NETWORKING","Aruba Support and Se","SERVICES","21632.00","18410.21",999999999,,A,StockedItem,,,,,
H9MH4E,HPE,H9MH4E,"Aruba 3Y FC 4H Exch E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,24x7 HW support with 4 hour HW exchang","NETWORKING","Aruba Support and Se","SERVICES","34726.00","29554.04",999999999,,A,StockedItem,,,,,
H9MH7E,HPE,H9MH7E,"Aruba 3Y FC NBD OS E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,9x5 HW support, next business day onsit","NETWORKING","Aruba Support and Se","SERVICES","23285.00","19817.02",999999999,,A,StockedItem,,,,,
H9MJ1E,HPE,H9MJ1E,"Aruba 3Y FC 4H OS E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,24x7 HW support, 4 hour onsite response","NETWORKING","Aruba Support and Se","SERVICES","42726.00","36362.55",999999999,,A,StockedItem,,,,,
H9MJ2E,HPE,H9MJ2E,"Aruba 3Y SW+TechSuppE/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,3yr Software Support for Aruba JW prod","NETWORKING","Aruba Support and Se","SERVICES","17555.00","14940.43",999999999,,A,StockedItem,,,,,
H9MJ5E,HPE,H9MJ5E,"Aruba 3Y FC CTR 6H E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,24x7 HW support with 6 Hr Call-to-Repai","NETWORKING","Aruba Support and Se","SERVICES","59612.00","50733.62",999999999,,A,StockedItem,,,,,
H9MJ8E,HPE,H9MJ8E,"Aruba 4Y FC NBD Exch E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,9x5 HW support with next business day","NETWORKING","Aruba Support and Se","SERVICES","27203.00","23151.49",999999999,,A,StockedItem,,,,,
H9MJ9E,HPE,H9MJ9E,"Aruba 4Y FC 4H Exch E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,24x7 HW support with 4 hour HW exchang","NETWORKING","Aruba Support and Se","SERVICES","43663.00","37160.00",999999999,,A,StockedItem,,,,,
H9MK2E,HPE,H9MK2E,"Aruba 4Y FC NBD OS E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,9x5 HW support, next business day onsit","NETWORKING","Aruba Support and Se","SERVICES","29460.00","25072.34",999999999,,A,StockedItem,,,,,
H9MK6E,HPE,H9MK6E,"Aruba 4Y FC 4H OS E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,24x7 HW support, 4 hour onsite response","NETWORKING","Aruba Support and Se","SERVICES","53903.00","45874.89",999999999,,A,StockedItem,,,,,
H9MK7E,HPE,H9MK7E,"Aruba 4Y SW+TechSuppE/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,4yr Software Support for Aruba JW prod","NETWORKING","Aruba Support and Se","SERVICES","22073.00","18785.53",999999999,,A,StockedItem,,,,,
H9ML0E,HPE,H9ML0E,"Aruba 4Y FC CTR 6H E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,24x7 HW support with 6 Hr Call-to-Repai","NETWORKING","Aruba Support and Se","SERVICES","75139.00","63948.09",999999999,,A,StockedItem,,,,,
H9ML3E,HPE,H9ML3E,"Aruba 5Y FC NBD Exch E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,9x5 HW support with next business day","NETWORKING","Aruba Support and Se","SERVICES","33032.00","28112.34",999999999,,A,StockedItem,,,,,
H9ML4E,HPE,H9ML4E,"Aruba 5Y FC 4H Exch E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,24x7 HW support with 4 hour HW exchang","NETWORKING","Aruba Support and Se","SERVICES","53020.00","45123.40",999999999,,A,StockedItem,,,,,
H9ML7E,HPE,H9ML7E,"Aruba 5Y FC NBD OS E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,9x5 HW support, next business day onsit","NETWORKING","Aruba Support and Se","SERVICES","35906.00","30558.30",999999999,,A,StockedItem,,,,,
H9MM1E,HPE,H9MM1E,"Aruba 5Y FC 4H OS E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,24x7 HW support, 4 hour onsite response","NETWORKING","Aruba Support and Se","SERVICES","65587.00","55818.72",999999999,,A,StockedItem,,,,,
H9MM2E,HPE,H9MM2E,"Aruba 5Y SW+TechSuppE/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,5yr Software Support for Aruba JW prod","NETWORKING","Aruba Support and Se","SERVICES","26803.00","22811.06",999999999,,A,StockedItem,,,,,
H9MM5E,HPE,H9MM5E,"Aruba 5Y FC CTR 6H E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,24x7 HW support with 6 Hr Call-to-Repai","NETWORKING","Aruba Support and Se","SERVICES","91373.00","77764.26",999999999,,A,StockedItem,,,,,
H9MM8PE,HPE,H9MM8PE,"Aruba 1Y PW FC NBDExchE/R MM-HW-5K-F1SVC,MM-HW-5K-F1,9x5 HW support with next business day","NETWORKING","Aruba Support and Se","SERVICES","8011.00","6817.87",999999999,,A,StockedItem,,,,,
H9MN1PE,HPE,H9MN1PE,"Aruba 1Y PW FC 4H ExchE/R MM-HW-5K-F1SVC,MM-HW-5K-F1,24x7 HW support with 4 hour HW exchan","NETWORKING","Aruba Support and Se","SERVICES","12860.00","10944.68",999999999,,A,StockedItem,,,,,
H9MN2PE,HPE,H9MN2PE,"Aruba 1Y PW FC NBD OS E/R MM-HW-5K-F1SVC,MM-HW-5K-F1,9x5 HW support, next business day ons","NETWORKING","Aruba Support and Se","SERVICES","8858.00","7538.72",999999999,,A,StockedItem,,,,,
H9MN4PE,HPE,H9MN4PE,"Aruba 1Y PW FC 4H OS E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,24x7 HW support, 4 hour onsite respon","NETWORKING","Aruba Support and Se","SERVICES","16059.00","13667.23",999999999,,A,StockedItem,,,,,
H9MN6PE,HPE,H9MN6PE,"Aruba 1Y PW FC CTR6H E/R MM-HW-5K-F1 SVC,MM-HW-5K-F1,24x7 HW support with 6 Hr Call-to-Rep","NETWORKING","Aruba Support and Se","SERVICES","22312.00","18988.94",999999999,,A,StockedItem,,,,,
H9MN8E,HPE,H9MN8E,"Aruba 1Y FC NBD Exch MM-HW-10K-F1 SVC,MM-HW-10K-F1,9x5 HW support with next business day H","NETWORKING","Aruba Support and Se","SERVICES","23430.00","19940.43",999999999,,A,StockedItem,,,,,
H9MN9E,HPE,H9MN9E,"Aruba 1Y FC 4H Exch MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support with 4 hour HW exchange.","NETWORKING","Aruba Support and Se","SERVICES","37620.00","32017.02",999999999,,A,StockedItem,,,,,
H9MP0E,HPE,H9MP0E,"Aruba 1Y FC NBD OS MM-HW-10K-F1 SVC,MM-HW-10K-F1,9x5 HW support, next business day onsite","NETWORKING","Aruba Support and Se","SERVICES","24061.00","20477.45",999999999,,A,StockedItem,,,,,
H9MP1E,HPE,H9MP1E,"Aruba 1Y FC NBD OSwCDMR MM-HW-10K-F1 SVC,MM-HW-10K-F1,9x5 HW support w CDMR, next business","NETWORKING","Aruba Support and Se","SERVICES","24061.00","20477.45",999999999,,A,StockedItem,,,,,
H9MP2E,HPE,H9MP2E,"Aruba 1Y FC 4H OS MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support, 4 hour onsite response 24","NETWORKING","Aruba Support and Se","SERVICES","45128.00","38406.81",999999999,,A,StockedItem,,,,,
H9MP3E,HPE,H9MP3E,"Aruba 1Y FC 4H OS wCDMR MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support w CDMR, 4 hour onsit","NETWORKING","Aruba Support and Se","SERVICES","45128.00","38406.81",999999999,,A,StockedItem,,,,,
H9MP4E,HPE,H9MP4E,"Aruba 1Y FC CTR 6H MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support with 6 Hr Call-to-Repair","NETWORKING","Aruba Support and Se","SERVICES","63431.00","53983.83",999999999,,A,StockedItem,,,,,
H9MP5E,HPE,H9MP5E,"Aruba 1Y FC CTR 6HwCDMR MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support w CDMR and 6 Hr Call","NETWORKING","Aruba Support and Se","SERVICES","63431.00","53983.83",999999999,,A,StockedItem,,,,,
H9MP6E,HPE,H9MP6E,"Aruba 3Y FC NBD Exch MM-HW-10K-F1 SVC,MM-HW-10K-F1,9x5 HW support with next business day H","NETWORKING","Aruba Support and Se","SERVICES","63257.00","53835.74",999999999,,A,StockedItem,,,,,
H9MP7E,HPE,H9MP7E,"Aruba 3Y FC 4H Exch MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support with 4 hour HW exchange.","NETWORKING","Aruba Support and Se","SERVICES","101575.00","86446.81",999999999,,A,StockedItem,,,,,
H9MQ0E,HPE,H9MQ0E,"Aruba 3Y FC NBD OS MM-HW-10K-F1 SVC,MM-HW-10K-F1,9x5 HW support, next business day onsite","NETWORKING","Aruba Support and Se","SERVICES","68111.00","57966.81",999999999,,A,StockedItem,,,,,
H9MQ1E,HPE,H9MQ1E,"Aruba 3Y FC NBD OSwCDMR MM-HW-10K-F1 SVC,MM-HW-10K-F1,9x5 HW support w CDMR, next business","NETWORKING","Aruba Support and Se","SERVICES","69138.00","58840.85",999999999,,A,StockedItem,,,,,
H9MQ7E,HPE,H9MQ7E,"Aruba 3Y FC 4H OS MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support, 4 hour onsite response 24","NETWORKING","Aruba Support and Se","SERVICES","124987.00","106372.00",999999999,,A,StockedItem,,,,,
H9MQ8E,HPE,H9MQ8E,"Aruba 3Y FC 4H OS wCDMR MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support w CDMR, 4 hour onsit","NETWORKING","Aruba Support and Se","SERVICES","126013.00","107245.00",999999999,,A,StockedItem,,,,,
H9MR3E,HPE,H9MR3E,"Aruba 3Y FC CTR 6H MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support with 6 Hr Call-to-Repair","NETWORKING","Aruba Support and Se","SERVICES","174411.00","148435.00",999999999,,A,StockedItem,,,,,
H9MR4E,HPE,H9MR4E,"Aruba 3Y FC CTR 6HwCDMR MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support w CDMR and 6 Hr Call","NETWORKING","Aruba Support and Se","SERVICES","175436.00","149307.00",999999999,,A,StockedItem,,,,,
H9MR9E,HPE,H9MR9E,"Aruba 4Y FC NBD Exch MM-HW-10K-F1 SVC,MM-HW-10K-F1,9x5 HW support with next business day H","NETWORKING","Aruba Support and Se","SERVICES","79541.00","67694.47",999999999,,A,StockedItem,,,,,
H9MS0E,HPE,H9MS0E,"Aruba 4Y FC 4H Exch MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support with 4 hour HW exchange.","NETWORKING","Aruba Support and Se","SERVICES","127720.00","108698.00",999999999,,A,StockedItem,,,,,
H9MS3E,HPE,H9MS3E,"Aruba 4Y FC NBD OS MM-HW-10K-F1 SVC,MM-HW-10K-F1,9x5 HW support, next business day onsite","NETWORKING","Aruba Support and Se","SERVICES","86177.00","73342.13",999999999,,A,StockedItem,,,,,
H9MS4E,HPE,H9MS4E,"Aruba 4Y FC NBD OSwCDMR MM-HW-10K-F1 SVC,MM-HW-10K-F1,9x5 HW support w CDMR, next business","NETWORKING","Aruba Support and Se","SERVICES","87479.00","74450.21",999999999,,A,StockedItem,,,,,
H9MT0E,HPE,H9MT0E,"Aruba 4Y FC 4H OS MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support, 4 hour onsite response 24","NETWORKING","Aruba Support and Se","SERVICES","157692.00","134206.00",999999999,,A,StockedItem,,,,,
H9MT1E,HPE,H9MT1E,"Aruba 4Y FC 4H OS wCDMR MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support w CDMR, 4 hour onsit","NETWORKING","Aruba Support and Se","SERVICES","158994.00","135314.00",999999999,,A,StockedItem,,,,,
H9MT6E,HPE,H9MT6E,"Aruba 4Y FC CTR 6H MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support with 6 Hr Call-to-Repair","NETWORKING","Aruba Support and Se","SERVICES","219835.00","187094.00",999999999,,A,StockedItem,,,,,
H9MT7E,HPE,H9MT7E,"Aruba 4Y FC CTR 6HwCDMR MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support w CDMR and 6 Hr Call","NETWORKING","Aruba Support and Se","SERVICES","221136.00","188201.00",999999999,,A,StockedItem,,,,,
H9MU2E,HPE,H9MU2E,"Aruba 5Y FC NBD Exch MM-HW-10K-F1 SVC,MM-HW-10K-F1,9x5 HW support with next business day H","NETWORKING","Aruba Support and Se","SERVICES","96586.00","82200.85",999999999,,A,StockedItem,,,,,
H9MU3E,HPE,H9MU3E,"Aruba 5Y FC 4H Exch MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support with 4 hour HW exchange.","NETWORKING","Aruba Support and Se","SERVICES","155087.00","131989.00",999999999,,A,StockedItem,,,,,
H9MU6E,HPE,H9MU6E,"Aruba 5Y FC NBD OS MM-HW-10K-F1 SVC,MM-HW-10K-F1,9x5 HW support, next business day onsite","NETWORKING","Aruba Support and Se","SERVICES","105027.00","89384.68",999999999,,A,StockedItem,,,,,
H9MU7E,HPE,H9MU7E,"Aruba 5Y FC NBD OSwCDMR MM-HW-10K-F1 SVC,MM-HW-10K-F1,9x5 HW support w CDMR, next business","NETWORKING","Aruba Support and Se","SERVICES","106605.00","90727.66",999999999,,A,StockedItem,,,,,
H9MV3E,HPE,H9MV3E,"Aruba 5Y FC 4H OS MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support, 4 hour onsite response 24","NETWORKING","Aruba Support and Se","SERVICES","191871.00","163294.00",999999999,,A,StockedItem,,,,,
H9MV4E,HPE,H9MV4E,"Aruba 5Y FC 4H OS wCDMR MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support w CDMR, 4 hour onsit","NETWORKING","Aruba Support and Se","SERVICES","193448.00","164637.00",999999999,,A,StockedItem,,,,,
H9MV9E,HPE,H9MV9E,"Aruba 5Y FC CTR 6H MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support with 6 Hr Call-to-Repair","NETWORKING","Aruba Support and Se","SERVICES","267328.00","227513.00",999999999,,A,StockedItem,,,,,
H9MW0E,HPE,H9MW0E,"Aruba 5Y FC CTR 6HwCDMR MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support w CDMR and 6 Hr Call","NETWORKING","Aruba Support and Se","SERVICES","268901.00","228852.00",999999999,,A,StockedItem,,,,,
H9MW5PE,HPE,H9MW5PE,"Aruba 1Y PW FC NBD Exch MM-HW-10K-F1 SVC,MM-HW-10K-F1,9x5 HW support with next business da","NETWORKING","Aruba Support and Se","SERVICES","23430.00","19940.43",999999999,,A,StockedItem,,,,,
H9MW8PE,HPE,H9MW8PE,"Aruba 1Y PW FC 4H Exch MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support with 4 hour HW exchan","NETWORKING","Aruba Support and Se","SERVICES","37620.00","32017.02",999999999,,A,StockedItem,,,,,
H9MW9PE,HPE,H9MW9PE,"Aruba 1Y PW FC NBD OS MM-HW-10K-F1 SVC,MM-HW-10K-F1,9x5 HW support, next business day onsi","NETWORKING","Aruba Support and Se","SERVICES","25912.00","22052.77",999999999,,A,StockedItem,,,,,
H9MX0PE,HPE,H9MX0PE,"Aruba 1Y PW FC NBDOSwCDMRMM-HW-10K-F1SVC,MM-HW-10K-F1,9x5 HW support w CDMR, next business","NETWORKING","Aruba Support and Se","SERVICES","26292.00","22376.17",999999999,,A,StockedItem,,,,,
H9MX4PE,HPE,H9MX4PE,"Aruba 1Y PW FC 4H OS MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support, 4 hour onsite response","NETWORKING","Aruba Support and Se","SERVICES","46979.00","39982.13",999999999,,A,StockedItem,,,,,
H9MX5PE,HPE,H9MX5PE,"Aruba 1Y PW FC 4HOSwCDMR MM-HW-10K-F1SVC,MM-HW-10K-F1,24x7 HW support w CDMR, 4 hour onsit","NETWORKING","Aruba Support and Se","SERVICES","47357.00","40303.83",999999999,,A,StockedItem,,,,,
H9MX8PE,HPE,H9MX8PE,"Aruba 1Y PW FC CTR 6H MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support with 6 Hr Call-to-Repa","NETWORKING","Aruba Support and Se","SERVICES","65284.00","55560.85",999999999,,A,StockedItem,,,,,
H9MX9PE,HPE,H9MX9PE,"Aruba 1Y PW FC CTR6HwCDMRMM-HW-10K-F1SVC,MM-HW-10K-F1,24x7 HW support w CDMR and 6 Hr Call","NETWORKING","Aruba Support and Se","SERVICES","65662.00","55882.55",999999999,,A,StockedItem,,,,,
H9MY2E,HPE,H9MY2E,"Aruba 1Y FC NBD Exch E/R MM-HW-10K-F1SVC,MM-HW-10K-F1,9x5 HW support with next business da","NETWORKING","Aruba Support and Se","SERVICES","13357.00","11367.66",999999999,,A,StockedItem,,,,,
H9MY3E,HPE,H9MY3E,"Aruba 1Y FC 4H Exch E/R MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support with 4 hour HW excha","NETWORKING","Aruba Support and Se","SERVICES","21444.00","18250.21",999999999,,A,StockedItem,,,,,
H9MY4E,HPE,H9MY4E,"Aruba 1Y FC NBD OS E/R MM-HW-10K-F1 SVC,MM-HW-10K-F1,9x5 HW support, next business day ons","NETWORKING","Aruba Support and Se","SERVICES","13716.00","11673.19",999999999,,A,StockedItem,,,,,
H9MY5E,HPE,H9MY5E,"Aruba 1Y FC 4H OS E/R MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support, 4 hour onsite respons","NETWORKING","Aruba Support and Se","SERVICES","25724.00","21892.77",999999999,,A,StockedItem,,,,,
H9MY6E,HPE,H9MY6E,"Aruba 1Y SW+TechSuppE/R MM-HW-10K-F1 SVC,MM-HW-10K-F1,1yr Software Support for Aruba JW pr","NETWORKING","Aruba Support and Se","SERVICES","10832.00","9218.72",999999999,,A,StockedItem,,,,,
H9MY7E,HPE,H9MY7E,"Aruba 1Y FC CTR 6H E/R MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support with 6 Hr Call-to-Rep","NETWORKING","Aruba Support and Se","SERVICES","36155.00","30770.21",999999999,,A,StockedItem,,,,,
H9MY8E,HPE,H9MY8E,"Aruba 3Y FC NBD Exch E/R MM-HW-10K-F1SVC,MM-HW-10K-F1,9x5 HW support with next business da","NETWORKING","Aruba Support and Se","SERVICES","36056.00","30685.96",999999999,,A,StockedItem,,,,,
H9MY9E,HPE,H9MY9E,"Aruba 3Y FC 4H Exch E/R MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support with 4 hour HW excha","NETWORKING","Aruba Support and Se","SERVICES","57896.00","49273.19",999999999,,A,StockedItem,,,,,
H9MZ2E,HPE,H9MZ2E,"Aruba 3Y FC NBD OS E/R MM-HW-10K-F1 SVC,MM-HW-10K-F1,9x5 HW support, next business day ons","NETWORKING","Aruba Support and Se","SERVICES","38825.00","33042.55",999999999,,A,StockedItem,,,,,
H9MZ6E,HPE,H9MZ6E,"Aruba 3Y FC 4H OS E/R MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support, 4 hour onsite respons","NETWORKING","Aruba Support and Se","SERVICES","71243.00","60632.34",999999999,,A,StockedItem,,,,,
H9MZ7E,HPE,H9MZ7E,"Aruba 3Y SW+TechSuppE/R MM-HW-10K-F1 SVC,MM-HW-10K-F1,3yr Software Support for Aruba JW pr","NETWORKING","Aruba Support and Se","SERVICES","29254.00","24897.02",999999999,,A,StockedItem,,,,,
H9NA0E,HPE,H9NA0E,"Aruba 3Y FC CTR 6H E/R MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support with 6 Hr Call-to-Rep","NETWORKING","Aruba Support and Se","SERVICES","99414.00","84607.66",999999999,,A,StockedItem,,,,,
H9NA3E,HPE,H9NA3E,"Aruba 4Y FC NBD Exch E/R MM-HW-10K-F1SVC,MM-HW-10K-F1,9x5 HW support with next business da","NETWORKING","Aruba Support and Se","SERVICES","45342.00","38588.94",999999999,,A,StockedItem,,,,,
H9NA4E,HPE,H9NA4E,"Aruba 4Y FC 4H Exch E/R MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support with 4 hour HW excha","NETWORKING","Aruba Support and Se","SERVICES","72799.00","61956.60",999999999,,A,StockedItem,,,,,
H9NA7E,HPE,H9NA7E,"Aruba 4Y FC NBD OS E/R MM-HW-10K-F1 SVC,MM-HW-10K-F1,9x5 HW support, next business day ons","NETWORKING","Aruba Support and Se","SERVICES","49122.00","41805.96",999999999,,A,StockedItem,,,,,
H9NB1E,HPE,H9NB1E,"Aruba 4Y FC 4H OS E/R MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support, 4 hour onsite respons","NETWORKING","Aruba Support and Se","SERVICES","89884.00","76497.02",999999999,,A,StockedItem,,,,,
H9NB2E,HPE,H9NB2E,"Aruba 4Y SW+TechSuppE/R MM-HW-10K-F1 SVC,MM-HW-10K-F1,4yr Software Support for Aruba JW pr","NETWORKING","Aruba Support and Se","SERVICES","36782.00","31303.83",999999999,,A,StockedItem,,,,,
H9NB5E,HPE,H9NB5E,"Aruba 4Y FC CTR 6H E/R MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support with 6 Hr Call-to-Rep","NETWORKING","Aruba Support and Se","SERVICES","125307.00","106644.00",999999999,,A,StockedItem,,,,,
H9NB8E,HPE,H9NB8E,"Aruba 5Y FC NBD Exch E/R MM-HW-10K-F1SVC,MM-HW-10K-F1,9x5 HW support with next business da","NETWORKING","Aruba Support and Se","SERVICES","55054.00","46854.47",999999999,,A,StockedItem,,,,,
H9NB9E,HPE,H9NB9E,"Aruba 5Y FC 4H Exch E/R MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support with 4 hour HW excha","NETWORKING","Aruba Support and Se","SERVICES","88399.00","75233.19",999999999,,A,StockedItem,,,,,
H9NC2E,HPE,H9NC2E,"Aruba 5Y FC NBD OS E/R MM-HW-10K-F1 SVC,MM-HW-10K-F1,9x5 HW support, next business day ons","NETWORKING","Aruba Support and Se","SERVICES","59866.00","50949.79",999999999,,A,StockedItem,,,,,
H9NC6E,HPE,H9NC6E,"Aruba 5Y FC 4H OS E/R MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support, 4 hour onsite respons","NETWORKING","Aruba Support and Se","SERVICES","109367.00","93078.30",999999999,,A,StockedItem,,,,,
H9NC7E,HPE,H9NC7E,"Aruba 5Y SW+TechSuppE/R MM-HW-10K-F1 SVC,MM-HW-10K-F1,5yr Software Support for Aruba JW pr","NETWORKING","Aruba Support and Se","SERVICES","44663.00","38011.06",999999999,,A,StockedItem,,,,,
H9ND0E,HPE,H9ND0E,"Aruba 5Y FC CTR 6H E/R MM-HW-10K-F1 SVC,MM-HW-10K-F1,24x7 HW support with 6 Hr Call-to-Rep","NETWORKING","Aruba Support and Se","SERVICES","152377.00","129683.00",999999999,,A,StockedItem,,,,,
H9ND3PE,HPE,H9ND3PE,"Aruba 1Y PW FC NBDExchE/RMM-HW-10K-F1SVC,MM-HW-10K-F1,9x5 HW support with next business da","NETWORKING","Aruba Support and Se","SERVICES","13357.00","11367.66",999999999,,A,StockedItem,,,,,
H9ND6PE,HPE,H9ND6PE,"Aruba 1Y PW FC 4HExchE/R MM-HW-10K-F1SVC,MM-HW-10K-F1,24x7 HW support with 4 hour HW excha","NETWORKING","Aruba Support and Se","SERVICES","21444.00","18250.21",999999999,,A,StockedItem,,,,,
H9ND7PE,HPE,H9ND7PE,"Aruba 1Y PW FC NBD OSE/R MM-HW-10K-F1SVC,MM-HW-10K-F1,9x5 HW support, next business day on","NETWORKING","Aruba Support and Se","SERVICES","14769.00","12569.36",999999999,,A,StockedItem,,,,,
H9ND9PE,HPE,H9ND9PE,"Aruba 1Y PW FC 4H OS E/R MM-HW-10K-F1SVC,MM-HW-10K-F1,24x7 HW support, 4 hour onsite respo","NETWORKING","Aruba Support and Se","SERVICES","26777.00","22788.94",999999999,,A,StockedItem,,,,,
H9NE1PE,HPE,H9NE1PE,"Aruba 1Y PW FC CTR 6HE/R MM-HW-10K-F1SVC,MM-HW-10K-F1,24x7 HW support with 6 Hr Call-to-Re","NETWORKING","Aruba Support and Se","SERVICES","37210.00","31668.09",999999999,,A,StockedItem,,,,,
H9PZ1E,HPE,H9PZ1E,"Aruba 4Y SW+TechSuppE/R AP-375 SVC,AP-375,4yr Software Support for Aruba JW products. 24x7","NETWORKING","Aruba Support and Se","SERVICES","305.00","259.57",999999999,,A,StockedItem,,,,,
H9PZ2E,HPE,H9PZ2E,"Aruba 4Y SW+TechSuppE/RVT2 AP-375 SVC,AP-375,4yr Software Support for Aruba JW products. 2","NETWORKING","Aruba Support and Se","SERVICES","267.00","227.23",999999999,,A,StockedItem,,,,,
H9PZ3E,HPE,H9PZ3E,"Aruba 5Y FC NBD Exch E/R AP-375 SVC,AP-375,9x5 HW support with next business day HW exchan","NETWORKING","Aruba Support and Se","SERVICES","459.00","390.64",999999999,,A,StockedItem,,,,,
