StockCode,Vendor,VendorStockCode,StockDescription,PrimaryCategory,SecondaryCategory,TertiaryCategory,RRPEx,DealerEx,StockAvailable,ETA,Status,Type,BundledItem1,BundledItem2,BundledItem3,BundledItem4,BundledItem5
DZH318Z093WZ:06LG,MICROSOFT,DZH318Z093WZ:06LG,"RESERVED VM INSTANCE, STD_E8-4AS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"4728.04","4728.04",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06N1,MICROSOFT,DZH318Z093WZ:06N1,"RESERVED VM INSTANCE, STD_E4-2AS_V5, AUC2, 3Y","SOFTWARE","RESERVED INSTANCES",,"4566.62","4566.62",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06N2,MICROSOFT,DZH318Z093WZ:06N2,"RESERVED VM INSTANCE, STD_E4-2AS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"2364.02","2364.02",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06PP,MICROSOFT,DZH318Z093WZ:06PP,"RESERVED VM INSTANCE, STD_E2AS_V5, AUC2, 3Y","SOFTWARE","RESERVED INSTANCES",,"2283.31","2283.31",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06PV,MICROSOFT,DZH318Z093WZ:06PV,"RESERVED VM INSTANCE, STD_E48AS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"28364.86","28364.86",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06Q0,MICROSOFT,DZH318Z093WZ:06Q0,"RESERVED VM INSTANCE, STD_E2AS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"1182.01","1182.01",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06Q1,MICROSOFT,DZH318Z093WZ:06Q1,"RESERVED VM INSTANCE, STD_E20AS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"11818.41","11818.41",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06Q3,MICROSOFT,DZH318Z093WZ:06Q3,"RESERVED VM INSTANCE, STD_E20AS_V5, AUC2, 3Y","SOFTWARE","RESERVED INSTANCES",,"22836.49","22836.49",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06Q6,MICROSOFT,DZH318Z093WZ:06Q6,"RESERVED VM INSTANCE, STD_E32AS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"18908.79","18908.79",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06Q7,MICROSOFT,DZH318Z093WZ:06Q7,"RESERVED VM INSTANCE, STD_E16AS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"9454.39","9454.39",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06Q8,MICROSOFT,DZH318Z093WZ:06Q8,"RESERVED VM INSTANCE, STD_E16AS_V5, AUC2, 3Y","SOFTWARE","RESERVED INSTANCES",,"18268.18","18268.18",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06QN,MICROSOFT,DZH318Z093WZ:06QN,"RESERVED VM INSTANCE, STD_E8AS_V5, AUC2, 3Y","SOFTWARE","RESERVED INSTANCES",,"9134.93","9134.93",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06RD,MICROSOFT,DZH318Z093WZ:06RD,"RESERVED VM INSTANCE, STD_E8AS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"4728.04","4728.04",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06RM,MICROSOFT,DZH318Z093WZ:06RM,"RESERVED VM INSTANCE, STD_E4AS_V5, AUC2, 3Y","SOFTWARE","RESERVED INSTANCES",,"4566.62","4566.62",999999999,,A,StockedItem,,,,,
DZH318Z093WZ:06RQ,MICROSOFT,DZH318Z093WZ:06RQ,"RESERVED VM INSTANCE, STD_E4AS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"2364.02","2364.02",999999999,,A,StockedItem,,,,,
DZH318Z093X0:0311,MICROSOFT,DZH318Z093X0:0311,"RESERVED VM INSTANCE,STANDARD_E16-8ADS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"22875.16","22875.16",999999999,,A,StockedItem,,,,,
DZH318Z093X0:0313,MICROSOFT,DZH318Z093X0:0313,"RESERVED VM INSTANCE,STANDARD_E16-8ADS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"11838.59","11838.59",999999999,,A,StockedItem,,,,,
DZH318Z093X0:0318,MICROSOFT,DZH318Z093X0:0318,"RESERVED VM INSTANCE,STANDARD_E2ADS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"2860.03","2860.03",999999999,,A,StockedItem,,,,,
DZH318Z093X0:0319,MICROSOFT,DZH318Z093X0:0319,"RESERVED VM INSTANCE,STANDARD_E8-2ADS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"11438.42","11438.42",999999999,,A,StockedItem,,,,,
DZH318Z093X0:031C,MICROSOFT,DZH318Z093X0:031C,"RESERVED VM INSTANCE,STANDARD_E16-4ADS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"11838.59","11838.59",999999999,,A,StockedItem,,,,,
DZH318Z093X0:031D,MICROSOFT,DZH318Z093X0:031D,"RESERVED VM INSTANCE,STANDARD_E16-4ADS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"22875.16","22875.16",999999999,,A,StockedItem,,,,,
DZH318Z093X0:031F,MICROSOFT,DZH318Z093X0:031F,"RESERVED VM INSTANCE,STANDARD_E8-4ADS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"11438.42","11438.42",999999999,,A,StockedItem,,,,,
DZH318Z093X0:031G,MICROSOFT,DZH318Z093X0:031G,"RESERVED VM INSTANCE,STANDARD_E8-2ADS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"5920.13","5920.13",999999999,,A,StockedItem,,,,,
DZH318Z093X0:031H,MICROSOFT,DZH318Z093X0:031H,"RESERVED VM INSTANCE,STANDARD_E2ADS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"1479.61","1479.61",999999999,,A,StockedItem,,,,,
DZH318Z093X0:031J,MICROSOFT,DZH318Z093X0:031J,"RESERVED VM INSTANCE,STANDARD_E8-4ADS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"5920.13","5920.13",999999999,,A,StockedItem,,,,,
DZH318Z093X0:031K,MICROSOFT,DZH318Z093X0:031K,"RESERVED VM INSTANCE,STANDARD_E32-16ADS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"23678.86","23678.86",999999999,,A,StockedItem,,,,,
DZH318Z093X0:031M,MICROSOFT,DZH318Z093X0:031M,"RESERVED VM INSTANCE,STANDARD_E32-8ADS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"23678.86","23678.86",999999999,,A,StockedItem,,,,,
DZH318Z093X0:031P,MICROSOFT,DZH318Z093X0:031P,"RESERVED VM INSTANCE,STANDARD_E4ADS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"5718.37","5718.37",999999999,,A,StockedItem,,,,,
DZH318Z093X0:031Q,MICROSOFT,DZH318Z093X0:031Q,"RESERVED VM INSTANCE,STANDARD_E4ADS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"2959.23","2959.23",999999999,,A,StockedItem,,,,,
DZH318Z093X0:031T,MICROSOFT,DZH318Z093X0:031T,"RESERVED VM INSTANCE,STANDARD_E4-2ADS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"5718.37","5718.37",999999999,,A,StockedItem,,,,,
DZH318Z093X0:031V,MICROSOFT,DZH318Z093X0:031V,"RESERVED VM INSTANCE,STANDARD_E4-2ADS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"2959.23","2959.23",999999999,,A,StockedItem,,,,,
DZH318Z093X0:0324,MICROSOFT,DZH318Z093X0:0324,"RESERVED VM INSTANCE,STANDARD_E32ADS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"23678.86","23678.86",999999999,,A,StockedItem,,,,,
DZH318Z093X0:0327,MICROSOFT,DZH318Z093X0:0327,"RESERVED VM INSTANCE,STANDARD_E20ADS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"14799.50","14799.50",999999999,,A,StockedItem,,,,,
DZH318Z093X0:0332,MICROSOFT,DZH318Z093X0:0332,"RESERVED VM INSTANCE,STANDARD_E20ADS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"28595.21","28595.21",999999999,,A,StockedItem,,,,,
DZH318Z093X0:033F,MICROSOFT,DZH318Z093X0:033F,"RESERVED VM INSTANCE,STANDARD_E8ADS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"5920.13","5920.13",999999999,,A,StockedItem,,,,,
DZH318Z093X0:033G,MICROSOFT,DZH318Z093X0:033G,"RESERVED VM INSTANCE,STANDARD_E16ADS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"22875.16","22875.16",999999999,,A,StockedItem,,,,,
DZH318Z093X0:033L,MICROSOFT,DZH318Z093X0:033L,"RESERVED VM INSTANCE,STANDARD_E8ADS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"11438.42","11438.42",999999999,,A,StockedItem,,,,,
DZH318Z093X0:033N,MICROSOFT,DZH318Z093X0:033N,"RESERVED VM INSTANCE,STANDARD_E16ADS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"11838.59","11838.59",999999999,,A,StockedItem,,,,,
DZH318Z093X0:035C,MICROSOFT,DZH318Z093X0:035C,"RESERVED VM INSTANCE, STD_E16-8ADS_V5, AUC, 3Y","SOFTWARE","RESERVED INSTANCES",,"21358.55","21358.55",999999999,,A,StockedItem,,,,,
DZH318Z093X0:035D,MICROSOFT,DZH318Z093X0:035D,"RESERVED VM INSTANCE, STD_E16-8ADS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"11053.38","11053.38",999999999,,A,StockedItem,,,,,
DZH318Z093X0:035F,MICROSOFT,DZH318Z093X0:035F,"RESERVED VM INSTANCE, STD_E2ADS_V5, AUC, 3Y","SOFTWARE","RESERVED INSTANCES",,"2670.03","2670.03",999999999,,A,StockedItem,,,,,
DZH318Z093X0:035H,MICROSOFT,DZH318Z093X0:035H,"RESERVED VM INSTANCE, STD_E8-4ADS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"5526.69","5526.69",999999999,,A,StockedItem,,,,,
DZH318Z093X0:035J,MICROSOFT,DZH318Z093X0:035J,"RESERVED VM INSTANCE, STD_E8-4ADS_V5, AUC, 3Y","SOFTWARE","RESERVED INSTANCES",,"10678.44","10678.44",999999999,,A,StockedItem,,,,,
DZH318Z093X0:035M,MICROSOFT,DZH318Z093X0:035M,"RESERVED VM INSTANCE, STD_E32-8ADS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"22106.77","22106.77",999999999,,A,StockedItem,,,,,
DZH318Z093X0:035V,MICROSOFT,DZH318Z093X0:035V,"RESERVED VM INSTANCE, STD_E16-4ADS_V5, AUC, 3Y","SOFTWARE","RESERVED INSTANCES",,"21358.55","21358.55",999999999,,A,StockedItem,,,,,
DZH318Z093X0:035W,MICROSOFT,DZH318Z093X0:035W,"RESERVED VM INSTANCE, STD_E16-4ADS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"11053.38","11053.38",999999999,,A,StockedItem,,,,,
DZH318Z093X0:035X,MICROSOFT,DZH318Z093X0:035X,"RESERVED VM INSTANCE, STD_E32-16ADS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"22106.77","22106.77",999999999,,A,StockedItem,,,,,
DZH318Z093X0:0361,MICROSOFT,DZH318Z093X0:0361,"RESERVED VM INSTANCE, STD_E2ADS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"1382.09","1382.09",999999999,,A,StockedItem,,,,,
DZH318Z093X0:0362,MICROSOFT,DZH318Z093X0:0362,"RESERVED VM INSTANCE, STD_E8-2ADS_V5, AUC, 3Y","SOFTWARE","RESERVED INSTANCES",,"10678.44","10678.44",999999999,,A,StockedItem,,,,,
DZH318Z093X0:0364,MICROSOFT,DZH318Z093X0:0364,"RESERVED VM INSTANCE, STD_E32ADS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"22106.77","22106.77",999999999,,A,StockedItem,,,,,
DZH318Z093X0:0368,MICROSOFT,DZH318Z093X0:0368,"RESERVED VM INSTANCE, STD_E4-2ADS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"2764.19","2764.19",999999999,,A,StockedItem,,,,,
DZH318Z093X0:0369,MICROSOFT,DZH318Z093X0:0369,"RESERVED VM INSTANCE, STD_E4-2ADS_V5, AUC, 3Y","SOFTWARE","RESERVED INSTANCES",,"5340.06","5340.06",999999999,,A,StockedItem,,,,,
DZH318Z093X0:036B,MICROSOFT,DZH318Z093X0:036B,"RESERVED VM INSTANCE, STD_E8-2ADS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"5526.69","5526.69",999999999,,A,StockedItem,,,,,
DZH318Z093X0:036D,MICROSOFT,DZH318Z093X0:036D,"RESERVED VM INSTANCE, STD_E4ADS_V5, AUC, 3Y","SOFTWARE","RESERVED INSTANCES",,"5340.06","5340.06",999999999,,A,StockedItem,,,,,
DZH318Z093X0:036F,MICROSOFT,DZH318Z093X0:036F,"RESERVED VM INSTANCE, STD_E4ADS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"2764.19","2764.19",999999999,,A,StockedItem,,,,,
DZH318Z093X0:036G,MICROSOFT,DZH318Z093X0:036G,"RESERVED VM INSTANCE, STD_E20ADS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"13817.57","13817.57",999999999,,A,StockedItem,,,,,
DZH318Z093X0:036H,MICROSOFT,DZH318Z093X0:036H,"RESERVED VM INSTANCE, STD_E16ADS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"11053.38","11053.38",999999999,,A,StockedItem,,,,,
DZH318Z093X0:036J,MICROSOFT,DZH318Z093X0:036J,"RESERVED VM INSTANCE, STD_E16ADS_V5, AUC, 3Y","SOFTWARE","RESERVED INSTANCES",,"21358.55","21358.55",999999999,,A,StockedItem,,,,,
DZH318Z093X0:036K,MICROSOFT,DZH318Z093X0:036K,"RESERVED VM INSTANCE, STD_E8ADS_V5, AUC, 3Y","SOFTWARE","RESERVED INSTANCES",,"10678.44","10678.44",999999999,,A,StockedItem,,,,,
DZH318Z093X0:036L,MICROSOFT,DZH318Z093X0:036L,"RESERVED VM INSTANCE, STD_E20ADS_V5, AUC, 3Y","SOFTWARE","RESERVED INSTANCES",,"26696.93","26696.93",999999999,,A,StockedItem,,,,,
DZH318Z093X0:036M,MICROSOFT,DZH318Z093X0:036M,"RESERVED VM INSTANCE, STD_E8ADS_V5, AUC, 1Y","SOFTWARE","RESERVED INSTANCES",,"5526.69","5526.69",999999999,,A,StockedItem,,,,,
DZH318Z093X0:039L,MICROSOFT,DZH318Z093X0:039L,"RESERVED VM INSTANCE,STANDARD_E32-8ADS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"22106.77","22106.77",999999999,,A,StockedItem,,,,,
DZH318Z093X0:03CV,MICROSOFT,DZH318Z093X0:03CV,"RESERVED VM INSTANCE,STANDARD_E32-16ADS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"22106.77","22106.77",999999999,,A,StockedItem,,,,,
DZH318Z093X0:03F0,MICROSOFT,DZH318Z093X0:03F0,"RESERVED VM INSTANCE,STANDARD_E16-4ADS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"21358.55","21358.55",999999999,,A,StockedItem,,,,,
DZH318Z093X0:03F4,MICROSOFT,DZH318Z093X0:03F4,"RESERVED VM INSTANCE,STANDARD_E16-4ADS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"11053.38","11053.38",999999999,,A,StockedItem,,,,,
DZH318Z093X0:03GS,MICROSOFT,DZH318Z093X0:03GS,"RESERVED VM INSTANCE,STANDARD_E16-8ADS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"21358.55","21358.55",999999999,,A,StockedItem,,,,,
DZH318Z093X0:03H2,MICROSOFT,DZH318Z093X0:03H2,"RESERVED VM INSTANCE,STANDARD_E16-8ADS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"11053.38","11053.38",999999999,,A,StockedItem,,,,,
DZH318Z093X0:03JF,MICROSOFT,DZH318Z093X0:03JF,"RESERVED VM INSTANCE,STANDARD_E8-2ADS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"10678.44","10678.44",999999999,,A,StockedItem,,,,,
DZH318Z093X0:03JR,MICROSOFT,DZH318Z093X0:03JR,"RESERVED VM INSTANCE,STANDARD_E8-2ADS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"5526.69","5526.69",999999999,,A,StockedItem,,,,,
DZH318Z093X0:03K4,MICROSOFT,DZH318Z093X0:03K4,"RESERVED VM INSTANCE,STANDARD_E8-4ADS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"5526.69","5526.69",999999999,,A,StockedItem,,,,,
DZH318Z093X0:03K5,MICROSOFT,DZH318Z093X0:03K5,"RESERVED VM INSTANCE,STANDARD_E8-4ADS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"10678.44","10678.44",999999999,,A,StockedItem,,,,,
DZH318Z093X0:03LR,MICROSOFT,DZH318Z093X0:03LR,"RESERVED VM INSTANCE,STANDARD_E4-2ADS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"5340.06","5340.06",999999999,,A,StockedItem,,,,,
DZH318Z093X0:03LS,MICROSOFT,DZH318Z093X0:03LS,"RESERVED VM INSTANCE,STANDARD_E4-2ADS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"2764.19","2764.19",999999999,,A,StockedItem,,,,,
DZH318Z093X0:03TH,MICROSOFT,DZH318Z093X0:03TH,"RESERVED VM INSTANCE,STANDARD_E2ADS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"2670.03","2670.03",999999999,,A,StockedItem,,,,,
DZH318Z093X0:03VD,MICROSOFT,DZH318Z093X0:03VD,"RESERVED VM INSTANCE,STANDARD_E32ADS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"22106.77","22106.77",999999999,,A,StockedItem,,,,,
DZH318Z093X0:03VH,MICROSOFT,DZH318Z093X0:03VH,"RESERVED VM INSTANCE,STANDARD_E2ADS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"1382.09","1382.09",999999999,,A,StockedItem,,,,,
DZH318Z093X0:03WX,MICROSOFT,DZH318Z093X0:03WX,"RESERVED VM INSTANCE,STANDARD_E20ADS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"26696.93","26696.93",999999999,,A,StockedItem,,,,,
DZH318Z093X0:03X1,MICROSOFT,DZH318Z093X0:03X1,"RESERVED VM INSTANCE,STANDARD_E20ADS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"13817.57","13817.57",999999999,,A,StockedItem,,,,,
DZH318Z093X0:03ZP,MICROSOFT,DZH318Z093X0:03ZP,"RESERVED VM INSTANCE,STANDARD_E16ADS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"21358.55","21358.55",999999999,,A,StockedItem,,,,,
DZH318Z093X0:03ZQ,MICROSOFT,DZH318Z093X0:03ZQ,"RESERVED VM INSTANCE,STANDARD_E8ADS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"10678.44","10678.44",999999999,,A,StockedItem,,,,,
DZH318Z093X0:03ZW,MICROSOFT,DZH318Z093X0:03ZW,"RESERVED VM INSTANCE,STANDARD_E16ADS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"11053.38","11053.38",999999999,,A,StockedItem,,,,,
DZH318Z093X0:0402,MICROSOFT,DZH318Z093X0:0402,"RESERVED VM INSTANCE,STANDARD_E8ADS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"5526.69","5526.69",999999999,,A,StockedItem,,,,,
DZH318Z093X0:041K,MICROSOFT,DZH318Z093X0:041K,"RESERVED VM INSTANCE,STANDARD_E4ADS_V5,AUE,3Y","SOFTWARE","RESERVED INSTANCES",,"5340.06","5340.06",999999999,,A,StockedItem,,,,,
DZH318Z093X0:041P,MICROSOFT,DZH318Z093X0:041P,"RESERVED VM INSTANCE,STANDARD_E4ADS_V5,AUE,1Y","SOFTWARE","RESERVED INSTANCES",,"2764.19","2764.19",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06LV,MICROSOFT,DZH318Z093X0:06LV,"RESERVED VM INSTANCE, STD_E32-8ADS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"22106.77","22106.77",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06M2,MICROSOFT,DZH318Z093X0:06M2,"RESERVED VM INSTANCE, STD_E4-2ADS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"2764.19","2764.19",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06M3,MICROSOFT,DZH318Z093X0:06M3,"RESERVED VM INSTANCE, STD_E4-2ADS_V5, AUC2, 3Y","SOFTWARE","RESERVED INSTANCES",,"5340.06","5340.06",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06MJ,MICROSOFT,DZH318Z093X0:06MJ,"RESERVED VM INSTANCE, STD_E32-16ADS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"22106.77","22106.77",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06MK,MICROSOFT,DZH318Z093X0:06MK,"RESERVED VM INSTANCE, STD_E16-8ADS_V5, AUC2, 3Y","SOFTWARE","RESERVED INSTANCES",,"21358.55","21358.55",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06ML,MICROSOFT,DZH318Z093X0:06ML,"RESERVED VM INSTANCE, STD_E16-8ADS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"11053.38","11053.38",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06MM,MICROSOFT,DZH318Z093X0:06MM,"RESERVED VM INSTANCE, STD_E16-4ADS_V5, AUC2, 3Y","SOFTWARE","RESERVED INSTANCES",,"21358.55","21358.55",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06MN,MICROSOFT,DZH318Z093X0:06MN,"RESERVED VM INSTANCE, STD_E16-4ADS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"11053.38","11053.38",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06MP,MICROSOFT,DZH318Z093X0:06MP,"RESERVED VM INSTANCE, STD_E20ADS_V5, AUC2, 3Y","SOFTWARE","RESERVED INSTANCES",,"26696.93","26696.93",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06MQ,MICROSOFT,DZH318Z093X0:06MQ,"RESERVED VM INSTANCE, STD_E20ADS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"13817.57","13817.57",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06MS,MICROSOFT,DZH318Z093X0:06MS,"RESERVED VM INSTANCE, STD_E8-4ADS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"5526.69","5526.69",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06MT,MICROSOFT,DZH318Z093X0:06MT,"RESERVED VM INSTANCE, STD_E8-4ADS_V5, AUC2, 3Y","SOFTWARE","RESERVED INSTANCES",,"10678.44","10678.44",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06MV,MICROSOFT,DZH318Z093X0:06MV,"RESERVED VM INSTANCE, STD_E8-2ADS_V5, AUC2, 3Y","SOFTWARE","RESERVED INSTANCES",,"10678.44","10678.44",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06MW,MICROSOFT,DZH318Z093X0:06MW,"RESERVED VM INSTANCE, STD_E8-2ADS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"5526.69","5526.69",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06N4,MICROSOFT,DZH318Z093X0:06N4,"RESERVED VM INSTANCE, STD_E32ADS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"22106.77","22106.77",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06N7,MICROSOFT,DZH318Z093X0:06N7,"RESERVED VM INSTANCE, STD_E16ADS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"11053.38","11053.38",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06N8,MICROSOFT,DZH318Z093X0:06N8,"RESERVED VM INSTANCE, STD_E16ADS_V5, AUC2, 3Y","SOFTWARE","RESERVED INSTANCES",,"21358.55","21358.55",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06N9,MICROSOFT,DZH318Z093X0:06N9,"RESERVED VM INSTANCE, STD_E8ADS_V5, AUC2, 3Y","SOFTWARE","RESERVED INSTANCES",,"10678.44","10678.44",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06NB,MICROSOFT,DZH318Z093X0:06NB,"RESERVED VM INSTANCE, STD_E8ADS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"5526.69","5526.69",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06NC,MICROSOFT,DZH318Z093X0:06NC,"RESERVED VM INSTANCE, STD_E2ADS_V5, AUC2, 3Y","SOFTWARE","RESERVED INSTANCES",,"2670.03","2670.03",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06ND,MICROSOFT,DZH318Z093X0:06ND,"RESERVED VM INSTANCE, STD_E4ADS_V5, AUC2, 3Y","SOFTWARE","RESERVED INSTANCES",,"5340.06","5340.06",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06NF,MICROSOFT,DZH318Z093X0:06NF,"RESERVED VM INSTANCE, STD_E4ADS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"2764.19","2764.19",999999999,,A,StockedItem,,,,,
DZH318Z093X0:06NG,MICROSOFT,DZH318Z093X0:06NG,"RESERVED VM INSTANCE, STD_E2ADS_V5, AUC2, 1Y","SOFTWARE","RESERVED INSTANCES",,"1382.09","1382.09",999999999,,A,StockedItem,,,,,
DZH318Z096SN:06LB,MICROSOFT,DZH318Z096SN:06LB,"RESERVED VM INSTANCE,STANDARD_E8-2DS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"12573.35","12573.35",999999999,,A,StockedItem,,,,,
DZH318Z096SN:06LC,MICROSOFT,DZH318Z096SN:06LC,"RESERVED VM INSTANCE,STANDARD_E8DS_V5,AUSE,3Y","SOFTWARE","RESERVED INSTANCES",,"12573.35","12573.35",999999999,,A,StockedItem,,,,,
DZH318Z096SN:06LD,MICROSOFT,DZH318Z096SN:06LD,"RESERVED VM INSTANCE,STANDARD_E8-2DS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"6506.94","6506.94",999999999,,A,StockedItem,,,,,
DZH318Z096SN:06LQ,MICROSOFT,DZH318Z096SN:06LQ,"RESERVED VM INSTANCE,STANDARD_E32-8DS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"26027.74","26027.74",999999999,,A,StockedItem,,,,,
DZH318Z096SN:06LT,MICROSOFT,DZH318Z096SN:06LT,"RESERVED VM INSTANCE,STANDARD_E8DS_V5,AUSE,1Y","SOFTWARE","RESERVED INSTANCES",,"6506.94","6506.94",999999999,,A,StockedItem,,,,,
