Product_Code,Brand,Category,Product_Name,Description,Long_Description,Reseller_Buy,RRP,Images,Stock,Warranty,Average_Lead_Time
UF-OLT-4,Ubiquiti,Fibre-optic,UF-OLT-4,UFiber 4 Port GPON Optical Line Terminal (OLT),https://www.snappernet.co.nz/product/16763/UF-OLT-4,1756.44,2509,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/uf-olt-4_vbwltrpt.bp1.png,0,,7
UDC-3,Ubiquiti,Cables/Accessories,UDC-3,UniFi 3m 10Gbps Direct Attach Copper Cable (DAC),https://www.snappernet.co.nz/product/37168/UDC-3,45.5,65,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/udc-1_cl5j2mt0.qpx.jpg,3,12,0
IM7208-2-DDC,Opengear,Monitoring/Management,IM7208-2-DDC,8-Port Serial Infrastructure Manager Dual DC V.92 modem,https://www.snappernet.co.nz/product/3314/IM7208-2-DDC,5098.33,7283,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/IM7208-2-DDC_636117014198728281.jpg,0,48,14
0PSU9V0.7A,Generic,Power,0PSU9V0.7A,9V 0.7A 6.3W Switching Power Supply,https://www.snappernet.co.nz/product/3369/0PSU9V0.7A,20,29,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/oem_cwswwwnt.zop.jpg,6,6,0
POE-PE03GE-30W,Cerio,PoE (Power over Ethernet),POE-PE03GE-30W,PoE Injector Gigabit Ethernet PoE+ 30W Compact Size,https://www.snappernet.co.nz/product/30281/POE-PE03GE-30W,29.67,42,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/poe-pe03ge_ks3mwulj.tyo.png,48,12,0
48POW,MikroTik,Power,48POW,48V 1.46A (70W) Power Adapter and NZ Power Plug,https://www.snappernet.co.nz/product/572/48POW,32.93,47,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/48POW_636053076199663362.jpg,0,12,0
TS-431XEU-2G,QNAP,Data Storage & NAS,TS-431XEU-2G,4-Bay (short-depth) Rackmount NAS ARM Quad-Core 1.7 GHz CPU 2GB RAM,https://www.snappernet.co.nz/product/10930/TS-431XEU-2G,936.5,1338,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/TS-431XEU-2G_636482396673216875.jpg,1,36,0
MBA5-19005GB-GA,Cradlepoint,3G 4G LTE 5G,MBA5-19005GB-GA,R1900 5G router with WiFi 5-yr NetCloud Mobile Performance Advanced,https://www.snappernet.co.nz/product/42397/MBA5-19005GB-GA,5332,7617,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/cradlepoint-r1900_r1broigf.ffo.jpg,0,60,7
TBA3-0700C4E-GM,Cradlepoint,3G 4G LTE 5G,TBA3-0700C4E-GM,S700 Ruggedised LTE Gateway with 3yr NetCloud Essentials and Advanced,,1136.25,1623,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/s700_a2235pks.ukx.jpg,0,36,14
TBA5-0700C4E-GM,Cradlepoint,3G 4G LTE 5G,TBA5-0700C4E-GM,S700 Ruggedised LTE Gateway with 5yr NetCloud Essentials and Advanced,,1523.75,2177,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/s700_p1c3fjmv.1i4.jpg,0,60,14
XXSA3CSES,SOPHOS,Software,XXSA3CSES,Xstream Protection for software/virtual firewall (1 CORE & 4GB) 36 Mth,https://www.snappernet.co.nz/product/49762/XXSA3CSES,2590.24,3700,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/xstream-protection_dfkp2u5u.ehz.png,0,,0
ES8512-3LCD05,ETU-LINK,Fibre-optic,ES8512-3LCD05,Gigabit SFP module 850nm Multi-mode 550M range LC connector,https://www.snappernet.co.nz/product/1165/ES8512-3LCD05,13.03,19,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/es8512-3lcd05_l4fjwr1w.zef.jpg,11,36,0
Q+85MP01D,MikroTik,Fibre-optic,Q+85MP01D,40 Gbps 850nm optical QSFP+ module,https://www.snappernet.co.nz/product/37196/Q+85MP01D,97.78,140,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/q85mp01d_myymcndi.pao.jpg,1,12,0
P-61,Generic,Cables/Accessories,P-61,MMCX RA to RP-SMA Female Bulkhead Pigtail,https://www.snappernet.co.nz/product/2559/P-61,14.73,21,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/p-61_2eg4w1uk.tcv.jpg,2,12,0
RP-5AC-GEN2,Ubiquiti,Wireless,RP-5AC-GEN2,5GHz airMAX AC Rocket PRISM Gen2 Outdoor Access Point Bridge,https://www.snappernet.co.nz/product/7434/RP-5AC-GEN2,394,563,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/prism_636333054680198282.jpg,2,12,0
RBCAP2ND,MikroTik,Wireless,RBCAP2ND,cAP Dual Chain 802.11b/g/n Wireless Access Point,https://www.snappernet.co.nz/product/37201/RBCAP2ND,69.33,99,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/cap_hzijfjkh.de4.jpg,1,12,0
CAB-TBT10M,QNAP,Spare Parts,CAB-TBT10M,1.0m Thunderbolt™ 2 cable,https://www.snappernet.co.nz/product/2872/CAB-TBT10M,110.27,158,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/CAB-TBT10M_636053076487325367.jpg,0,6,0
6/01/8800,Jabra,Cables/Accessories,6/01/8800,QD to Modular RJ extension coiled cord for Yealink IP phones,https://www.snappernet.co.nz/product/30400/8800-01-06,24.51,35,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/8800-01-06_rgb0hrlt.quh.png,1,12,0
UC-PATCH-3M-RJ45-BK,Ubiquiti,Cables/Accessories,UC-PATCH-3M-RJ45-BK,UniFi Black 3m patch cable with both end bendable RJ45,https://www.snappernet.co.nz/product/37152/UC-PATCH-3M-RJ45-BK,7,10,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/uc-patch-8m-rj45-bk_gpbih3dc.01y.jpg,0,12,0
XGSBTCPAA,SOPHOS,UTM/Firewall/VPN,XGSBTCPAA,Software/Virtual Firewall Base License Perpetual (2 CORE 4GB RAM),https://www.snappernet.co.nz/product/12598/XGSBTCPAA,1117.07,1596,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/sophos_logo_636199802309884609.png,0,,0
NCX-0006-SG500MBPS,Cradlepoint,UTM/Firewall/VPN,NCX-0006-SG500MBPS,NetCloud Exchange Service Gateway - 500 Mbps,https://www.snappernet.co.nz/product/54973/NCX-0006-SG500MBPS,23333.33,33333,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/cradlepointlogo_rp3nexxr.nh0.jpg,0,,0
NCX-0004-SCM,Cradlepoint,UTM/Firewall/VPN,NCX-0004-SCM,NetCloud Exchange Secure Connect - Medium Site,https://www.snappernet.co.nz/product/55008/NCX-0004-SCM,300,429,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/cradlepointlogo_s4akhccl.u00.jpg,0,,0
CP935W-BASE,Yealink,VoIP (Voice over IP),CP935W-BASE,Wireless Touch-Sensitive Conference Phone with a DECT base station,https://www.snappernet.co.nz/product/55086/CP935W-BASE,974.52,1392,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/yealink-cp935w-base_g5ec2leh.qbo.jpg,0,12,0
UBB,Ubiquiti,Ethernet Extenders,UBB,60GHz/5GHz PtP Pre-Configured Bridge Kit 1Gbps Throughput,https://www.snappernet.co.nz/product/20998/UBB,932.44,1332,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/ubb_1qjphtxe.rwl.jpg,2,12,0
OL2000HV-AT-G,Aten,Power,OL2000HV-AT-G,2000VA Professional Online True Double-Conversion UPS,https://www.snappernet.co.nz/product/36081/OL2000HV-AT-G,1354.5,1935,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/ol2000hv-at-g-angle_ms4nw3gl.h1h.jpg,0,,0
RB912R-2ND-LTM,MikroTik,Wireless,RB912R-2ND-LTM,LtAP mini Access Point with miniPCI-e slot to add an LTE modem,https://www.snappernet.co.nz/product/14291/RB912R-2ND-LTM,169.87,243,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/RB912R-2ND-LTM_636785973741835156.jpg,1,12,0
B069705,Robustel,3G 4G LTE 5G,B069705,Industrial 4G Gateway dual Ethernet ports dual SIM WiFi,https://www.snappernet.co.nz/product/55065/B069705,388.88,556,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/r2010-4l_dura4xp0.buq.jpg,3,24,0
GS105AU,NETGEAR,Ethernet Switches,GS105AU,ProSafe 5-port Gigabit Switch Unmanaged Desktop Sized,https://www.snappernet.co.nz/product/983/GS105AU,38.64,55,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/GS105AU_636261296233852969.jpg,16,60,0
USW-FLEX,Ubiquiti,Ethernet Switches,USW-FLEX,UniFi Indoor/Outdoor 5-Port Gigabit 802.3af/at PoE Switch,https://www.snappernet.co.nz/product/23017/USW-FLEX,197.33,282,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/ubiquiti-usw-flex_svp4caa3.oe4.png,5,12,0
ITRONSOLAR,iTRON,Security & Surveillance,ITRONSOLAR,5W Solar Panel with 4M Cable and micro USB connector,,49,70,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/solar-01_xyfqfqyz.mi4.jpg,1,12,0
DMM4-6-60-2SP,Panorama,Antenna,DMM4-6-60-2SP,4G/5G 4x4 MiMo Antenna Desk/Window/Wall Mount,https://www.snappernet.co.nz/product/56403/DMM4-6-60-2SP,157.14,224,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/dmm4-6-60_jpgi10k0.ya3.jpg,10,12,0
AM-5AC21-60,Ubiquiti,Antenna,AM-5AC21-60,airMAX 5GHz AC 60 Degree Dual Polarity Sector Antenna,https://www.snappernet.co.nz/product/2481/AM-5AC21-60,346.67,495,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/AM-5AC21-60_636097994594208516.jpg,0,12,0
ANT-146,Ubiquiti,Antenna,ANT-146,24dBi 2.4GHz Dual Polarity airMAX 60cm RocketDish Antenna,https://www.snappernet.co.nz/product/2489/ANT-146,223.33,319,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/ANT-146_636053076344346068.jpg,0,12,0
TS-H2477XU-RP-3700X-32G,QNAP,Data Storage & NAS,TS-H2477XU-RP-3700X-32G,24-Bay Rackmount NAS Ryzen 7 3700X 8-core CPU 32GB RAM Dual Power,https://www.snappernet.co.nz/product/53327/TS-H2477XU-RP-3700X-32G,8903.75,12720,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/ts-h2477xu-rp-3700x-_yzlgkc22.v53.png,0,36,21
USW-FLEX-UTILITY,Ubiquiti,Cables/Accessories,USW-FLEX-UTILITY,Outdoor Weatherproof Enclosure Kit with 60W PoE Injector for USW-Flex,https://www.snappernet.co.nz/product/30518/USW-FLEX-UTILITY,90.67,130,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/usw-flex-utility_hgefjjvz.hbh.jpg,0,12,0
RAM-16GDR4A1-UD-2400,QNAP,Spare Parts,RAM-16GDR4A1-UD-2400,16GB DDR4 RAM 2400 MHz UDIMM,https://www.snappernet.co.nz/product/15112/RAM-16GDR4A1-UD-2400,561.4,802,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/ram-16gdr4a1-ud-2400_uextoymu.a0h.jpg,0,12,14
MP50,Yealink,VoIP (Voice over IP),MP50,USB Phone for Microsoft Teams,https://www.snappernet.co.nz/product/38237/MP50,179.52,256,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/yealink1_buoa0lec.qqx.jpg,1,12,0
CRS109-8G-1S-2HND-IN,MikroTik,Wireless,CRS109-8G-1S-2HND-IN,RouterBOARD Cloud Router Switch 8xGigabit LAN 1xSFP 2.4Ghz WiFi,https://www.snappernet.co.nz/product/446/CRS109-8G-1S-2HND-IN,222.22,317,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/CRS109-8G-1S-2HND-IN_636079819132148125.jpg,1,12,0
DV2765,DrayTek,Routers,DV2765,VDSL/ADSL/UFB Router Firewall VPN,https://www.snappernet.co.nz/product/36091/DV2765,335.4,479,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/dv2765right_m2hkmo1d.4yn.png,3,24,0
BF03-NCESS-R,Cradlepoint,Software,BF03-NCESS-R,Renewal NetCloud Essentials for Enterprise Branch Routers 3-yr,https://www.snappernet.co.nz/product/27178/BF03-NCESS-R,1164,1663,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/cradlepointlogo_dit0beut.j4l.png,0,,0
BAA5-NCEA-R,Cradlepoint,Software,BAA5-NCEA-R,Renewal NetCloud Branch Essentials  and Advanced  5-yr,https://www.snappernet.co.nz/product/30416/BAA5-NCEA-R,2360,3371,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/cradlepointlogo_bw0g4a54.ez4.png,0,,0
NPR1SNG3-10000S,NETGEAR,Software,NPR1SNG3-10000S,Insight Pro Single Device (3 year),https://www.snappernet.co.nz/product/53381/NPR1SNG3-10000S,55.68,80,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/insight-pro_hwn2k0im.tco.jpg,0,,0
C18C3CEAA,SOPHOS,Software,C18C3CEAA,Support and Services for CS101-8FP Ethernet Switch 3 years,https://www.snappernet.co.nz/product/54419/C18C3CEAA,150.73,215,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/sophos-logo_0hhoj5pm.ju3.png,0,,0
QM2-2P-244A,QNAP,Spare Parts,QM2-2P-244A,Dual M.2 22110/2280 PCIe NVMe SSD expansion card,https://www.snappernet.co.nz/product/14332/QM2-2P-244A,200.51,286,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/QM2-2SFrontleft-angle_636801898835762578.png,0,12,14
QXG-10G2TB,QNAP,Network Adapters,QXG-10G2TB,Dual-port 5-Speed 10GBASE-T PCI Express (PCIe) NIC for NAS or PC,https://www.snappernet.co.nz/product/52027/QXG-10G2TB,375.94,537,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/qxg-10g2tbfront_vl5d4o3q.pur.png,0,12,0
PWR-ADAPTER-65W-A02,QNAP,Power,PWR-ADAPTER-65W-A02,65W external power adapter,https://www.snappernet.co.nz/product/1513/PWR-ADAPTER-65W-A02,97.65,140,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/TBS-453A_ADAPTER_65W-500x500_636384840355469992.jpg,0,12,0
AP420U12ZZNCAA,SOPHOS,Support,AP420U12ZZNCAA,Access Point Support for AP6 420 - 12 MOS,,72.4,103,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/sophos-logozj04m1g2j_uezrmyjy.cjg.jpg,2,,0
LPBEM-6-60-2SP,Panorama,Antenna,LPBEM-6-60-2SP,5G LTE Low Profile Antenna with  Magnetic Mount and 2m cable SMA,https://www.snappernet.co.nz/product/38286/LPBEM-6-60-2SP,45.73,65,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/lpbem-6-60_rramhx2x.jvv.png,2,12,21
ANTZTCHAB,SOPHOS,Antenna,ANTZTCHAB,External 30 degree directional antenna for APX 320X and AP6 420X,,577.69,825,,0,12,0
UAP-AC-LITE-5,Ubiquiti,Wireless,UAP-AC-LITE-5,5 pack of UAP-AC-LITE 802.11ac 100mW AP (PoE Adapters Optional),https://www.snappernet.co.nz/product/2533/UAP-AC-LITE-5,638.66,912,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/UAP-AC-LITE-5_636053079036966650.jpg,2,12,0
RBLHGG-5HPACD2HPND-XL,MikroTik,Wireless,RBLHGG-5HPACD2HPND-XL,LHG XL 52 ac Dual Band Long Range CPE / Bridge,https://www.snappernet.co.nz/product/56473/RBLHGG-5HPACD2HPND-XL,312.88,447,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/lhgxl52ac_rybmj5wr.hi2.jpg,2,12,0
SGIZTCHF4,SOPHOS,Cables/Accessories,SGIZTCHF4,4 port 10GbE SFP+ FleXi Port module (for SG 2xx/3xx/4xx only),https://www.snappernet.co.nz/product/12959/SGIZTCHF4,1834.38,2621,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/4_port_FleXiPort_module_636378836898335625.jpg,0,12,14
8800-01-46,Jabra,Cables/Accessories,8800-01-46,QD to 2.5mm Jack coiled cord 2m,https://www.snappernet.co.nz/product/15221/8800-01-46,29.08,42,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/e5fd851e26b303389921_f2oiqlzf.zco.png,2,24,0
RMEZTCH1A,SOPHOS,Cables/Accessories,RMEZTCH1A,Rackmount Kit for XG85 XG105 XG115 XG85w XG105w XG115w,https://www.snappernet.co.nz/product/3142/RMEZTCH1A,80,114,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/RMEZTCH1A_636140411497014453.jpg,0,12,0
NMNF10MLMR240,Panorama,Cables/Accessories,NMNF10MLMR240,N-Male to N-Male Extension Cable 10m,https://www.snappernet.co.nz/product/48555/NMNF10MLMR240,40.21,57,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/n-male-to-n-male_20jrk5vq.x4e.jpg,5,12,0
RMSZTCH1U,SOPHOS,Cables/Accessories,RMSZTCH1U,Rackmount 1U Sliding Rails (for XGS 2xxx/3xxx/4xxx models only),https://www.snappernet.co.nz/product/51999/RMSZTCH1U,234.61,335,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/sophos-logo_1ksxg2ku.iu4.jpg,0,12,14
C29NP-10SMARV,Panorama,Cables/Accessories,C29NP-10SMARV,10 meter N-Male to RP-SMA-Male CS29 Cable for WiFi Applications,,48.87,70,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/n-male-to-rp-sma-mal_h4ltc4pb.22y.jpg,4,12,0
CS1308,Aten,KVM,CS1308,8-Port KVM Switch USB / PS/2 / VGA KVM (Cables ordered separately),https://www.snappernet.co.nz/product/3165/CS1308,315.63,451,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/CS1308_636053076650967344.jpg,1,24,0
3000AX,FRITZ!Box,Wireless,3000AX,FRITZ!Repeater 3000AX Ultra-fast Wi-Fi 6 (802.11ax) tri-band repeater,,306.18,437,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/fritzrepeater3000ax_znmlxu5f.lip.jpg,1,60,0
MVC340-C4-000,Yealink,VoIP (Voice over IP),MVC340-C4-000,Microsoft Teams Video Conferencing System for Huddle/Small Rooms,,3741.53,5345,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/mvc340-c4-000_hivvhnbw.gyf.jpg,0,24,5
APS150W-100AJS,NETGEAR,Power,APS150W-100AJS,Spare 150W AC Power Supply for M4300-28G and M4300-52G switch,https://www.snappernet.co.nz/product/635/APS150W-100AJS,425.62,608,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/aps150w-100ajs_egja5usd.1dd.jpg,0,60,21
BK05-0102C7D-GM,Cradlepoint,3G 4G LTE 5G,BK05-0102C7D-GM,E102 LTE Branch Office Router with WiFi and 5 year NetCloud Essentials,,1998.8,2855,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/e102-front_hhk3x2cp.il1.jpg,0,60,14
S24-POE,Alta Labs,Ethernet Switches,S24-POE,24-Port Managed Enterprise Ethernet Switch 240W PoE,,759.2,1085,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/alta-labs-s24-poe_13gmtgcg.alq.jpg,15,24,0
ESB3503-3LCD15,ETU-LINK,Fibre-optic,ESB3503-3LCD15,100Mbps Bi-directional SFP module TX1310/RX1550nm Single-mode LC connector,https://www.snappernet.co.nz/product/1166/ESB3503-3LCD15,28,40,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/esb3503-3scd20_e45xou2r.xuc.jpg,1,36,0
AP42EU36ZZNCAA,SOPHOS,Support,AP42EU36ZZNCAA,Access Point Support for AP6 420E - 36 MOS,,274.15,392,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/sophos-logozj04m1g2j_u10ceuie.d2k.jpg,0,,0
NSM2,Ubiquiti,Wireless,NSM2,802.11b/g/n 500mW Outdoor Wireless Access Point/Bridge PoE adapter included,https://www.snappernet.co.nz/product/2514/NSM2,153.78,220,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/NSM2_636053078050563902.jpg,2,12,0
AFI-ALN-R,Ubiquiti,Wireless,AFI-ALN-R,AmpliFi Alien Wi-Fi 6 Router,https://www.snappernet.co.nz/product/45473/AFI-ALN-R,760.55,1087,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/alien1_s0155205.4m2.jpg,0,12,7
RFC195-1000,Generic,Cables/Accessories,RFC195-1000,Shireen 305m Cable Spool 50 Ohm Coax Cable Drum,https://www.snappernet.co.nz/product/45482/RFC195-1000,706.67,1010,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/rfc195-1000_ctn1q1d2.aly.jpg,0,12,0
14208-07,Jabra,Cables/Accessories,14208-07,LINK 370 Bluetooth 4.2 Bluetooth Adapter for Desktop Computer/Notebook,https://www.snappernet.co.nz/product/55073/14208-07,94.49,135,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/link370_fhanyj30.h1k.jpg,0,12,0
170873-000,Cradlepoint,Cables/Accessories,170873-000,Extensibility Cable RS232 DB9 to Screw Lock USB Type A 400mm; Used with R920,,100,143,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/usb-to-rs232-extensi_aapzqwqx.g2i.jpg,0,12,0
14121-38,Jabra,Cables/Accessories,14121-38,Neckband for Jabra Engage Convertible 65/75 Headsets,,46.63,67,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/neckband_j5u5zlxu.5zx.jpg,0,12,0
OM2248-AU,Opengear,Monitoring/Management,OM2248-AU,Console Server + Automation 48 Serial 8G RAM 64G Flash 1GbE AU power cord  Python Runtime Docker Support Secure Boot,https://www.snappernet.co.nz/product/30291/OM2248-AU,8787.92,12554,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/om2216_mx55j2jf.ysg.jpg,0,48,90
XG3ATCHAU,SOPHOS,UTM/Firewall/VPN,XG3ATCHAU,XGS 3100 Security Appliance,https://www.snappernet.co.nz/product/43452/XG3ATCHAU,6249.44,8928,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/xg3atchau_shr1cvzd.2jj.png,0,12,14
STR00,AKCP,Monitoring/Management,STR00,Siren Strobe Light Audio and visual alarm notification,https://www.snappernet.co.nz/product/15187/STR00,165.2,236,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/str-001_636842647429594766.jpg,0,12,14
WHC60,Yealink,VoIP (Voice over IP),WHC60,Wireless Charger mobile phone workstation for WH66/WH67,https://www.snappernet.co.nz/product/39315/WHC60,71,101,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/wh66-charger_vonpv0oa.xix.png,2,12,0
P10G,FlyingVoice,VoIP (Voice over IP),P10G,Economic Desktop IP Phone Dual Gigabit Ethernet PoE,,54,77,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/p10-wall-mountablenz_caxao4vi.k4c.jpg,8,12,0
A30-025,Yealink,VoIP (Voice over IP),A30-025,All-in-One Collaboration Bar incl touch panel and wireless presenter,,3473.68,4962,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/a30-025_kk0awfak.dfg.jpg,1,24,5
FW7580AU1225,Generic,Power,FW7580AU1225,12V 2.5A DC Power Adapter,https://www.snappernet.co.nz/product/42420/FW7580AU1225,19,27,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/12vb4_xbcz1sle.kql.jpg,0,6,0
ST3000VN006,Seagate,Data Storage & NAS,ST3000VN006,IronWolf 3TB Hard Disk Drive for NAS,,176.84,253,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/seagateironwolflogo_grgzuyjd.i1b.jpg,2,36,0
MA1-1700600M-PWA,Cradlepoint,3G 4G LTE 5G,MA1-1700600M-PWA,IBR1700 Mobile Router with 1yr NetCloud Essentials,https://www.snappernet.co.nz/product/11112/MA1-1700600M-PWA,2153.33,3076,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/ibr1700_636539553972193906.png,0,12,7
TB3-020010M-PWM,Cradlepoint,3G 4G LTE 5G,TB3-020010M-PWM,IoT LTE Cat1 10Mbps Gateway (IBR200) with 3yr NetCloud Essentials,https://www.snappernet.co.nz/product/23013/TB3-020010M-PWM,453.33,648,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/ibr200-back0_4iblgs1r.ew2.png,-1,36,14
ECS2100-10P,Edgecore,Ethernet Switches,ECS2100-10P,8-Port Gigabit Managed PoE Switch 2 SFP 802.3af / 802.3at PoE 125W,https://www.snappernet.co.nz/product/910/ECS2100-10P,413.33,590,https://cdn.n2erp.co.nz/sna_7997037D-0128-4104-B866-3D126751B9E7/images/products/main/ECS2100-10P_636053076915202315.png,1,24,0
