SKU,Description,Brand Code,Unit Price Incl GST,Unit price Ex GST,Trade Discount,Trade Price Ex
EVL-CB1,Single Carry Bag for ZX1 ,EV,325,282.61,37,178.04
EVL-CB-5B,Cluster Bracket Kit for 2x ZX3 or ZX5; Black ,EV,695,604.35,37,380.74
EVL-CB-5W,Cluster Bracket Kit for 2x ZX3 or ZX5; White ,EV,595,517.39,37,325.96
EVL-EBK-10,"Eyebolt Kit 3 x M10 Forged Shoulder Bolts; long shank for EKX, ETX, EVC",EV,415,360.87,37,227.35
EVL-EBK-3-LB,Eyebolt Kit 3 x M8 Forged Shoulder Bolts for ZX3 & ZX5,EV,175,152.17,37,95.87
EVL-F200,"Monitor Feet for SX100, SX300 and SX300A ",EV,105,91.3,37,57.52
EVL-HDC-5,Heavy Duty Stackable cover for ZX4 & ZX5 ,EV,435,378.26,37,238.3
EVL-MB-200B,"U-Bracket Kit Wall and Ceiling for SB122, SX100, SX300; Black",EV,265,230.43,37,145.17
EVL-MB-200W,"U-Bracket Kit Wall and Ceiling for SB122, SX100, SX300; White",EV,535,465.22,37,293.09
EVL-MB-300,"Array Kit Horizontal Black for Side-bySide Arraying of 2 SB121/121A/122PI, SX100+/300",EV,285,247.83,37,156.13
EVL-MB-300W,"Array Kit Horizontal White for Side-bySide Arraying of 2 SB121/121A/122PI, SX100+/300",EV,285,247.83,37,156.13
EVL-MB3-B,Mounting Bracket Kit Wall and Ceiling for ZX3; Black,EV,545,473.91,37,298.57
EVL-MB3-W,Mounting Bracket Kit Wall and Ceiling for ZX3; White,EV,545,473.91,37,298.57
EVL-MB-5B,"Wall Mounting Bracket for ZX5, Black ",EV,575,500,37,315
EVL-MB-5W,"Wall Mounting Bracket for ZX5, White ",EV,575,500,37,315
EVL-MP1-B,Single Mounting Plate for ZX1 ,EV,205,178.26,37,112.3
EVL-PCL-880,Speaker Pole - Threaded for EKX Non adjustable M20 Thread to 35mm,EV,95,82.61,37,52.04
EVL-SB122,"Subwoofer 12"" LF 400W Passive; Low-pass filter; Neutrik Speakon; Black",EV,1395,1213.04,37,764.22
EVL-SSK-1,Single Stud Rigging Kit (set of 3) ,EV,175,152.17,37,95.87
EVL-SX300-CVR,"Full Padded Cover for SX100, SX300 F.01U.325972",EV,200,173.91,37,109.57
EVL-SX300E,"Loudspeaker 2-Way 12"" LF 300W; 65 x 65 Passive; Neutrik Speakon; Black",EV,2475,2152.17,37,1355.87
EVL-SX300PI,"Loudspeaker 2-Way 12"" LF 300W Passive; Weatherized; 65 x 65 Neutrik Speakon; Black",EV,2885,2508.7,37,1580.48
EVL-SX300PIX,"Loudspeaker 2-Way 12"" LF 300W Passive; Weatherized 70/100V; 65 x 65; Black",EV,3245,2821.74,37,1777.7
EVL-SX300WE,"Loudspeaker 2-Way 12"" LF 300W; 65 x 65 Passive; Neutrik Speakon; White",EV,2535,2204.35,37,1388.74
EVL-SX600PI,"Loudspeaker Dual 2-Way 12"" LF 600W; 65 x 65 Weatherized; SJO Cable Input; Black",EV,7595,6604.35,37,4160.74
EVL-SX600PIX,"Loudspeaker Dual 2-Way 12"" LF 600W; 65 x 65 Weatherized; 70/100V SJO Cable Input; Black",EV,8595,7473.91,37,4708.57
EVL-TC-ZX,Terminal Cover for ZX1i  ,EV,80,69.57,37,43.83
EVL-TC-ZX1I-WH,Terminal Cover w/ Weatherized Gland Nut for ZX1i; White,EV,80,69.57,37,43.83
EVL-TSP-1,Speaker Stands Kit 2x TSS-1 Tripod Stands w/ Carrying Case,EV,400,347.83,37,219.13
EVL-TSS-1,Tripod Speaker Stand  ,EV,140,121.74,37,76.7
EVL-TX1122,"Loudspeaker Passive 2-way; 12"" LF; 1.25"" HF; 500W; 90x50 deg",EV,2555,2221.74,37,1399.7
EVL-TX1122FM,"Loudspeaker Passive 2-way; 12"" LF; 500W; 90x50 Vertical Floor Monitor",EV,2555,2221.74,37,1399.7
EVL-TX1152,"Loudspeaker Passive 2-way; 15"" LF; 1.25"" HF; 500W; 60x40 deg",EV,2615,2273.91,37,1432.57
EVL-TX1152FM,"Loudspeaker Passive 2-way; 15"" LF; 500W; 90x50 Vertical Floor Monitor",EV,2615,2273.91,37,1432.57
EVL-TX1181,"Subwoofer Passive 18"" LF; 50-160Hz; 500W ",EV,2615,2273.91,37,1432.57
EVL-TX2152,"Loudspeaker Passive 2-way; Dual 15"" LF; 1.25"" HF 1000W; 60x40 deg",EV,4525,3934.78,37,2478.91
EVL-TX2181,"Subwoofer Passive Dual 18"" LF; 50-160Hz; 1000W ",EV,4265,3708.7,37,2336.48
EVL-ZX1-90,"Loudspeaker Passive Portable 2-way; 8"" LF; 1.25"" HF; 800W; 90x50 Rotatable; Black",EV,1145,995.65,37,627.26
EVL-ZX1-90W,"Loudspeaker Passive Portable 2-way; 8"" LF; 1.25"" HF; 800W; 90x50 Rotatable; White",EV,1145,995.65,37,627.26
EVL-ZX1I-100,"Loudspeaker Passive Portable 2-way; 8"" LF; 100x100; Black w/QuickSAM Bracket for Install",EV,1425,1239.13,37,780.65
EVL-ZX1I-100T,"Loudspeaker 2-Way Passive 8"" LF;100x100; Indoor/Outdoor 70/100V; inc Bracket; Black",EV,1715,1491.3,37,939.52
EVL-ZX1I-100TW,"Loudspeaker 2-Way Passive 8"" LF;100x100; Indoor/Outdoor 70/100V; inc Bracket; White",EV,1715,1491.3,37,939.52
EVL-ZX1I-100W,"Loudspeaker Passive Portable 2-way; 8"" LF; 100x100; White w/QuickSAM Bracket for Install",EV,1425,1239.13,37,780.65
EVL-ZX1I-90,"Loudspeaker 2-Way Passive 8"" LF; 90 x 50; Indoor/Outdoor inc Bracket; Black",EV,1425,1239.13,37,780.65
EVL-ZX1I-90T,"Loudspeaker 2-Way Passive 8"" LF; 90 x 50; Indoor/Outdoor 70/100V; inc Bracket; Black",EV,1715,1491.3,37,939.52
EVL-ZX1I-90TW,"Loudspeaker 2-Way Passive 8"" LF; 90 x 50; Indoor/Outdoor 70/100V; inc Bracket; White",EV,1715,1491.3,37,939.52
EVL-ZX1I-90W,"Loudspeaker 2-Way Passive 8"" LF; 90 x 50; Indoor/Outdoor inc Bracket; White",EV,1425,1239.13,37,780.65
EVL-ZX3-60B,"Loudspeaker 2-Way 12"" LF 600W 60 x 60; Passive/Biamp; Integral Stand Mount; Black",EV,3175,2760.87,37,1739.35
EVL-ZX3-60PI,"Loudspeaker 2-Way 12"" LF 600W 60 x 60; Weatherized; Integral Stand Mount; Black",EV,3925,3413.04,37,2150.22
EVL-ZX3-60PIW,"Loudspeaker 2-Way 12"" LF 600W 60 x 60; Weatherized; Integral Stand Mount; White",EV,3925,3413.04,37,2150.22
EVL-ZX3-60W,"Loudspeaker 2-Way 12"" LF 600W 60 x 60; Passive/Biamp; Integral Stand Mount; White",EV,3175,2760.87,37,1739.35
EVL-ZX3-90B,"Loudspeaker 2-Way 12"" LF 600W 90 x 50; Passive/Biamp; Integral Stand Mount; Black",EV,3175,2760.87,37,1739.35
EVL-ZX3-90PI,"Loudspeaker 2-Way 12"" LF 600W 90 x 50; Weatherized; Integral Stand Mount; Black",EV,3925,3413.04,37,2150.22
EVL-ZX3-90PIW,"Loudspeaker 2-Way 12"" LF 600W 90 x 50; Weatherized; Integral Stand Mount; White",EV,3925,3413.04,37,2150.22
EVL-ZX3-90W,"Loudspeaker 2-Way 12"" LF 600W 90 x 50; Passive/Biamp; Integral Stand Mount; White",EV,3175,2760.87,37,1739.35
EVL-ZX5-60B,"Loudspeaker Passive Portable 2-way; 15"" LF; 2"" HF; 2400W; 60x60; Black",EV,3465,3013.04,37,1898.22
EVL-ZX5-60PI,"Loudspeaker Passive Portable 2-way; 15"" LF; 2"" HF; 2400W; 60x60; Indoor/Outdo F01U265569",EV,4295,3734.78,37,2352.91
EVL-ZX5-60W,"Loudspeaker Passive Portable 2-way; 15"" LF; 2"" HF; 2400W; 60x60; White",EV,3465,3013.04,37,1898.22
EVL-ZX5-90B,"Loudspeaker Passive Portable 2-way; 15"" LF; 2"" HF; 2400W; 90x50; Black",EV,3465,3013.04,37,1898.22
EVL-ZX5-90PI,"Loudspeaker Passive Portable 2-way; 15"" LF; 2"" HF; 2400W; 90x50; Indoor/Outdoor; Black",EV,4295,3734.78,37,2352.91
EVL-ZX5-90W,"Loudspeaker Passive Portable 2-way; 15"" LF; 2"" HF; 2400W; 90x50; White",EV,3465,3013.04,37,1898.22
EVL-ZXA1-90B,"Loudspeaker Powered Portable 2-way; 8"" LF; 1"" HF; 800W Amp; 90x50 deg Rotatable",EV,1725,1500,37,945
EVL-ZX-ZXA-CV,Cover for ZX1 and ZXA1  Does not fit ZX1i,EV,105,91.3,37,57.52
EVX-XFD127,DOLLIES XLC Per Pair ,EV,1785,1552.17,37,977.87
EVX-XLCTAE,TILT ANGLE EXTENDER FOR XLC SYSTEMS ,EV,1955,1700,37,1071
EVA-2082S1220BLB,"Loudspeaker Line Array Passive; 120 x 20 Indoor; 2x 8"" LF; 4x 1.25"" HF; Black",EV,7085,6160.87,37,3881.35
EVA-2082S1220FBL,"Loudspeaker Line Array Passive; 120 x 20 Fiberglass; 2x 8"" LF; 4x 1.25"" HF; Black",EV,9995,8691.3,37,5475.52
EVA-2082S1220FWL,"Loudspeaker Line Array Passive; 120 x 20 Fiberglass; 2x 8"" LF; 4x 1.25"" HF; White",EV,9995,8691.3,37,5475.52
EVA-2082S1220PBL,"Loudspeaker Line Array Passive; 120 x 20 Weatherized; 2x 8"" LF; 4x 1.25"" HF; Black",EV,8775,7630.43,37,4807.17
EVA-2082S1220PWL,"Loudspeaker Line Array Passive; 120 x 20 Weatherized; 2x 8"" LF; 4x 1.25"" HF; White",EV,8775,7630.43,37,4807.17
EVA-2082S1220WLB,"Loudspeaker Line Array Passive; 120 x 20 Indoor; 2x 8"" LF; 4x 1.25"" HF; White",EV,7155,6221.74,37,3919.7
EVA-2082S126BLB,"Loudspeaker Line Array Passive; 120 x 6 Indoor; 2x 8"" LF; 4x 1.25"" HF; Black",EV,7225,6282.61,37,3958.04
EVA-2082S126FBL,"Loudspeaker Line Array Passive; 120 x 6 Fiberglass; 2x 8"" LF; 4x 1.25"" HF; Black",EV,9995,8691.3,37,5475.52
EVA-2082S126FWL,"Loudspeaker Line Array Passive; 120 x 6 Fiberglass; 2x 8"" LF; 4x 1.25"" HF; White",EV,9995,8691.3,37,5475.52
EVA-2082S126PBLB,"Loudspeaker Line Array Passive; 120 x 6 Weatherized; 2x 8"" LF; 4x 1.25"" HF; Black",EV,8775,7630.43,37,4807.17
EVA-2082S126PWLB,"Loudspeaker Line Array Passive; 120 x 6 Weatherized; 2x 8"" LF; 4x 1.25"" HF; White",EV,8775,7630.43,37,4807.17
EVA-2082S126WLB,"Loudspeaker Line Array Passive; 120 x 6 Indoor; 2x 8"" LF; 4x 1.25"" HF; White",EV,7155,6221.74,37,3919.7
EVA-2082S906BLB,"Loudspeaker Line Array Passive; 90 x 6 Indoor; 2x 8"" LF; 4x 1.25"" HF; Black",EV,7225,6282.61,37,3958.04
EVA-2082S906FBL,"Loudspeaker Line Array Passive; 90 x 6 Fiberglass; 2x 8"" LF; 4x 1.25"" HF; Black",EV,9995,8691.3,37,5475.52
EVA-2082S906FWL,"Loudspeaker Line Array Passive; 90 x 6 Fiberglass; 2x 8"" LF; 4x 1.25"" HF; White",EV,9995,8691.3,37,5475.52
EVA-2082S906PBLB,"Loudspeaker Line Array Passive; 90 x 6 Weatherized; 2x 8"" LF; 4x 1.25"" HF; Black",EV,9045,7865.22,37,4955.09
EVA-2082S906PWLB,"Loudspeaker Line Array Passive; 90 x 6 Weatherized; 2x 8"" LF; 4x 1.25"" HF; White",EV,9045,7865.22,37,4955.09
EVA-2082S906WLB,"Loudspeaker Line Array Passive; 90 x 6 Indoor; 2x 8"" LF; 4x 1.25"" HF; White",EV,7295,6343.48,37,3996.39
EVA-2082S920BLB,"Loudspeaker Line Array Passive; 90 x 20 Indoor; 2x 8"" LF; 4x 1.25"" HF; Black",EV,7225,6282.61,37,3958.04
EVA-2082S920FBL,"Loudspeaker Line Array Passive; 90 x 20 Fiberglass; 2x 8"" LF; 4x 1.25"" HF; Black",EV,9995,8691.3,37,5475.52
EVA-2082S920FWL,"Loudspeaker Line Array Passive; 90 x 20 Fiberglass; 2x 8"" LF; 4x 1.25"" HF; White",EV,9995,8691.3,37,5475.52
EVA-2082S920PBLB,"Loudspeaker Line Array Passive; 90 x 20 Weatherized; 2x 8"" LF; 4x 1.25"" HF; Black",EV,9045,7865.22,37,4955.09
EVA-2082S920PWLB,"Loudspeaker Line Array Passive; 90 x 20 Weatherized; 2x 8"" LF; 4x 1.25"" HF; White",EV,9045,7865.22,37,4955.09
EVA-2082S920WLB,"Loudspeaker Line Array Passive; 90 x 20 Indoor; 2x 8"" LF; 4x 1.25"" HF; White",EV,7295,6343.48,37,3996.39
EVA-2151D-BLK,"Subwoofer Line Array 2x 15"" LF; 1000W; Black",EV,6920,6017.39,37,3790.96
EVA-2151D-PIB,"Subwoofer Line Array 2x 15"" LF 1000W; Weatherized; Black",EV,9565,8317.39,37,5239.96
EVA-2151D-PIW,"Subwoofer Line Array 2x 15"" LF 1000W; Weatherized; White",EV,9565,8317.39,37,5239.96
EVA-2151D-WHT,"Subwoofer Line Array 2x 15"" LF; 1000W; White",EV,8455,7352.17,37,4631.87
EVA-AM,Attenuation Module Kit  ,EV,700,608.7,37,383.48
EVA-EG2-BLK,Grid Extended includes one spreader bar; Black,EV,2015,1752.17,37,1103.87
EVA-EG2-WHT,Grid Extended includes one spreader bar; White,EV,2015,1752.17,37,1103.87
EVA-GXB-BLK,Grid Extra Spreader Bar; Black,EV,500,434.78,37,273.91
EVA-GXB-WHT,Grid Extra Spreader Bar; White,EV,500,434.78,37,273.91
EVA-SG2-BLK,Grid Standard includes one spreader bar; Black,EV,1615,1404.35,37,884.74
EVA-SG2-WHT,Grid Standard includes one spreader bar; White,EV,1615,1404.35,37,884.74
EVC-1082-00B,"Loudspeaker 2-Way 8"" LF 100 x 100 Indoor; 200W cont.; IP44; Black",EV,2635,2291.3,37,1443.52
EVC-1082-00PIB,"Loudspeaker 2-Way 8"" LF 100 x 100 Weatherized; 200W cont.; IP55; Black",EV,3585,3117.39,37,1963.96
EVC-1082-00PIW,"Loudspeaker 2-Way 8"" LF 100 x 100 Weatherized; 200W cont.; IP55; White",EV,3585,3117.39,37,1963.96
EVC-1082-00W,"Loudspeaker 2-Way 8"" LF 100 x 100 Indoor; 200W cont.; IP44; White",EV,2635,2291.3,37,1443.52
EVC-1082-96B,"Loudspeaker 2-Way 8"" LF 90 x 60 Indoor; 200W cont.; IP44; Black",EV,2630,2286.96,37,1440.78
EVC-1082-96PIB,"Loudspeaker 2-Way 8"" LF 90 x 60 Weatherized; 200W cont.; IP55; Black",EV,3585,3117.39,37,1963.96
EVC-1082-96PIW,"Loudspeaker 2-Way 8"" LF 90 x 60 Weatherized; 200W cont.; IP55; White",EV,3585,3117.39,37,1963.96
EVC-1082-96W,"Loudspeaker 2-Way 8"" LF 90 x 60 Indoor; 200W cont.; IP44; White",EV,2635,2291.3,37,1443.52
EVC-1122-64B,"Loudspeaker 2-Way 12"" LF 60 x 45 Indoor; 300W cont.; IP44; Black",EV,2995,2604.35,37,1640.74
EVC-1122-64PIB,"Loudspeaker 2-Way 12"" LF 60 x 45 Weatherized; 300W cont.; IP55; Black",EV,4075,3543.48,37,2232.39
EVC-1122-64PIW,"Loudspeaker 2-Way 12"" LF 60 x 45 Weatherized; 300W cont.; IP55; White",EV,4075,3543.48,37,2232.39
EVC-1122-64W,"Loudspeaker 2-Way 12"" LF 60 x 45 Indoor; 300W cont.; IP44; White",EV,2295,1995.65,37,1257.26
EVC-1122-95B,"Loudspeaker 2-Way 12"" LF 90 x 55 Indoor; 300W cont.; IP44; Black",EV,2990,2600,37,1638
EVC-1122-95PIB,"Loudspeaker 2-Way 12"" LF 90 x 55 Weatherized; 300W cont.; IP55; Black",EV,4075,3543.48,37,2232.39
EVC-1122-95PIW,"Loudspeaker 2-Way 12"" LF 90 x 55 Weatherized; 300W cont.; IP55; White",EV,4075,3543.48,37,2232.39
EVC-1122-95W,"Loudspeaker 2-Way 12"" LF 90 x 55 Indoor; 300W cont.; IP44; White",EV,2995,2604.35,37,1640.74
EVC-1122-VIB,"Loudspeaker 2-Way 12"" LF Vari-Intense Indoor; 300W cont.; IP44; Black",EV,3615,3143.48,37,1980.39
EVC-1122-VIW,"Loudspeaker 2-Way 12"" LF Vari-Intense Indoor; 300W cont.; IP44; White",EV,3615,3143.48,37,1980.39
EVC-1152-64B,"Loudspeaker 2-Way 15"" LF 60 x 45 Indoor; 350W cont.; IP44; Black",EV,3255,2830.43,37,1783.17
EVC-1152-64PIB,"Loudspeaker 2-Way 15"" LF 60 x 45 Weatherized; 350W cont.; IP55; Black",EV,4425,3847.83,37,2424.13
EVC-1152-64PIW,"Loudspeaker 2-Way 15"" LF 60 x 45 Weatherized; 350W cont.; IP55; White",EV,4425,3847.83,37,2424.13
EVC-1152-64W,"Loudspeaker 2-Way 15"" LF 60 x 45 Indoor; 350W cont.; IP44; White",EV,3255,2830.43,37,1783.17
EVC-1152-95B,"Loudspeaker 2-Way 15"" LF 90 x 55 Indoor; 350W cont.; IP44; Black",EV,3255,2830.43,37,1783.17
EVC-1152-95PIB,"Loudspeaker 2-Way 15"" LF 90 x 55 Weatherized; 350W cont.; IP55; Black",EV,4425,3847.83,37,2424.13
EVC-1152-95PIW,"Loudspeaker 2-Way 15"" LF 90 x 55 Weatherized; 350W cont.; IP55; White",EV,4425,3847.83,37,2424.13
EVC-1152-95W,"Loudspeaker 2-Way 15"" LF 90 x 55 Indoor; 350W cont.; IP44; White",EV,3255,2830.43,37,1783.17
EVC-1181S-B,"Subwoofer 1x 18"" LF 400W cont.; IP44 Indoor; Black",EV,3470,3017.39,37,1900.96
EVC-1181S-PIB,"Subwoofer 1x 18"" LF 400W cont.; IP55 Weatherized; Black",EV,4725,4108.7,37,2588.48
EVC-1181S-PIW,"Subwoofer 1x 18"" LF 400W cont.; IP55 Weatherized; White",EV,4725,4108.7,37,2588.48
EVC-1181S-W,"Subwoofer 1x 18"" LF 400W cont.; IP44 Indoor; White",EV,3475,3021.74,37,1903.7
EVC-UB1-BLK,U-Bracket for EVC-1082 models; Black,EV,500,434.78,37,273.91
EVC-UB1-WHT,U-Bracket for EVC-1082 models; White,EV,520,452.17,37,284.87
EVC-UB2-BLK,U-Bracket for EVC-1112 and EVC-1152 models; Black,EV,595,517.39,37,325.96
EVC-UB2-WHT,U-Bracket for EVC-1112 and EVC-1152 models; White,EV,595,517.39,37,325.96
EVC-UB3-BLK,U-Bracket for EVC-1122-VI model only; Black,EV,595,517.39,37,325.96
EVC-UB3-WHT,U-Bracket for EVC-1122-VI model only; White,EV,595,517.39,37,325.96
EVC-WB-BLK,Wall Mount Bracket Pan/Tilt Adjustable; Black,EV,945,821.74,37,517.7
EVC-WB-WHT,Wall Mount Bracket Pan/Tilt Adjustable; White,EV,945,821.74,37,517.7
EVF-1122D126BLB,"Loudspeaker Front Loaded Passive; 120 x 60; 12"" LF; 3"" HF; Black",EV,5715,4969.57,37,3130.83
EVF-1122D126FBLB,"Loudspeaker Front Loaded Passive; 120 x 60 Fiberglass; 12"" LF; 3"" HF; Black",EV,7795,6778.26,37,4270.3
EVF-1122D126FWLB,"Loudspeaker Front Loaded Passive; 120 x 60 Fiberglass; 12"" LF; 3"" HF; White",EV,7715,6708.7,37,4226.48
EVF-1122D126PBLB,"Loudspeaker Front Loaded Passive; 120 x 60 Weatherized; 12"" LF; 3"" HF; Black",EV,6775,5891.3,37,3711.52
EVF-1122D126PWLB,"Loudspeaker Front Loaded Passive; 120 x 60 Weatherized; 12"" LF; 3"" HF; White",EV,6775,5891.3,37,3711.52
EVF-1122D126WLB,"Loudspeaker Front Loaded Passive; 120 x 60; 12"" LF; 3"" HF; White",EV,5645,4908.7,37,3092.48
EVF-1122D64BLB,"Loudspeaker Front Loaded Passive; 60 x 40; 12"" LF; 3"" HF; Black",EV,5695,4952.17,37,3119.87
EVF-1122D64FBLB,"Loudspeaker Front Loaded Passive; 60 x 40 Fiberglass; 12"" LF; 3"" HF; Black",EV,7715,6708.7,37,4226.48
EVF-1122D64FWLB,"Loudspeaker Front Loaded Passive; 60 x 40 Fiberglass; 12"" LF; 3"" HF; White",EV,7715,6708.7,37,4226.48
EVF-1122D64PBLB,"Loudspeaker Front Loaded Passive; 60 x 40 Weatherized; 12"" LF; 3"" HF; Black",EV,6775,5891.3,37,3711.52
EVF-1122D64PIWLB,"Loudspeaker Front Loaded Passive; 60 x 40 Weatherized; 12"" LF; 3"" HF; White",EV,6775,5891.3,37,3711.52
EVF-1122D64WLB,"Loudspeaker Front Loaded Passive; 60 x 40; 12"" LF; 3"" HF; White",EV,5645,4908.7,37,3092.48
EVF-1122D66BLB,"Loudspeaker Front Loaded Passive; 60 x 60; 12"" LF; 3"" HF; Black",EV,5645,4908.7,37,3092.48
EVF-1122D66FBLB,"Loudspeaker Front Loaded Passive; 60 x 60 Fiberglass; 12"" LF; 3"" HF; Black",EV,7715,6708.7,37,4226.48
EVF-1122D66FWLB,"Loudspeaker Front Loaded Passive; 60 x 60 Fiberglass; 12"" LF; 3"" HF; White",EV,7715,6708.7,37,4226.48
EVF-1122D66PBLB,"Loudspeaker Front Loaded Passive; 60 x 60 Weatherized; 12"" LF; 3"" HF; Black",EV,6775,5891.3,37,3711.52
EVF-1122D66PIWLB,"Loudspeaker Front Loaded Passive; 60 x 60 Weatherized; 12"" LF; 3"" HF; White",EV,6775,5891.3,37,3711.52
EVF-1122D66WLB,"Loudspeaker Front Loaded Passive; 60 x 60; 12"" LF; 3"" HF; White",EV,5645,4908.7,37,3092.48
EVF-1122D94BLB,"Loudspeaker Front Loaded Passive; 90 x 40; 12"" LF; 3"" HF; Black",EV,5995,5213.04,37,3284.22
EVF-1122D94FBLB,"Loudspeaker Front Loaded Passive; 90 x 40 Fiberglass; 12"" LF; 3"" HF; Black",EV,7715,6708.7,37,4226.48
EVF-1122D94FWLB,"Loudspeaker Front Loaded Passive; 90 x 40 Fiberglass; 12"" LF; 3"" HF; White",EV,7715,6708.7,37,4226.48
EVF-1122D94PBLB,"Loudspeaker Front Loaded Passive; 90 x 40 Weatherized; 12"" LF; 3"" HF; Black",EV,6775,5891.3,37,3711.52
EVF-1122D94PIWLB,"Loudspeaker Front Loaded Passive; 90 x 40 Weatherized; 12"" LF; 3"" HF; White",EV,6775,5891.3,37,3711.52
EVF-1122D94WLB,"Loudspeaker Front Loaded Passive; 90 x 40; 12"" LF; 3"" HF; White",EV,5645,4908.7,37,3092.48
EVF-1122D96BLB,"Loudspeaker Front Loaded Passive; 90 x 60; 12"" LF; 3"" HF; Black",EV,5995,5213.04,37,3284.22
EVF-1122D96FBLB,"Loudspeaker Front Loaded Passive; 90 x 60 Fiberglass; 12"" LF; 3"" HF; Black",EV,7715,6708.7,37,4226.48
EVF-1122D96FWLB,"Loudspeaker Front Loaded Passive; 90 x 60 Fiberglass; 12"" LF; 3"" HF; White",EV,7715,6708.7,37,4226.48
EVF-1122D96PBLB,"Loudspeaker Front Loaded Passive; 90 x 60 Weatherized; 12"" LF; 3"" HF; Black",EV,6775,5891.3,37,3711.52
EVF-1122D96PIWLB,"Loudspeaker Front Loaded Passive; 90 x 60 Weatherized; 12"" LF; 3"" HF; White",EV,6775,5891.3,37,3711.52
EVF-1122D96WLB,"Loudspeaker Front Loaded Passive; 90 x 60; 12"" LF; 3"" HF; White",EV,5645,4908.7,37,3092.48
EVF-1122D99BLB,"Loudspeaker Front Loaded Passive; 90 x 90; 12"" LF; 3"" HF; Black",EV,5995,5213.04,37,3284.22
EVF-1122D99FBLB,"Loudspeaker Front Loaded Passive; 90 x 90 Fiberglass; 12"" LF; 3"" HF; Black",EV,7715,6708.7,37,4226.48
EVF-1122D99FWLB,"Loudspeaker Front Loaded Passive; 90 x 90 Fiberglass; 12"" LF; 3"" HF; White",EV,7715,6708.7,37,4226.48
EVF-1122D99PBLB,"Loudspeaker Front Loaded Passive; 90 x 90 Weatherized; 12"" LF; 3"" HF; Black",EV,6775,5891.3,37,3711.52
EVF-1122D99PIWLB,"Loudspeaker Front Loaded Passive; 90 x 90 Weatherized; 12"" LF; 3"" HF; White",EV,6775,5891.3,37,3711.52
EVF-1122D99WLB,"Loudspeaker Front Loaded Passive; 90 x 90; 12"" LF; 3"" HF; White",EV,5645,4908.7,37,3092.48
EVF-1122S126BLKL,"Loudspeaker Front Loaded Passive; 120 x 60; 12"" LF; 2"" HF; Black",EV,4265,3708.7,37,2336.48
EVF-1122S126FBLB,"Loudspeaker Front Loaded Passive; 120 x 60 Fiberglass; 12"" LF; 2"" HF; Black",EV,6565,5708.7,37,3596.48
EVF-1122S126FWLB,"Loudspeaker Front Loaded Passive; 120 x 60 Fiberglass; 12"" LF; 2"" HF; White",EV,6565,5708.7,37,3596.48
EVF-1122S126PIBL,"Loudspeaker Front Loaded Passive; 120 x 60 Weatherized; 12"" LF; 2"" HF; Black",EV,5715,4969.57,37,3130.83
EVF-1122S126PIWL,"Loudspeaker Front Loaded Passive; 120 x 60 Weatherized; 12"" LF; 2"" HF; White",EV,5715,4969.57,37,3130.83
EVF-1122S126WHTL,"Loudspeaker Front Loaded Passive; 120 x 60; 12"" LF; 2"" HF; White",EV,4265,3708.7,37,2336.48
EVF-1122S64BLB,"Loudspeaker Front Loaded Passive; 60 x 40; 12"" LF; 2"" HF; Black",EV,4265,3708.7,37,2336.48
EVF-1122S64FBLB,"Loudspeaker Front Loaded Passive; 60 x 40 Fiberglass; 12"" LF; 2"" HF; Black",EV,6565,5708.7,37,3596.48
EVF-1122S64FWLB,"Loudspeaker Front Loaded Passive; 60 x 40 Fiberglass; 12"" LF; 2"" HF; White",EV,6565,5708.7,37,3596.48
EVF-1122S64PBLB,"Loudspeaker Front Loaded Passive; 60 x 40 Weatherized; 12"" LF; 2"" HF; Black",EV,5715,4969.57,37,3130.83
EVF-1122S64PWLB,"Loudspeaker Front Loaded Passive; 60 x 40 Weatherized; 12"" LF; 2"" HF; White",EV,5715,4969.57,37,3130.83
EVF-1122S64WHLB,"Loudspeaker Front Loaded Passive; 60 x 40; 12"" LF; 2"" HF; White",EV,4265,3708.7,37,2336.48
EVF-1122S66BLB,"Loudspeaker Front Loaded Passive; 60 x 60; 12"" LF; 2"" HF; Black",EV,4265,3708.7,37,2336.48
EVF-1122S66FBLB,"Loudspeaker Front Loaded Passive; 60 x 60 Fiberglass; 12"" LF; 2"" HF; Black",EV,6565,5708.7,37,3596.48
EVF-1122S66FWLB,"Loudspeaker Front Loaded Passive; 60 x 60 Fiberglass; 12"" LF; 2"" HF; White",EV,6565,5708.7,37,3596.48
EVF-1122S66PBLB,"Loudspeaker Front Loaded Passive; 60 x 60 Weatherized; 12"" LF; 2"" HF; Black",EV,5715,4969.57,37,3130.83
EVF-1122S66PWLB,"Loudspeaker Front Loaded Passive; 60 x 60 Weatherized; 12"" LF; 2"" HF; White",EV,5715,4969.57,37,3130.83
EVF-1122S66WHLB,"Loudspeaker Front Loaded Passive; 60 x 60; 12"" LF; 2"" HF; White",EV,4265,3708.7,37,2336.48
EVF-1122S94BLB,"Loudspeaker Front Loaded Passive; 90 x 40; 12"" LF; 2"" HF; Black",EV,4265,3708.7,37,2336.48
EVF-1122S94FBLB,"Loudspeaker Front Loaded Passive; 90 x 40 Fiberglass; 12"" LF; 2"" HF; Black",EV,6565,5708.7,37,3596.48
EVF-1122S94FWLB,"Loudspeaker Front Loaded Passive; 90 x 40 Fiberglass; 12"" LF; 2"" HF; White",EV,6565,5708.7,37,3596.48
