Brand Text,Product Code,Description,UOM,Dealer Ex GST,Dealer Inc GST,RRP Inc GST,Indent Or Stocked 
Canare,CA-L-3D2V-BK100,Canare L-3D2V 50ohm coax cable black 100m,EACH,237.39,273,390,S
Canare,CA-L-3D2V-GY100,50 OHM COAXIAL CABLE STRANDED CENTRE CONDUCTOR 5.3MM 100M ROLL GREY,EACH,237.39,273,390,I
Canare,CA-L-3D2W-GY100,CO-AX ANTENNA CABLE 50ohm 100 METER ROLL,EACH,395.65,455,650,I
Canare,CA-L-4.5CHD-B1R,Canare L-4.5CHD 100m on cardboard reel,EACH,280,322,460,S
Canare,CA-L-4.5CHD-B2R,Canare L-4.5CHD 200m on cardboard reel,EACH,584.35,672,960,S
Canare,CA-L-4.5CHD-B3R,L-4.5CHD black 300m reel,R300,840,966,1380,I
Canare,CA-L-4.5CHD-B5R,L-4.5CHD black 500m reel,R500,1400,1610,2300,I
Canare,CA-L-4.5CHWS-100,Canare HD cable,EACH,468.7,539,770,S
Canare,CA-L-4.5CHWS-200,Canare HD cable 200m,EACH,937.39,1078,1540,S
Canare,CA-L-4CFB-B1R,L-4CFB black 100m on cardboard,EACH,188.7,217,310,I
Canare,CA-L-4CFB-B2R,L-4CFB 200m on reel,EACH,377.39,434,620,S
Canare,CA-L-4CFB-BK100,Canare L-4CFB black 100m air-spool version,EACH,188.7,217,310,I
Canare,CA-L-4E3-12P-100,STAR QUAD MULTI CH. MIC CABLE,EACH,3506.09,4032,5760,I
Canare,CA-L-4E3-16P-100,STARQUAD: BRAIDED SHIELD 16-WAY MULTI-CHANNEL AUDIO CABLE (100M ROLL),ROLL,4254.78,4893,6990,I
Canare,CA-L-4E3-2P-100,STAR QUAD MULTI CH. MIC CABLE,EACH,882.61,1015,1450,I
Canare,CA-L-4E3-8P-100,CABLE AUDIO STAR QUAD 8WAY,EACH,2233.91,2569,3670,I
Canare,CA-L-4E4-12AT100,"STARQUAD, FOIL SHIELD, 12-CHANNEL (GREY), 100M ROLL",R100,2562.61,2947,4210,I
Canare,CA-L-4E4-16AT100,"STARQUAD, FOIL SHIELD, 16-CHANNEL (GREY), 100M ROLL",R100,3177.39,3654,5220,I
Canare,CA-L-4E4-4AT-100,"Canare Star Quad 4ch multi- core, grey, 100m",R100,1290.44,1484,2120,I
Canare,CA-L-4E4-8AT-100,L-4E4-8AT 100m roll Starquad foil shield 8 channel grey,R100,1868.7,2149,3070,I
Canare,CA-L-4E5AT-BK100,"STAR QUAD, FOIL SHIELD, 5.0MM O.D., BLACK, 100M ROLL",ROLL,176.52,203,290,S
Canare,CA-L-4E5AT-BK200,"STAR QUAD, FOIL SHIELD, 5.0MM O.D., BLACK 200M ROLL",EACH,353.04,406,580,S
Canare,CA-L-4E5C-BK100,STAR QUAD MICHROPHONE CABLE,EACH,267.83,308,440,S
Canare,CA-L-4E6AT-BK100,L-4E6AT Star quad Audio Cable Star Quad Microphone Cable,EACH,206.96,238,340,I
Canare,CA-L-4E6S-BK100,STAR QUAD MICHROPHONE CABLE,EACH,273.91,315,450,S
Canare,CA-L-4E6S-BK200,STAR QUAD MICHROPHONE CABLE BLACK,EACH,547.83,630,900,S
Canare,CA-L-4E6S-BL100,STAR QUAD MICHROPHONE CABLE,EACH,273.91,315,450,S
Canare,CA-L-4E6S-BR100,STAR QUAD MICHROPHONE CABLE BROWN,EACH,273.91,315,450,I
Canare,CA-L-4E6S-G100,STAR QUAD MICHROPHONE CABLE,EACH,273.91,315,450,S
Canare,CA-L-4E6S-GY100,Star Quad Microphone Cable Grey (100m),EACH,273.91,315,450,S
Canare,CA-L-4E6S-O100,Star Quad Mic Cable 100m Orange,EACH,273.91,315,450,S
Canare,CA-L-4E6S-P100,L-4E6S Purple 100m,EACH,273.91,315,450,I
Canare,CA-L-4E6S-R100,Star Quad microphone cable red 100m,EACH,273.91,315,450,S
Canare,CA-L-4E6S-W100,Star Quad Microphone Cable White 100m,EACH,273.91,315,450,S
Canare,CA-L-4E6S-Y100,Star Quad Microphone cable Yellow 100m,EACH,273.91,315,450,S
Canare,CA-L-5.5CUHD-BK1,75 ohm Digital Video Coaxial Cable Ultra Low Loss Coax (12G-SDI),EACH,444.35,511,730,S
Canare,CA-L-5.5CUHWSB1R,L-5.5CUHWS 12G-SDI flexible coax black 100m,R100,852.17,980,1400,S
Canare,CA-L-5.5CUHWSB2R,L-5.5CUHWS 12G-SDI flexible coax black 200m,R200,1704.35,1960,2800,S
Canare,CA-L-5CFB-B1R,75? LOW LOSS COAXIAL CABLE,EACH,267.83,308,440,I
Canare,CA-L-5CFB-B2R,L-5CFB 200m on reel,EACH,535.65,616,880,S
Canare,CA-L-5CFW-B1R,75? LOW LOSS COAXIAL CABLE,EACH,444.35,511,730,S
Canare,CA-L-5CFW-B2R,L-5CFW black 200m on drum,EACH,888.7,1022,1460,S
Canare,CA-L-5CFW-BK100,"75 OHM COAXIAL CABLE, SOLID CENTRE CONDUCTOR, 7.7MM O/D, 100M ROLL BLACK",EACH,444.35,511,730,I
Canare,CA-L-5CFW-BK200,75 Ohm Low Loss Coaxial Cable,EACH,888.7,1022,1460,I
Canare,CA-L-5D2W-GY100,"50 OHM COAXIAL CABLE, 8MM OD GREY, 100M",R100,529.56,609,870,I
Canare,CA-L-5DFB-B1R,"50 OHM COAXIAL CABLE, 7.6MM O/D, 100M ROLL, BLACK",EACH,407.83,469,670,S
Canare,CA-LV-61S-BK,75? COAXIAL CABLE (RG59B/U),EACH,340.87,392,560,S
Canare,CA-LV-61S-BL,75? COAXIAL CABLE (RG59B/U),EACH,340.87,392,560,S
Canare,CA-LV-61S-G,75? COAXIAL CABLE (RG59B/U),EACH,340.87,392,560,S
Canare,CA-LV-61S-P,LV-61S 75ohm coax purple 153m,R153,340.87,392,560,I
Canare,CA-LV-61S-R,75? COAXIAL CABLE (RG59B/U),EACH,340.87,392,560,S
Canare,CA-LV-61S-W,75? COAXIAL CABLE (RG59B/U),EACH,340.87,392,560,I
Canare,CA-LV-77S-BK,LV-77S Coax Cable 153m Canare,EACH,724.35,833,1190,I
Canare,CA-MBCP-C4,SLIM BNC CRIMP PLUG,EACH,12.17,14,20,I
Canare,CA-MCVJKA-STW,"12G-SDI staggered video jack, normal through",EACH,103.48,119,170,I
Canare,CA-MR202-16AT100,MULTICHANNEL MIC CABLE,EACH,1953.91,2247,3210,S
Canare,CA-MR202-16AT200,Canare MR202-16AT 200m,EACH,3907.83,4494,6420,I
Canare,CA-MR202-24AT100,2-cond. Shielded Multichannel,EACH,2660,3059,4370,S
Canare,CA-MR202-2AT-1R,"2 CH. MIC CABLE, BLACK 100M",EACH,292.17,336,480,S
Canare,CA-MR202-2AT-2R,"MULTI CH. MICHROPHONE CABLE, TWISTED PAIR",EACH,584.35,672,960,S
Canare,CA-MR202-4AT-1R,"MULTI CH. MICHROPHONE CABLE, TWISTED PAI",EACH,541.74,623,890,S
Canare,CA-MR202-4AT-2R,MR202-4AT black 200m on drum,R200,1083.48,1246,1780,S
Canare,CA-MR202-8AT-100,"MULTI CHANNEL MICROPHONE CABLE, TWISTED PAIR",EACH,1046.96,1204,1720,S
Canare,CA-MR202-8AT-200,"MULTI CHANNEL MICROPHONE CABLE, TWISTED PAIR",EACH,2093.91,2408,3440,S
Canare,CA-MVPC01,Mini-WECO patch cord 1m black,EACH,30.44,35,50,I
Canare,CA-RCAP-C3A,RCA CRIMP CONNECTOR,EACH,12.17,14,20,I
Canare,CA-RCAP-C3F,75 OHM RCA CRIMP PLUG,EACH,12.17,14,20,I
Canare,CA-RCAP-C3GS,CONN. RCA CRIMP TO SUIT GS-6,EACH,12.17,14,20,S
Canare,CA-RCAP-C4A,RCA CRIMP CONNECTOR,EACH,12.17,14,20,S
Canare,CA-RCAP-C4F,RCA CRIMP CONNECTOR,EACH,12.17,14,20,I
Canare,CA-RCAP-C53,RCA CRIMP CONNECTOR,EACH,12.17,14,20,I
Canare,CA-RCAP-C5A,RCA CRIMP PLUG C5A,EACH,12.17,14,20,I
Canare,CA-RCAP-C5F,RCA CRIMP CONNECTOR,EACH,12.17,14,20,I
Canare,CA-RJC5ES-4P-BS1,Canare CAT5e S/UTP flexible 100m black,EACH,687.83,791,1130,S
Canare,CA-RJC6A-4P-SFM1,CAT6A SF/UTP flexible black 100m,R100,681.74,784,1120,I
Canare,CA-TC-1,CRIMP TOOL,EACH,182.61,210,300,S
Canare,CA-TCD-3151D,DIE SET,EACH,298.26,343,490,I
Canare,CA-TCD-31C,"Die set for BCP-A41, BCP-A42",EACH,310.44,357,510,I
Canare,CA-TCD-35CA,DIE SET,EACH,200.87,231,330,S
Canare,CA-TCD-35D,Die Set for BP-C3,EACH,304.35,350,500,S
Canare,CA-TCD-451CA,"Die Set For BCP-C4B, C51 Canare",EACH,225.22,259,370,S
Canare,CA-TCD-4CA,TCD-4CA die set,EACH,237.39,273,390,S
Canare,CA-TCD-55FA,"Die set for B5F, B51F, C5F, C5FA, C77A, LC5F",EACH,273.91,315,450,S
Canare,CA-TCD-55UHD,Die set to suit BCP-D55UHD,EACH,614.78,707,1010,S
Canare,CA-TCD-57C,"Die set to suit BCP-D57, BCP-D55UHW",EACH,614.78,707,1010,S
Canare,CA-TCD-5CF,DIE SET,EACH,140,161,230,S
Canare,CA-TCD-67HD,DIE SET FOR BCP-C6HD & BCP-C7HD,EACH,273.91,315,450,I
Canare,CA-TNP-C3,"50 OHM TNC CRIMP PLUG SUITS L-3D2V,  3D-2V",EACH,12.17,14,20,I
Canare,CA-TNP-C5F,"50 OHM TNC CRIMP PLUG SUITS L-5DFB, 5D-FB",EACH,12.17,14,20,S
Canare,CA-TS100E,5 IN 1 COAXIAL CABLE STRIPPER,EACH,152.17,175,250,S
Canare,CA-TS100U,"COAXIAL CABLE STRIPPER PRESET TO CANARE L-2.5CHD, BELDEN 1855A, 1505A & 1694A",EACH,152.17,175,250,S
Canare,CA-TSC,REPLACEMENT BLADE FOR TS100E,EACH,18.26,21,30,I
Cioks,CI-1000,"Cioks Open End Flex, 120 cm (black)",EACH,4.25,4.89,6.99,S
Cioks,CI-1000-R,"Open End Flex, Round 150 cm (Black)",EACH,9.12,10.49,14.99,S
Cioks,CI-1001,"Cioks Extension Flex, 50cm (Black)",EACH,4.26,4.89,6.99,S
Cioks,CI-1002,"Cioks Split Adapter Flex, 10cm (Black)",EACH,7.3,8.39,11.99,S
Cioks,CI-1015,"Cioks Type 1 - 5,5/2,1mm DC-plug, centre negative, L-shape, 15cm (black)",EACH,4.86,5.59,7.99,S
Cioks,CI-1022,"Cioks Stack Flex - 5,5/2,1mm centre negative DC-plug / 50cm",EACH,7.3,8.39,11.99,S
Cioks,CI-1030,"Cioks Type 1 - 5,5/2,1mm DC-plug, centre negative, L-shape, 30cm (black)",EACH,4.86,5.59,7.99,S
Cioks,CI-1035,"Cioks Split Flex - 5,5/2,1mm DC-plug / 30 & 50cm",EACH,7.3,8.39,11.99,S
Cioks,CI-1050,"Cioks Type 1 - 5,5/2,1mm DC-plug, centre negative, L-shape, 50cm (black)",EACH,4.86,5.59,7.99,S
Cioks,CI-1050-I,"Cioks Type 1 - 5,5/2,1mm DC-plug, centre negative, I-shape, 50cm (black)",EACH,4.87,5.59,7.99,S
Cioks,CI-1050-LN,"Type 1 - 5,5/2,1mm DC plug, centre negative, L-shape 50cm (Black)",EACH,4.87,5.59,7.99,S
Cioks,CI-1080,"Cioks Type 1 - 5,5/2,1mm DC-plug, centre negative, L-shape, 80cm (black)",EACH,4.87,5.59,7.99,S
Cioks,CI-1533,Cioks FLEX 3-Way Daisy Chain Cable - Black 50+30+30cm,EACH,11.56,13.29,18.99,S
Cioks,CI-2030,"Cioks Type 2 - 5,5/2,1mm DC-plug, centre positive, L-shape, 30cm (red)",EACH,4.87,5.59,7.99,S
Cioks,CI-2050,"Cioks Type 2 - 5,5/2,1mm DC-plug, centre positive, L-shape, 50cm (red)",EACH,4.87,5.59,7.99,S
Cioks,CI-2050-I,"Type 2 - 5,5/2,1mm DC-plug, centre positive, I-shape 50cm (Red)",EACH,4.87,5.59,7.99,S
Cioks,CI-2200,Cioks Series Adapter Flex (white),EACH,7.3,8.39,11.99,S
Cioks,CI-2201,"Cioks Booster Flex type 1 - voltage doubler, 50cm (black)",EACH,27.99,32.19,45.99,S
Cioks,CI-2204,"Cioks Booster Flex type 4 - voltage doubler, 50cm (green)",EACH,27.99,32.19,45.99,S
Cioks,CI-3050,"Type 3 - 5,5/2,5mm DC plug, centre negative, L-shape 50cm (Yellow)",EACH,4.87,5.59,7.99,S
Cioks,CI-4022,"Cioks Stack Flex - 5,5/2,5mm centre positive DC-plug / 50cm",EACH,7.3,8.39,11.99,S
Cioks,CI-4030,"Cioks Type 4 - 5,5/2,5mm DC-plug, centre positive, L-shape, 30cm (green)",EACH,4.87,5.59,7.99,S
Cioks,CI-4050,"Cioks Type 4 - 5,5/2,5mm DC-plug, centre positive, L-shape, 50cm (green)",EACH,4.87,5.59,7.99,S
Cioks,CI-4080,"Cioks Type 4 - 5,5/2,5mm DC-plug, centre positive, L-shape, 50cm (green)",EACH,4.87,5.59,7.99,S
Cioks,CI-5015,"Cioks Type 5 - 3,5mm Jack-plug, tip positive, L-shape, 15cm (black)",EACH,4.87,5.59,7.99,S
Cioks,CI-5030,"Cioks Type 5 - 3,5mm Jack-plug, tip positive, L-shape, 30cm (black)",EACH,4.87,5.59,7.99,S
Cioks,CI-5050,"Cioks Type 5 - 3,5mm Jack-plug, tip positive, L-shape, 50cm (black)",EACH,4.87,5.59,7.99,S
Cioks,CI-5050-I,"Cioks Type 5 - 3,5mm Jack-plug, tip positive, I-shape, 50cm (black)",EACH,4.87,5.59,7.99,S
Cioks,CI-6030,"Cioks Type 6 - 9V battery clip, 30cm (black)",EACH,4.87,5.59,7.99,S
Cioks,CI-6050,"Cioks Type 6 - 9V battery clip, 50cm (black)",EACH,4.87,5.59,7.99,S
Cioks,CI-7050,"Cioks Type 7 - 2-pin DIN2 plug, I-shape, 50cm (blue)",EACH,4.87,5.59,7.99,S
Cioks,CI-8050,"Type 8 - 4,75/1,7mm DC plug, c entre positive, L-shape 50cm (Purple)",EACH,4.87,5.59,7.99,S
Cioks,CI-8800,Cioks Parallel Adapter Flex (sand grey),EACH,7.3,8.39,11.99,S
Cioks,CI-9018,Cioks Booster Flex Cable - 50cm,EACH,41.99,48.29,68.99,S
Cioks,CI-C1,Cioks CRUX Isolated 9V or 12V 8 24W,EACH,129.57,149,189,S
Cioks,CI-C4E,"Cioks CIOKS 4 (expander kit)* Expander version of CIOKS4 - 4 isolated outs, 6W ea, 660mA at 9VDC on ea, 5v USB",EACH,233.91,269,329,S
Cioks,CI-C8E,"CIOKS 8(expander kit) 8outlets in 8 isolated DC, 5V USB and 24V DC Aux Out with 2A max",EACH,329.57,379,469,S
Cioks,CI-DC7,"Cioks DC7 - 7 outlets in 7 isolated DC, 5v USB and 24V DC Aux Out with 2A max",EACH,390.43,449,579,S
Cioks,CI-GRIP-M,Cioks MINI GRIP bracket to mount CIOKS 4 to a Pedaltrain board,EACH,18.26,20.99,29.99,S
Cioks,CI-HEX,Cioks HEX KEY Set,EACH,7.3,8.39,11.99,S
Cioks,CI-SP-BUNDLE,Cioks Superpower Bundle - DC7 & C8 Giftbox,EACH,651.3,749,939,S
Digital projection,DA-105-610,Digital Projection Titan Lens 1.39 - 1.87:1 zoom,EACH,12599,14488.85,19500,I
Digital projection,DA-105-613,Digital Projection Titan Lens Throw ratio 4.16-6.96:1 4k,EACH,12899,14833.85,20000,I
Digital projection,DA-109-236,Digital Projection 1.16 ? 1.49 : 1 Titan WUXGA & 4K-UHD Lens,EACH,23499,27023.85,36000,I
Digital projection,DA-112-499,Lens E-Vision 0.76:1 on WUXGA 0.76:1 on 4K-UHD 112-499 Digital Projection,EACH,3299,3793.85,5139,S
Digital projection,DA-112-500,Lens E-Vision 1.25-1.79:1 on WUXGA Digital Projection,EACH,P.O.A.,P.O.A.,P.O.A.,I
Digital projection,DA-112-501,E-Vision 1.73-2.27:1 Lens E vision Pro,EACH,P.O.A.,P.O.A.,P.O.A.,I
Digital projection,DA-112-502,E-Vision 2.22-3.67:1 Lens,EACH,P.O.A.,P.O.A.,P.O.A.,I
Digital projection,DA-112-503,E-Vision 3.58-5.38:1 Lens,EACH,3899,4483.85,6099,I
Digital projection,DA-112-504,E-Vision 5.31-8.26:1 Lens,EACH,P.O.A.,P.O.A.,P.O.A.,I
Digital projection,DA-115-339,E vision Pro Lens 0.75-0.93:1 on WUXGA 0.74-0.93 on 4k UHD,EACH,P.O.A.,P.O.A.,P.O.A.,I
Digital projection,DA-117-341,E-Vision 0.38:1 Lens,EACH,P.O.A.,P.O.A.,P.O.A.,I
Digital projection,DA-118-053,M-Vision Laser 18K,EACH,P.O.A.,P.O.A.,P.O.A.,I
Digital projection,DA-118-150,Digital Projection E vision 4k 7500lm high brightness,EACH,P.O.A.,P.O.A.,P.O.A.,I
Digital projection,DA-118-151,E-Vision Laser 4K-UHD HC Projector Digital Projection,EACH,23399,26908.85,35999,I
Digital projection,DA-118-562,Lens E-Vision High Contrast 1.71-2.25:1 (Only E-Vision 4K HC) Digital Projection,EACH,2449,2816.35,3799,I
Digital projection,DA-118-563,E vision 4k HC lens 1.24-1.78:1 throw ratio,EACH,5199,5978.85,8119,I
Digital projection,DA-118-679,Lens E-Vision High Contrast 0.74-0.93:1 Digital Projection,EACH,7399,8508.85,10399,I
Digital projection,DA-119-704,"Titan Laser 37000 WU WUXGA (1920x1200), 37,000 lumens 18,000:1 Contrast (dynamic)",EACH,90999,104648.85,140000,I
Digital projection,DA-119-705,"TITAN Laser 33000 4k-UHD 4k (3840 x 2160), 31,000 Lumens 18,000:1 Contrast (dynamic)",EACH,93999,108098.85,145000,I
Digital projection,DA-119-735,E-Vision Laser 11000 4K UHD 11000 Lumens,EACH,28899,33233.85,44599,I
Digital projection,DA-119-837,"TITAN Laser 29000 WU WUXGA (1920 x 1200), 18,000 Lumen 10,000 : 1 Contrast (dynamic)",EACH,87999,101198.85,135299,S
Digital projection,DA-119-838,"TITAN Laser 26000 4k-UHD (3840 x 2160), 25,000 Lumens 18,000:1 Contrast (dynamic)",EACH,90999,104648.85,140000,I
Digital projection,DA-120-510,HD Lens ratio 0.37:1 right angled lens,EACH,41500,47725,64000,S
Digital projection,DA-120-511,Digital Projection 120-511 Titan WUXGA & 4K-UHD Lens 65 ? .85 : 1 (right angled),EACH,32999,37948.85,51000,I
Digital projection,DA-120-624,"Lens M-Vision Laser, motorised 0.90-1.20:1 with encoder 120-624 - Digital Projection",EACH,7499,8623.85,11699,S
Digital projection,DA-120-625,Lens M vision motorised 1.2-1.56:1 Digital Projection,EACH,6750,7762.5,10499,I
Digital projection,DA-120-626,Lens M-Vision Laser Motorised 1.50-2.00:1 with Encoder Digital Projection ,EACH,4725,5433.75,7399,I
Digital projection,DA-120-627,Lens M-Vision Laser Motorised 2.00-4.00:1 with encoder 120-627 Digital Projection,EACH,6750,7762.5,10499,I
Digital projection,DA-120-628,M vision lens 4:00-7.00:1,EACH,6750,7762.5,10499,I
Digital projection,DA-120-994,E-Vision Laser 15000 WU with COLOURBOOST + Red Laser Digital Projection,EACH,30799,35418.85,47399,I
Digital projection,DA-121-654,Digital Projection Titan 4k 41000 UHD red laser,EACH,132599,152488.85,204000,I
Digital projection,DA-121-804,E-Vision 4000 4K-UHD with 1.13-1.70:1 Fixed Lens Digital Projection,EACH,7699,8853.85,11899,I
Digital projection,DA-123-100,E-Vision Laser 13000 WUXGA with COLORBOOST + Red Laser,EACH,29999,34498.85,45999,I
Digital projection,DA-123-417,Lens M-Vision WUXGA 0.37:1,EACH,28599,32888.85,43999,I
Digital projection,DA-123-528,Digital Projection E  vision laser 10000I WUXGA,EACH,15399,17708.85,23699,I
Digital projection,DA-123-532,E vision 8000i WUXGA 7600lm laser DLP exchangeable lens Digital Projection,EACH,12199,14028.85,18899,I
Digital projection,DA-123-536,M vision 21000 WUXGA W/Colourboost + Red Laser,EACH,40999,47148.85,62999,I
Digital projection,DA-123-844,E vision 6100 Lm WUXGA with fitted 0.5:1 lens digital projection,EACH,5659,6507.85,8750,I
Digital projection,DA-123-846,Digital Projection E vision 7010 WUXGA Laser 6600lm fitted 1.15-1.9 TR zoom lens,EACH,5599,6438.85,8675,I
Duesenberg,DU-AC100,Duesenberg Fingerboard Lotion 20ml,EACH,10.43,11.99,12,S
Duesenberg,DU-AC110,Duesenberg Fingerboard Lotion 100ml,EACH,25.22,29,29,S
Duesenberg,DU-AD003,Duesenberg Scratch EX,EACH,15.65,18,18,S
Duesenberg,DU-AD004,Duesenberg The Cleaner,EACH,16.52,19,19,S
Duesenberg,DU-ADPBK,Duesenberg Polishing Cloth Black,EACH,5.22,6,6,S
Duesenberg,DU-DAC-JD-CTG,Duesenberg Alliance Series Jeff DaRosa Catalina Green Burst,EACH,4468.7,5139.01,5139,S
Duesenberg,DU-DAC-JW-BK,Duesenberg Alliance Series Joe Walsh Black,EACH,5251.3,6039,6039,S
Duesenberg,DU-DAC-JW-GB,Duesenberg Alliance Series Joe Walsh Gold Burst,EACH,5251.3,6039,6039,S
Duesenberg,DU-DAC-LD-JG,Duesenberg Alliance Series Landreth,EACH,5303.48,6099,6099,S
Duesenberg,DU-DAC-TB-QMN,Duesenberg Alliance Series Tom Bukovac Quilted Maple Natural,EACH,5320.87,6119,6119,S
Duesenberg,DU-DCB-CHG,Duesenberg Caribou Catalina Harbour Green,EACH,4051.3,4659,4659,S
Duesenberg,DU-DDC-BK,Duesenberg Double Cat Black,EACH,4051.3,4659,4659,S
Duesenberg,DU-DDC-VB,Duesenberg Double Cat Vintage Burst,EACH,4233.91,4869,4869,S
Duesenberg,DU-DFN-BK,Duesenberg Falken Tremolo Black,EACH,4512.17,5189,5189,S
Duesenberg,DU-DLS-FT-HGW,Duesenberg Fairytale Catalina Harbour Green,EACH,3999.13,4599,4599,S
Duesenberg,DU-DLS-FT-SK,Duesenberg Lap Steel Fairytale Split/King Ivory & Black,EACH,4086.09,4699,4699,S
Duesenberg,DU-DPA-BK,Duesenberg Paloma Black,EACH,4390.43,5048.99,5049,S
Duesenberg,DU-DPA-BKS,Duesenberg Paloma Black Sparkle,EACH,4468.7,5139.01,5139,S
Duesenberg,DU-DPA-CHG,Duesenberg Paloma Catalina Harbour Green,EACH,4468.7,5139.01,5139,S
Duesenberg,DU-DPA-CTB,Duesenberg Paloma Catalina Blue,EACH,4468.7,5139.01,5139,S
Duesenberg,DU-DPA-RDS,Duesenberg Paloma Red Sparkle,EACH,4468.7,5139.01,5139,S
Duesenberg,DU-DPA-VB,Duesenberg Paloma Vintage Burst,EACH,4390.43,5048.99,5049,S
Duesenberg,DU-DPA-WH,Duesenberg Paloma White,EACH,4390.43,5048.99,5049,S
Duesenberg,DU-DS009,Duesenberg Strings 009-011-016-024-032-042 *(12),EACH,21.73,24.99,24.99,S
Duesenberg,DU-DS3-CTB,Duesenberg Starplayer III Catalina Blue,EACH,4260,4899,4260,S
Duesenberg,DU-DSA10,Duesenberg Strings 010-013-017-028-042-050 *(12) FACTORY STD,EACH,21.73,24.99,24.99,S
Duesenberg,DU-DSL16,Duesenberg Strings Lapsteel 016-056 *(12),EACH,30.43,34.99,34.99,S
Duesenberg,DU-DTF-BK,Duesenberg Starplayer TV Fullerton Black,EACH,4668.7,5369.01,5369,S
Duesenberg,DU-DTF-VW,Duesenberg Starplayer TV Fullerton Vintage White,EACH,4668.7,5369.01,5369,S
Duesenberg,DU-DTV-BK,Duesenberg Starplayer TV Black,EACH,4468.7,5139.01,5139,S
Duesenberg,DU-DTV-BKS,Duesenberg Starplayer TV Black Sparkle,EACH,4668.7,5369.01,5369,S
Duesenberg,DU-DTV-BLS,Duesenberg Starplayer TV Blue Sparkle ,EACH,4668.7,5369.01,5369,S
Duesenberg,DU-DTV-CAB,Duesenberg Starplayer TV Catalina Avalon Blue,EACH,4668.7,5369.01,5369,S
Duesenberg,DU-DTV-CHG,Duesenberg Starplayer TV Catalina Harbour Green,EACH,4668.7,5369.01,5369,S
Duesenberg,DU-DTV-CM-BK,Duesenberg Starplayer TC Collection Custom 3 Pickups Black,EACH,5364.35,6169,6169,S
Duesenberg,DU-DTV-CSR,Duesenberg Starplayer TV Catalina Sunset Rose,EACH,4668.7,5369.01,5369,S
Duesenberg,DU-DTV-GPU,Duesenberg Starplayer TV Galaxy Burst,EACH,5042.61,5799,5799,S
Duesenberg,DU-DTV-GT,Duesenberg Starplayer TV Gold Top,EACH,4668.7,5369.01,5369,S
Duesenberg,DU-DTV-MC,Duesenberg Alliance Series Mike Campbell 30th Anniversary Blue/White,EACH,5425.22,6239,6239,S
Duesenberg,DU-DTV-NB,Duesenberg Starplayer TV Narvik Blue,EACH,4468.7,5139.01,5139,S
Duesenberg,DU-DTV-PC-BK,Duesenberg Starplayer TV Collection Phonic Black,EACH,5364.35,6169,6169,S
Duesenberg,DU-DTV-PC-VNW,Duesenberg Starplayer TV Collection Phonic Venetian White,EACH,5364.35,6169,6169,S
Duesenberg,DU-DTV-RDS,Duesenberg Starplayer TV Red Sparkle,EACH,4668.7,5369.01,5369,S
Duesenberg,DU-DTV-SG,Duesenberg Starplayer TV Surf Green,EACH,4468.7,5139.01,5139,S
Duesenberg,DU-DTV-SS,Duesenberg Starplayer TV Silver Sparkle,EACH,4668.7,5369.01,5369,S
Duesenberg,DU-DTV-VB,Duesenberg Starplayer TV Vintage Burst,EACH,4468.7,5139.01,5139,S
Duesenberg,DU-DTV-VO,Duesenberg Starplayer TV Vintage Orange,EACH,4468.7,5139.01,5139,S
Duesenberg,DU-DTV-VW,Duesenberg Starplayer Vintage White,EACH,4468.7,5139.01,5139,S
Duesenberg,DU-DUESBG,Duesenberg Custom Line Bag - Guitar,EACH,207.83,239,239,S
Duesenberg,DU-EPDSN,"Duesenberg Drop Stop, Nickel",EACH,34.78,40,40,S
Dynaudio,DY-18S,"Dynaudio Active Dual 9.5""long throw subwoofer system. 500w amp module",EACH,1947.22,2239.3,3199,S
Dynaudio,DY-9S,"Dynaudio 9S Active 9.5""long throw subwoofer system.  300w amp module",EACH,1247.22,1434.3,2049,S
Dynaudio,DY-BM15A-L,Dynaudio BM15A 2-Way Active Nearfield Monitor - LEFT (SINGLE),EACH,1801.43,2071.65,2959.5,S
Dynaudio,DY-BM15A-R,Dynaudio BM15A 2-Way Active Nearfield Monitor - RIGHT (SINGLE),EACH,1801.43,2071.65,2959.5,S
Dynaudio,DY-BM5-MK3,"Dynaudio BM5 MKIII, Nearfield Monitor, 7"" Woofer (SINGLE)",EACH,729.83,839.3,1199,S
Dynaudio,DY-BM6A,Dynaudio BM6A 2-Way Active Nearfield Monitor (EACH),EACH,1326.65,1525.65,2179.5,S
Dynaudio,DY-CORE-47-L,"Dynaudio CORE 47 - 3-Way Nearfiled/Midfield Monitor with 7"" Woofer - Dark Grey -Left",EACH,3043.17,3499.65,4999.5,S
Dynaudio,DY-CORE-47-R,"Dynaudio CORE 47 - 3-Way Nearfiled/Midfield Monitor with 7"" Woofer - Dark Grey -Right",EACH,3043.17,3499.65,4999.5,S
Dynaudio,DY-CORE-59,"Dynaudio CORE 59 - Single, 3-Way Nearfield / Midfield Monitor with 9.5"" Woofer - Black",EACH,3743.17,4304.65,6149.5,S
Dynaudio,DY-CORE-7,"Dynaudio CORE 7 - Single, 2-Way Nearfield Monitor, with 7"" Woofer - Black",EACH,2355.35,2708.65,3869.5,S
Dynaudio,DY-CORE-SUB,"Dynaudio CORE SUB - Subwoofer - 1000 W Amplification- 4 x 9"" woofers -  13.5 Hz – 200 Hz (-6dB)",EACH,4851,5578.65,7969.5,S
