Manufacturer,Part Number,Short Description,Unit of Measure,NZD MSRP,Dealer's Cost Column 1,Description of Cost for Column 1,Column1,Column2,Column3,Column4,Column5,Column6,Column7,UL/ETL Listed,Currency,DIM Weight,Weight Unit of Measure,SKU/UPC,Model Name,Long Description,Other Description,Serialized Item,Not Available for Sale,Item Status,Manufacturer's Category,Replacement Item Part Number,Replacement Item Model Name,Required Accessories,Optional Accessories,MAP (Minimum Advertised Price),GSA Cost Price,GSA Sell Price,Discount-Off List,Freight Policy,FOB/Ex-works,Freight Class,Drop Ship Y/N?,U.S Energy Star Y/N?,TAA Compliant Y/N?,Certificate of Origin,URL/Link,Manufacturer's Division,InfoComm iQ Category,InfoComm Member Number,Notes,,,
Biamp Systems,911.1283.900,R2-94MAX,EA,10087,6052,NZD MSRP - 40%,,,,,,,,N,NZD,56.699,Kg,,R2-94MAX,Full-Range 3-Way Dual 12-Inch High Output 90 X 40,"Loudspeakers, Outdoor",y,n,Current,Community,,,,,10087,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1284.900,R2-94Z,EA,6967,4180,NZD MSRP - 40%,,,,,,,,N,NZD,56.245408,Kg,,R2-94Z,Full-Range 3-Way Dual 12-Inch High Output Horn Loaded 90 X 40,"Loudspeakers, Outdoor",y,n,Current,Community,,,,,6967,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1285.900,R2-94Z-EN,EA,7883,4730,NZD MSRP - 40%,,,,,,,,N,NZD,56.245408,Kg,,R2-94Z-EN,R2-94Z with EN 54-24 certification,"Loudspeakers, EN 54-24 ",y,n,Current,Community,,,,,7883,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1286.900,R2-MAX-CTO,EA,CALL FOR QUOTE,CALL FOR QUOTE,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,R2-MAX-CTO,R2-Max Configured-To-Order (CTO),"Loudspeakers, Outdoor",y,n,Current,Community,,,,,CALL FOR QUOTE,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,"Contact Biamp for Options, Price and Lead Time",,,
Biamp Systems,911.1287.900,R2-xx-CTO,EA,CALL FOR QUOTE,CALL FOR QUOTE,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,R2-xx-CTO,R2 Configured-To-Order,"Loudspeakers, Outdoor",y,n,Current,Community,,,,,CALL FOR QUOTE,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,"Contact Biamp for Options, Price and Lead Time",,,
Biamp Systems,911.1293.900,R-FRY35,EA,277,166,NZD MSRP - 40%,,,,,,,,N,NZD,2.26796,Kg,,R-FRY35,Full Rotation Yoke for R.35 Enclosures (Grey),Loudspeaker Accessories,n,n,Current,Community,,,,,277,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1294.900,R-FRY35B,EA,277,166,NZD MSRP - 40%,,,,,,,,N,NZD,2.26796,Kg,,R-FRY35B,Full Rotation Yoke for R.35 Enclosures (Black),Loudspeaker Accessories,n,n,Current,Community,,,,,277,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1295.900,RMG-200A,EA,2477,1486,NZD MSRP - 40%,,,,,,,,N,NZD,12.246984,Kg,,RMG-200A,Voice Range Announcement System,"Loudspeakers, Voice Projection",y,n,Current,Community,,,,,2477,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1296.900,RMG-200AT,EA,2660,1596,NZD MSRP - 40%,,,,,,,,N,NZD,12.7912944,Kg,,RMG-200AT,Voice Range Announcement System 70V/100V,"Loudspeakers, Voice Projection",y,n,Current,Community,,,,,2660,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1297.900,RMG-GRL,EA,257,154,NZD MSRP - 40%,,,,,,,,N,NZD,1.360776,Kg,,RMG-GRL,Grille Kit For RMG-200 Loudspeakers,Loudspeaker Accessories,n,n,Current,Community,,,,,257,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1298.900,RSH-462,EA,6420,3852,NZD MSRP - 40%,,,,,,,,N,NZD,37.194544,Kg,,RSH-462,Exponential FocusedArray™ High Level Horn System,"Loudspeakers, Voice Projection",y,n,Current,Community,,,,,6420,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1299.900,RSH-GRL,EA,607,364,NZD MSRP - 40%,,,,,,,,N,NZD,4.082328,Kg,,RSH-GRL,Grille Kit For RSH-462 Loudspeakers,Loudspeaker Accessories,n,n,Current,Community,,,,,607,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1300.900,R-VTY15,EA,250,150,NZD MSRP - 40%,,,,,,,,N,NZD,1.13398,Kg,,R-VTY15,Vari-Tilt Yoke for R.15 Enclosures (Grey),Loudspeaker Accessories,n,n,Current,Community,,,,,250,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1301.900,R-VTY15B,EA,250,150,NZD MSRP - 40%,,,,,,,,N,NZD,1.13398,Kg,,R-VTY15B,Vari-Tilt Yoke for R.15 Enclosures (Black),Loudspeaker Accessories,n,n,Current,Community,,,,,250,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1302.900,R-VTY35,EA,350,210,NZD MSRP - 40%,,,,,,,,N,NZD,3.175144,Kg,,R-VTY35,Vari-Tilt Yoke for R.35 Enclosures (Grey),Loudspeaker Accessories,n,n,Current,Community,,,,,350,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1303.900,R-VTY35B,EA,350,210,NZD MSRP - 40%,,,,,,,,N,NZD,3.175144,Kg,,R-VTY35B,Vari-Tilt Yoke for R.35 Enclosures (Black),Loudspeaker Accessories,n,n,Current,Community,,,,,350,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1304.900,SBR54B,EA,1450,870,NZD MSRP - 40%,,,,,,,,N,NZD,20.41164,Kg,,SBR54B,"I SERIES Subwoofer Behind Balancepoint Fly Rails (54"") Black",Loudspeaker Accessories,n,n,Current,Community,,,,,1450,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1305.900,SBR54W,EA,1450,870,NZD MSRP - 40%,,,,,,,,N,NZD,20.41164,Kg,,SBR54W,"I SERIES Subwoofer Behind Balancepoint Fly Rails (54"") White",Loudspeaker Accessories,n,n,Current,Community,,,,,1450,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1306.900,TRC400,EA,643,386,NZD MSRP - 40%,,,,,,,,N,NZD,4.53592,Kg,,TRC400,"Transformer 400W, 4 Ohms",Loudspeaker Accessories,n,n,Current,Community,,,,,643,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1307.900,TRC400-8,EA,643,386,NZD MSRP - 40%,,,,,,,,N,NZD,4.53592,Kg,,TRC400-8,"Tranformer 400W, 8 Ohms",Loudspeaker Accessories,n,n,Current,Community,,,,,643,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0566.900,V2-1296B,EA,1723,1034,NZD MSRP - 40%,,,,,,,,N,NZD,21.772416,Kg,,V2-1296B,Full-Range 2-Way 12-Inch 90 X 60 Black,"Loudspeakers, Point Source",y,n,Current,Community,,,,,1723,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0567.900,V2-1296W,EA,1723,1034,NZD MSRP - 40%,,,,,,,,N,NZD,21.772416,Kg,,V2-1296W,Full-Range 2-Way 12-Inch 90 X 60 White,"Loudspeakers, Point Source",y,n,Current,Community,,,,,1723,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0568.900,V2-1596B,EA,2017,1210,NZD MSRP - 40%,,,,,,,,N,NZD,27.21552,Kg,,V2-1596B,Full-Range 2-Way 15-Inch 90 X 60 Black,"Loudspeakers, Point Source",y,n,Current,Community,,,,,2017,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0569.900,V2-1596W,EA,2017,1210,NZD MSRP - 40%,,,,,,,,N,NZD,27.21552,Kg,,V2-1596W,Full-Range 2-Way 15-Inch 90 X 60 White,"Loudspeakers, Point Source",y,n,Current,Community,,,,,2017,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0578.900,V2-212SB,EA,2017,1210,NZD MSRP - 40%,,,,,,,,N,NZD,36.28736,Kg,,V2-212SB,Subwoofer 2 X 12-Inch Black,Subwoofers,y,n,Current,Community,,,,,2017,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0580.900,V2-215SB,EA,2753,1652,NZD MSRP - 40%,,,,,,,,N,NZD,51.709488,Kg,,V2-215SB,Subwoofer 2 X 15-Inch Black,Subwoofers,y,n,Current,Community,,,,,2753,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1308.900,V2-26B,EA,1377,826,NZD MSRP - 40%,,,,,,,,N,NZD,15.422128,Kg,,V2-26B,Full-Range 2-Way Dual 6-Inch 90 X 70 Black,"Loudspeakers, Compact Point Source",y,n,Current,Community,,,,,1377,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1309.900,V2-26W,EA,1377,826,NZD MSRP - 40%,,,,,,,,N,NZD,15.422128,Kg,,V2-26W,Full-Range 2-Way Dual 6-Inch 90 X 70 White,"Loudspeakers, Compact Point Source",y,n,Current,Community,,,,,1377,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0574.900,V2-28B,EA,1507,904,NZD MSRP - 40%,,,,,,,,N,NZD,19.958048,Kg,,V2-28B,Full-Range 2-Way Dual 8-Inch 90 X 70 Black,"Loudspeakers, Compact Point Source",y,n,Current,Community,,,,,1507,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0575.900,V2-28BT,EA,1617,970,NZD MSRP - 40%,,,,,,,,N,NZD,20.865232,Kg,,V2-28BT,Full-Range 2-Way Dual 8-Inch 90 X 70 70V/100V Black,"Loudspeakers, Compact Point Source",y,n,Current,Community,,,,,1617,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0576.900,V2-28W,EA,1507,904,NZD MSRP - 40%,,,,,,,,N,NZD,19.958048,Kg,,V2-28W,Full-Range 2-Way Dual 8-Inch 90 X 70 White,"Loudspeakers, Compact Point Source",y,n,Current,Community,,,,,1507,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0577.900,V2-28WT,EA,1617,970,NZD MSRP - 40%,,,,,,,,N,NZD,20.865232,Kg,,V2-28WT,Full-Range 2-Way Dual 8-Inch 90 X 70 70V/100V White,"Loudspeakers, Compact Point Source",y,n,Current,Community,,,,,1617,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1310.900,V2-3294B,EA,2387,1432,NZD MSRP - 40%,,,,,,,,N,NZD,29.937072,Kg,,V2-3294B,Full-Range 3-Way 12-Inch 90 X 40 Black,"Loudspeakers, Point Source",y,n,Current,Community,,,,,2387,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1311.900,V2-3294W,EA,2387,1432,NZD MSRP - 40%,,,,,,,,N,NZD,29.937072,Kg,,V2-3294W,Full-Range 3-Way 12-Inch 90 X 40 White,"Loudspeakers, Point Source",y,n,Current,Community,,,,,2387,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1312.900,V2-3594B,EA,2660,1596,NZD MSRP - 40%,,,,,,,,N,NZD,32.658624,Kg,,V2-3594B,Full-Range 3-Way 15-Inch 90 X 40 Black,"Loudspeakers, Point Source",y,n,Current,Community,,,,,2660,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1313.900,V2-3594W,EA,2660,1596,NZD MSRP - 40%,,,,,,,,N,NZD,32.658624,Kg,,V2-3594W,Full-Range 3-Way 15-Inch 90 X 40 White,"Loudspeakers, Point Source",y,n,Current,Community,,,,,2660,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1314.900,V2-6B,EA,1063,638,NZD MSRP - 40%,,,,,,,,N,NZD,11.3398,Kg,,V2-6B,Full-Range 2-Way 6-Inch 90 X 70 Black,"Loudspeakers, Compact Point Source",y,n,Current,Community,,,,,1063,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1315.900,V2-6W,EA,1063,638,NZD MSRP - 40%,,,,,,,,N,NZD,11.3398,Kg,,V2-6W,Full-Range 2-Way 6-Inch 90 X 70 White,"Loudspeakers, Compact Point Source",y,n,Current,Community,,,,,1063,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0570.900,V2-8B,EA,1157,694,NZD MSRP - 40%,,,,,,,,N,NZD,14.514944,Kg,,V2-8B,Full-Range 2-Way 8-Inch 90 X 70 Black,"Loudspeakers, Compact Point Source",y,n,Current,Community,,,,,1157,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0571.900,V2-8BT,EA,1287,772,NZD MSRP - 40%,,,,,,,,N,NZD,15.422128,Kg,,V2-8BT,Full-Range 2-Way 8-Inch 90 X 70 70V/100V Black,"Loudspeakers, Compact Point Source",y,n,Current,Community,,,,,1287,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0572.900,V2-8W,EA,1157,694,NZD MSRP - 40%,,,,,,,,N,NZD,14.514944,Kg,,V2-8W,Full-Range 2-Way 8-Inch 90 X 70 White,"Loudspeakers, Compact Point Source",y,n,Current,Community,,,,,1157,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0573.900,V2-8WT,EA,1287,772,NZD MSRP - 40%,,,,,,,,N,NZD,15.422128,Kg,,V2-8WT,Full-Range 2-Way 8-Inch 90 X 70 70V/100V White,"Loudspeakers, Compact Point Source",y,n,Current,Community,,,,,1287,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1316.900,VAB-BFR38B,EA,1450,870,NZD MSRP - 40%,,,,,,,,N,NZD,18.14368,Kg,,VAB-BFR38B,I SERIES Subwoofer Above Full-Range Vertical Array Black,Loudspeaker Accessories,n,n,Current,Community,,,,,1450,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1317.900,VAB-BFR38W,EA,1450,870,NZD MSRP - 40%,,,,,,,,N,NZD,8.164656,Kg,,VAB-BFR38W,I SERIES Subwoofer Above Full-Range Vertical Array White,Loudspeaker Accessories,n,n,Current,Community,,,,,1450,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0611.900,VB-TILT,EA,173,104,NZD MSRP - 40%,,,,,,,,N,NZD,1.360776,Kg,,VB-TILT,Tilting Bracket Black,Loudspeaker Accessories,n,n,Current,Community,,,,,173,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0612.900,VB-TILTW,EA,173,104,NZD MSRP - 40%,,,,,,,,N,NZD,1.360776,Kg,,VB-TILTW,Tilting Bracket White,Loudspeaker Accessories,n,n,Current,Community,,,,,173,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0613.900,VB-VST,EA,303,182,NZD MSRP - 40%,,,,,,,,N,NZD,3.175144,Kg,,VB-VST,Versatilt Bracket Black,Loudspeaker Accessories,n,n,Current,Community,,,,,303,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0614.900,VB-VSTW,EA,303,182,NZD MSRP - 40%,,,,,,,,N,NZD,3.175144,Kg,,VB-VSTW,Versatilt Bracket White,Loudspeaker Accessories,n,n,Current,Community,,,,,303,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0615.900,VB-VY12,EA,827,496,NZD MSRP - 40%,,,,,,,,N,NZD,9.979024,Kg,,VB-VY12,Vertical Yoke for V2-12 Black,Loudspeaker Accessories,n,n,Current,Community,,,,,827,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0616.900,VB-VY12W,EA,827,496,NZD MSRP - 40%,,,,,,,,N,NZD,9.979024,Kg,,VB-VY12W,Vertical Yoke for V2-12 White,Loudspeaker Accessories,n,n,Current,Community,,,,,827,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0617.900,VB-VY15,EA,847,508,NZD MSRP - 40%,,,,,,,,N,NZD,10.432616,Kg,,VB-VY15,Vertical Yoke for V2-15 Black,Loudspeaker Accessories,n,n,Current,Community,,,,,847,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0618.900,VB-VY15W,EA,847,508,NZD MSRP - 40%,,,,,,,,N,NZD,10.432616,Kg,,VB-VY15W,Vertical Yoke for V2-15 White,Loudspeaker Accessories,n,n,Current,Community,,,,,847,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1318.900,VB-VY26,EA,460,276,NZD MSRP - 40%,,,,,,,,N,NZD,4.53592,Kg,,VB-VY26,Vertical Yoke for V2-26 Black,Loudspeaker Accessories,n,n,Current,Community,,,,,460,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1319.900,VB-VY26W,EA,460,276,NZD MSRP - 40%,,,,,,,,N,NZD,4.53592,Kg,,VB-VY26W,Vertical Yoke for V2-26 White,Loudspeaker Accessories,n,n,Current,Community,,,,,460,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0619.900,VB-VY28,EA,477,286,NZD MSRP - 40%,,,,,,,,N,NZD,4.989512,Kg,,VB-VY28,Vertical Yoke for V2-28 Black,Loudspeaker Accessories,n,n,Current,Community,,,,,477,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0620.900,VB-VY28W,EA,477,286,NZD MSRP - 40%,,,,,,,,N,NZD,4.989512,Kg,,VB-VY28W,Vertical Yoke for V2-28 White,Loudspeaker Accessories,n,n,Current,Community,,,,,477,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1320.900,VB-VY32,EA,880,528,NZD MSRP - 40%,,,,,,,,N,NZD,10.886208,Kg,,VB-VY32,Vertical Yoke for V2-32 Black,Loudspeaker Accessories,n,n,Current,Community,,,,,880,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1321.900,VB-VY32W,EA,880,528,NZD MSRP - 40%,,,,,,,,N,NZD,10.886208,Kg,,VB-VY32W,Vertical Yoke for V2-32 White,Loudspeaker Accessories,n,n,Current,Community,,,,,880,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1322.900,VB-VY35,EA,900,540,NZD MSRP - 40%,,,,,,,,N,NZD,11.793392,Kg,,VB-VY35,Vertical Yoke for V2-35 Black,Loudspeaker Accessories,n,n,Current,Community,,,,,900,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1323.900,VB-VY35W,EA,900,540,NZD MSRP - 40%,,,,,,,,N,NZD,11.793392,Kg,,VB-VY35W,Vertical Yoke for V2-35 White,Loudspeaker Accessories,n,n,Current,Community,,,,,900,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1324.900,VB-VY6,EA,407,244,NZD MSRP - 40%,,,,,,,,N,NZD,3.855532,Kg,,VB-VY6,Vertical Yoke for V2-6 Black,Loudspeaker Accessories,n,n,Current,Community,,,,,407,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1325.900,VB-VY6W,EA,407,244,NZD MSRP - 40%,,,,,,,,N,NZD,3.855532,Kg,,VB-VY6W,Vertical Yoke for V2-6 White,Loudspeaker Accessories,n,n,Current,Community,,,,,407,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0621.900,VB-VY8,EA,433,260,NZD MSRP - 40%,,,,,,,,N,NZD,4.082328,Kg,,VB-VY8,Vertical Yoke for V2-8 Black,Loudspeaker Accessories,n,n,Current,Community,,,,,433,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0622.900,VB-VY8W,EA,433,260,NZD MSRP - 40%,,,,,,,,N,NZD,4.082328,Kg,,VB-VY8W,Vertical Yoke for V2-8 White,Loudspeaker Accessories,n,n,Current,Community,,,,,433,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0623.900,VB-Y12,EA,377,226,NZD MSRP - 40%,,,,,,,,N,NZD,4.989512,Kg,,VB-Y12,Yoke Bracket for V2-12 Black,Loudspeaker Accessories,n,n,Current,Community,,,,,377,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0624.900,VB-Y12W,EA,377,226,NZD MSRP - 40%,,,,,,,,N,NZD,4.989512,Kg,,VB-Y12W,Yoke Bracket for V2-12 White,Loudspeaker Accessories,n,n,Current,Community,,,,,377,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0625.900,VB-Y15,EA,407,244,NZD MSRP - 40%,,,,,,,,N,NZD,5.443104,Kg,,VB-Y15,Yoke Bracket for V2-15 Black,Loudspeaker Accessories,n,n,Current,Community,,,,,407,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0626.900,VB-Y15W,EA,407,244,NZD MSRP - 40%,,,,,,,,N,NZD,5.443104,Kg,,VB-Y15W,Yoke Bracket for V2-15 White,Loudspeaker Accessories,n,n,Current,Community,,,,,407,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1326.900,VB-Y32,EA,433,260,NZD MSRP - 40%,,,,,,,,N,NZD,5.443104,Kg,,VB-Y32,Yoke Bracket for V2-32 Black,Loudspeaker Accessories,n,n,Current,Community,,,,,433,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1327.900,VB-Y32W,EA,433,260,NZD MSRP - 40%,,,,,,,,N,NZD,5.443104,Kg,,VB-Y32W,Yoke Bracket for V2-32 White,Loudspeaker Accessories,n,n,Current,Community,,,,,433,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1328.900,VB-Y35,EA,460,276,NZD MSRP - 40%,,,,,,,,N,NZD,5.443104,Kg,,VB-Y35,Yoke Bracket for V2-35 Black,Loudspeaker Accessories,n,n,Current,Community,,,,,460,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1329.900,VB-Y35W,EA,460,276,NZD MSRP - 40%,,,,,,,,N,NZD,5.443104,Kg,,VB-Y35W,Yoke Bracket for V2-35 White,Loudspeaker Accessories,n,n,Current,Community,,,,,460,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0627.900,VFKIT,EA,240,144,NZD MSRP - 40%,,,,,,,,N,NZD,2.26796,Kg,,VFKIT,Vertical Flying Kit Black,Loudspeaker Accessories,n,n,Current,Community,,,,,240,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0628.900,VFKITW,EA,240,144,NZD MSRP - 40%,,,,,,,,N,NZD,2.26796,Kg,,VFKITW,Vertical Flying Kit White,Loudspeaker Accessories,n,n,Current,Community,,,,,240,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0582.900,VLF208B,EA,1413,848,NZD MSRP - 40%,,,,,,,,N,NZD,20.865232,Kg,,VLF208B,Dual 8-Inch Subwoofer (Black),Subwoofers,y,n,Current,Community,,,,,1413,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0584.900,VLF208LV-BI,EA,1617,970,NZD MSRP - 40%,,,,,,,,N,NZD,25.854744,Kg,,VLF208LV-BI,"Dual 8-Inch ""Large Volume"" Subwoofer (Black)",Subwoofers,y,n,Current,Community,,,,,1617,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0585.900,VLF208LV-WI,EA,1617,970,NZD MSRP - 40%,,,,,,,,N,NZD,25.854744,Kg,,VLF208LV-WI,"Dual 8-Inch ""Large Volume"" Subwoofer (White)",Subwoofers,y,n,Current,Community,,,,,1617,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0583.900,VLF208W,EA,1413,848,NZD MSRP - 40%,,,,,,,,N,NZD,20.865232,Kg,,VLF208W,Dual 8-Inch Subwoofer (White),Subwoofers,y,n,Current,Community,,,,,1413,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0629.900,VLF-Y208,EA,193,116,NZD MSRP - 40%,,,,,,,,N,NZD,3.175144,Kg,,VLF-Y208,VLF208 Yoke Bracket Black,Loudspeaker Accessories,n,n,Current,Community,,,,,193,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0630.900,VLF-Y208W,EA,193,116,NZD MSRP - 40%,,,,,,,,N,NZD,3.175144,Kg,,VLF-Y208W,VLF208 Yoke Bracket White,Loudspeaker Accessories,n,n,Current,Community,,,,,193,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
