Manufacturer,Part Number,Short Description,Unit of Measure,NZD MSRP,Dealer's Cost Column 1,Description of Cost for Column 1,Column1,Column2,Column3,Column4,Column5,Column6,Column7,UL/ETL Listed,Currency,DIM Weight,Weight Unit of Measure,SKU/UPC,Model Name,Long Description,Other Description,Serialized Item,Not Available for Sale,Item Status,Manufacturer's Category,Replacement Item Part Number,Replacement Item Model Name,Required Accessories,Optional Accessories,MAP (Minimum Advertised Price),GSA Cost Price,GSA Sell Price,Discount-Off List,Freight Policy,FOB/Ex-works,Freight Class,Drop Ship Y/N?,U.S Energy Star Y/N?,TAA Compliant Y/N?,Certificate of Origin,URL/Link,Manufacturer's Division,InfoComm iQ Category,InfoComm Member Number,Notes,,,
Biamp Systems,911.1330.900,VSB3-BFR22B,EA,2200,1320,NZD MSRP - 40%,,,,,,,,N,NZD,16.782904,Kg,,VSB3-BFR22B,I SERIES Dual Vertical Splay Kit for 3-Way Models Black,Loudspeaker Accessories,n,n,Current,Community,,,,,2200,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1331.900,VSB3-BFR22W,EA,2200,1320,NZD MSRP - 40%,,,,,,,,N,NZD,16.782904,Kg,,VSB3-BFR22W,I SERIES Dual Vertical Splay Kit for 3-Way Models White,Loudspeaker Accessories,n,n,Current,Community,,,,,2200,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1332.900,VSB3-SBR54B,EA,3027,1816,NZD MSRP - 40%,,,,,,,,N,NZD,22.226008,Kg,,VSB3-SBR54B,I SERIES Dual Vertical Splay w/ Ext Kit for 3-Way Models Black,Loudspeaker Accessories,n,n,Current,Community,,,,,3027,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1333.900,VSB3-SBR54W,EA,3027,1816,NZD MSRP - 40%,,,,,,,,N,NZD,22.226008,Kg,,VSB3-SBR54W,I SERIES Dual Vertical Splay w/ Ext Kit for 3-Way Models White,Loudspeaker Accessories,n,n,Current,Community,,,,,3027,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1334.900,VSB-BFR22B,EA,2017,1210,NZD MSRP - 40%,,,,,,,,N,NZD,14.514944,Kg,,VSB-BFR22B,I SERIES Dual Vertical Splay Kit for 2-Way Models Black,Loudspeaker Accessories,n,n,Current,Community,,,,,2017,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1335.900,VSB-BFR22W,EA,2017,1210,NZD MSRP - 40%,,,,,,,,N,NZD,14.514944,Kg,,VSB-BFR22W,I SERIES Dual Vertical Splay Kit for 2-Way Models White,Loudspeaker Accessories,n,n,Current,Community,,,,,2017,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1336.900,VSB-SBR54B,EA,2843,1706,NZD MSRP - 40%,,,,,,,,N,NZD,19.504456,Kg,,VSB-SBR54B,I SERIES Dual Vertical Splay with Ext Kit for 2-Way Models Black,Loudspeaker Accessories,n,n,Current,Community,,,,,2843,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1337.900,VSB-SBR54W,EA,2843,1706,NZD MSRP - 40%,,,,,,,,N,NZD,19.504456,Kg,,VSB-SBR54W,I SERIES Dual Vertical Splay with Ext Kit for 2-Way Models White,Loudspeaker Accessories,n,n,Current,Community,,,,,2843,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1338.900,W2-218,EA,2583,1550,NZD MSRP - 40%,,,,,,,,N,NZD,10.5233344,Kg,,W2-218,Full-Range 2-Way 8-Inch Compact System (Black),"Loudspeakers, Outdoor",y,n,Current,Community,,,,,2583,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1339.900,W2-218T,EA,2753,1652,NZD MSRP - 40%,,,,,,,,N,NZD,11.793392,Kg,,W2-218T,Full-Range 2-Way 8-Inch Compact System 70V/100V (Black),"Loudspeakers, Outdoor",y,n,Current,Community,,,,,2753,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1340.900,W2-218W,EA,2583,1550,NZD MSRP - 40%,,,,,,,,N,NZD,10.5233344,Kg,,W2-218W,Full-Range 2-Way 8-Inch Compact System (White),"Loudspeakers, Outdoor",y,n,Current,Community,,,,,2583,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1341.900,W2-218WT,EA,2753,1652,NZD MSRP - 40%,,,,,,,,N,NZD,11.793392,Kg,,W2-218WT,Full-Range 2-Way 8-Inch Compact System 70V/100V White),"Loudspeakers, Outdoor",y,n,Current,Community,,,,,2753,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1346.900,W2-2W8,EA,4167,2500,NZD MSRP - 40%,,,,,,,,N,NZD,19.958048,Kg,,W2-2W8,"Two-Way 8-Inch ""Wide"" Compact System (Black)","Loudspeakers, Outdoor",y,n,Current,Community,,,,,4167,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1347.900,W2-2W8T,EA,4333,2600,NZD MSRP - 40%,,,,,,,,N,NZD,21.772416,Kg,,W2-2W8T,"Two-Way 8-Inch ""Wide"" Compact System 70V/100V (Black)","Loudspeakers, Outdoor",y,n,Current,Community,,,,,4333,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1348.900,W2-2W8W,EA,4167,2500,NZD MSRP - 40%,,,,,,,,N,NZD,19.958048,Kg,,W2-2W8W,"Two-Way 8-Inch ""Wide"" Compact System (White)","Loudspeakers, Outdoor",y,n,Current,Community,,,,,4167,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.1349.900,W2-2W8WT,EA,4333,2600,NZD MSRP - 40%,,,,,,,,N,NZD,21.772416,Kg,,W2-2W8WT,"Two-Way 8-Inch ""Wide"" Compact System 70V/100V (White)","Loudspeakers, Outdoor",y,n,Current,Community,,,,,4333,,,,,PO,Standard Freight,n,n,Y,USA,https://www.biamp.com,Community,,4911,,,,
Biamp Systems,911.0516.900,Crowd Mics ATOM,EA,4167,2500,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Crowd Mics ATOM,AV interface and host device for Crowd Mics,Audience Engagement,y,n,Current,Crowd Mics,,,Current version of Software,SageVue,4167,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Crowd Mics,,4911,,,,
Biamp Systems,900.0022.900,Crowd Mics Online - Device License (annual),EA,0,0,NZD MSRP - 40%,,,,,,,,N,NZD,n/a,Kg,,Crowd Mics Online - Device License (annual),Device license for online Crowd Mics events (annual),Audience Engagement,n,n,Current,Crowd Mics,,,Current version of Software,,FREE,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Crowd Mics,,4911,,,,
Biamp Systems,900.0021.900,Crowd Mics Online - Device License (monthly),EA,0,0,NZD MSRP - 40%,,,,,,,,N,NZD,n/a,Kg,,Crowd Mics Online - Device License (monthly),Device license for online Crowd Mics events (monthly),Audience Engagement,n,n,Current,Crowd Mics,,,Current version of Software,,FREE,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Crowd Mics,,4911,,,,
Biamp Systems,900.0025.900,Crowd Mics Online - Enterprise License,EA,0,0,NZD MSRP - 40%,,,,,,,,N,NZD,n/a,Kg,,Crowd Mics Online - Enterprise License,Enterprise license for Crowd Mics Online,Audience Engagement,n,n,Current,Crowd Mics,,,Current version of Software,,FREE,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Crowd Mics,,4911,,,,
Biamp Systems,900.0024.900,Crowd Mics Online - Floating License (annual),EA,0,0,NZD MSRP - 40%,,,,,,,,N,NZD,n/a,Kg,,Crowd Mics Online - Floating License (annual),Floating license for online Crowd Mics events (annual),Audience Engagement,n,n,Current,Crowd Mics,,,Current version of Software,,FREE,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Crowd Mics,,4911,,,,
Biamp Systems,900.0023.900,Crowd Mics Online - Floating License (monthly),EA,0,0,NZD MSRP - 40%,,,,,,,,N,NZD,n/a,Kg,,Crowd Mics Online - Floating License (monthly),Floating license for online Crowd Mics events (monthly),Audience Engagement,n,n,Current,Crowd Mics,,,Current version of Software,,FREE,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Crowd Mics,,4911,,,,
Biamp Systems,900.0020.900,Crowd Mics Online - Single Use License,EA,0,0,NZD MSRP - 40%,,,,,,,,N,NZD,n/a,Kg,,Crowd Mics Online - Single Use License,Single use license for online Crowd Mics event,Audience Engagement,n,n,Current,Crowd Mics,,,Current version of Software,,FREE,,,,,PO,Standard Freight,n,n,Y,U.S.A.,https://www.biamp.com,Crowd Mics,,4911,,,,
Biamp Systems,911.0912.900,BPAK,EA,160,96,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,BPAK,Backpack Adapter Kit,Accessories,n,n,Current,Biamp,,,,,160,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.0907.900,CCA,EA,403,242,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,CCA,Category cable adapter 10-pack,Accessories,n,n,Current,Biamp,,,,,403,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Biamp,,4911,,,,
Biamp Systems,911.0631.900,CM20DTS,EA,267,160,NZD MSRP - 40%,,,,,,64,120 cm x 80 cm x 171 cm,Y,NZD,2.05,Kg,,CM20DTS,"4.25” two-way thin edge design ceiling loudspeaker 100-70 volt / 20 watts, 16 ohms / 60 watts, white, front frame integrated neodymium magnets and shallow back can (priced individually, but sold in pairs)","Loudspeakers, Ceiling",y,n,Current,Desono,,,,,267,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.0632.900,CM30DTD,EA,287,172,NZD MSRP - 40%,,,,,,48,120 cm x 80 cm x 159 cm,Y,NZD,2.5,Kg,,CM30DTD,"4.25” two-way thin edge design ceiling loudspeaker 100-70 volt / 30 watts, 16 ohms / 60 watts, white, front frame integrated neodymium magnets and back can (priced individually, but sold in pairs)","Loudspeakers, Ceiling",y,n,Current,Desono,,,,,287,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.0633.900,CM60DTD,EA,353,212,NZD MSRP - 40%,,,,,,40,120 cm x 80 cm x 177 cm,Y,NZD,4.01,Kg,,CM60DTD,"6.5” two-way thin edge design ceiling loudspeaker 100-70 volt / 60 watts, 16 ohms / 120 watts, white, front frame integrated neodymium magnets and back can (priced individually, but sold in pairs)","Loudspeakers, Ceiling",y,n,Current,Desono,,,,,353,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.1828.900,CMX-LG?-B,EA,183,110,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,CMX-LG?-B,"ClickMount Pan-Tilt Bracket, Large, Fits EX-S8, EX-S10 and EX-S10SUB Loudspeakers, black ",Loudspeaker Accessories,n,n,Current,Desono,,,,,183,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.1827.900,CMX-LG?-W,EA,183,110,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,CMX-LG?-W,"ClickMount Pan-Tilt Bracket, Large, Fits EX-S8, EX-S10 and EX-S10SUB Loudspeakers, white",Loudspeaker Accessories,n,n,Current,Desono,,,,,183,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.1826.900,CMX-SM?-B,EA,163,98,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,CMX-SM?-B,"ClickMount Pan-Tilt Bracket, Small, Fits EX-S6 Loudspeaker, black",Loudspeaker Accessories,n,n,Current,Desono,,,,,163,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.1825.900,CMX-SM?-W,EA,163,98,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,CMX-SM?-W,"ClickMount Pan-Tilt Bracket, Small, Fits EX-S6 Loudspeaker, white",Loudspeaker Accessories,n,n,Current,Desono,,,,,163,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.1587.900,COLS101,EA,533,320,NZD MSRP - 40%,,,,,,,,N,NZD,3.1,Kg,,COLS101,"10 x 2"" slim sound column loudspeaker with 1"" tweeter 70/100 volt / 40 watts or 8 ohms / 60 watts, white","Loudspeakers, Column Point Source",y,n,Current,Desono,,,,,533,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.1588.900,COLS41,EA,250,150,NZD MSRP - 40%,,,,,,90,120 cm x 80 cm x 144 cm,N,NZD,1.75,Kg,,COLS41,"4 x 2"" slim sound column loudspeaker with 1"" tweeter 70 - 100 volt / 20 watts or 8 ohms / 30 watts, white","Loudspeakers, Column Point Source",y,n,Current,Desono,,,,,250,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.1589.900,COLS81,EA,433,260,NZD MSRP - 40%,,,,,,72,120 cm x 100 cm x 170 cm,N,NZD,2.65,Kg,,COLS81,"8 x 2"" slim sound column loudspeaker with 1"" tweeter 70 - 100 volt / 30 watts or 16 ohms / 40 watts, white","Loudspeakers, Column Point Source",y,n,Current,Desono,,,,,433,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.1590.900,COLSBRA,EA,53,32,NZD MSRP - 40%,,,,,,,,N,NZD,0.1,Kg,,COLSBRA,Bracket for easy tilting and rotating of COLS sound columns,Accessories,n,n,Current,Desono,,,,,53,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.1591.900,COLW101,EA,937,562,NZD MSRP - 40%,,,,,,,,N,NZD,7.3,Kg,,COLW101,"10 x 3.3"" sound column loudspeaker with 1"" tweeter 70 - 100 volt / 100 watts or 8 ohms / 140 watts, white","Loudspeakers, Column Point Source",y,n,Current,Desono,,,,,937,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.1592.900,COLW41,EA,497,298,NZD MSRP - 40%,,,,,,,,N,NZD,3.35,Kg,,COLW41,"4 x 3.3"" sound column loudspeaker with 1"" tweeter 70 - 100 volt / 40 watts or 16 ohms / 60 watts, white","Loudspeakers, Column Point Source",y,n,Current,Desono,,,,,497,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.1593.900,COLW81,EA,773,464,NZD MSRP - 40%,,,,,,,,N,NZD,6,Kg,,COLW81,"8 x 3.3"" sound column loudspeaker with 1"" tweeter 70 - 100 volt / 80 watts or 8 ohms / 120 watts, white","Loudspeakers, Column Point Source",y,n,Current,Desono,,,,,773,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.1594.900,COLWBRA,EA,53,32,NZD MSRP - 40%,,,,,,,,N,NZD,0.25,Kg,,COLWBRA,Bracket for easy tilting and rotating of COLW sound columns,Accessories,n,n,Current,Desono,,,,,53,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.0953.900,Desono C-IC6 Black,EA,433,260,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Desono C-IC6 Black,"In-Ceiling, Indoor 6.5"" Coaxial Loudspeaker, Black (priced individually, but sold in pairs)","Loudspeakers, Ceiling",y,n,Current,Desono,,,,,433,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.0954.900,Desono C-IC6 Red,EA,433,260,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Desono C-IC6 Red,"In-Ceiling, Indoor 6.5"" Coaxial Loudspeaker, Red (priced individually, but sold in pairs)","Loudspeakers, Ceiling",y,n,Current,Desono,,,,,433,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.0925.900,Desono C-IC6 White,EA,433,260,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Desono C-IC6 White,"In-Ceiling, Indoor 6.5"" Coaxial Loudspeaker, White (priced individually, but sold in pairs)","Loudspeakers, Ceiling",y,n,Current,Desono,,,,,433,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.0049.900,Desono C-IC6-GK-12PK Black,EA,570,342,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,Desono C-IC6-GK-12PK Black,"C-IC6 grille kit, 12 pack, black",Accessories,n,n,Current,Desono,,,,,570,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.0050.900,Desono C-IC6-GK-12PK Red,EA,570,342,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,Desono C-IC6-GK-12PK Red,"C-IC6 grille kit, 12 pack, red",Accessories,n,n,Current,Desono,,,,,570,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.0048.900,Desono C-IC6-GK-12PK White,EA,570,342,NZD MSRP - 40%,,,,,,,,N,NZD,,Kg,,Desono C-IC6-GK-12PK White,"C-IC6 grille kit, 12 pack, white",Accessories,n,n,Current,Desono,,,,,570,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,910.0299.900,Desono C-IC6LP-B Black,EA,483,290,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Desono C-IC6LP-B Black,"6.5"" In-Ceiling, Low Profile coaxial loudspeaker, 60W, 8 ohms, RJ45 inputs, Black (priced individually, but sold in pairs)","Loudspeakers, Ceiling",y,n,Current,Desono,,,,,483,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,910.0298.900,Desono C-IC6LP-W White,EA,483,290,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,Desono C-IC6LP-W White,"6.5"" In-Ceiling, Low Profile coaxial loudspeaker, 60W, 8 ohms, RJ45 inputs, White (priced individually, but sold in pairs)","Loudspeakers, Ceiling",y,n,Current,Desono,,,,,483,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,910.0333.900,Desono DX-S5-UB-B Black,EA,450,270,NZD MSRP - 40%,,,,,,,,N,NZD,,,,Desono DX-S5-UB-B Black,"5” high output coaxial surface mount indoor/outdoor loudspeaker w/ HF compression driver. 8 ohm or 70V/100V operation, included aluminum U-bracket & water-tight ClickPlug, black (priced individually, but sold in pairs)",Surface Mount Loudspeaker,Y,N,Current,Loudspeaker,,,,,450,,,,,PO,Standard Freight,N,N,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,910.0332.900,Desono DX-S5-UB-W White,EA,450,270,NZD MSRP - 40%,,,,,,,,N,NZD,,,,Desono DX-S5-UB-W White,"5” high output coaxial surface mount indoor/outdoor loudspeaker w/ HF compression driver. 8 ohm or 70V/100V operation, included aluminum U-bracket & water-tight ClickPlug, white (priced individually, but sold in pairs)",Surface Mount Loudspeaker,Y,N,Current,Loudspeaker,,,,,450,,,,,PO,Standard Freight,N,N,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,910.0335.900,Desono DX-S8-UB-B Black,EA,683,410,NZD MSRP - 40%,,,,,,,,N,NZD,,,,Desono DX-S8-UB-B Black,"8” high output coaxial surface mount indoor/outdoor loudspeaker w/ HF compression driver. 8 ohm or 70V/100V operation, included aluminum U-bracket & water-tight ClickPlug, black (priced individually, but sold in pairs)",Surface Mount Loudspeaker,Y,N,Current,Loudspeaker,,,,,683,,,,,PO,Standard Freight,N,N,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,910.0334.900,Desono DX-S8-UB-W White,EA,683,410,NZD MSRP - 40%,,,,,,,,N,NZD,,,,Desono DX-S8-UB-W White,"8” high output coaxial surface mount indoor/outdoor loudspeaker w/ HF compression driver. 8 ohm or 70V/100V operation, included aluminum U-bracket & water-tight ClickPlug, white (priced individually, but sold in pairs)",Surface Mount Loudspeaker,Y,N,Current,Loudspeaker,,,,,683,,,,,PO,Standard Freight,N,N,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,909.0118.900,Desono SPA-GRB510 6 Pack,EA,400,240,NZD MSRP - 40%,,,,,,,,N,NZD,,,,Desono SPA-GRB510 6 Pack,"Black Grille, 6-pack (C-IC6LP)",Loudspeaker Accessory,N,N,Current,Accessory,,,,,400,,,,,PO,Standard Freight,N,N,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.0550.900,DP6-B,EA,827,496,NZD MSRP - 40%,,,,,,,,Y,NZD,6.9853168,Kg,,DP6-B,"6.5-Inch Pendant Loudspeaker, Black","Loudspeakers, Pendant",y,n,Current,Desono,,,,,827,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.0551.900,DP6-W,EA,827,496,NZD MSRP - 40%,,,,,,,,Y,NZD,6.9853168,Kg,,DP6-W,"6.5-Inch Pendant Loudspeaker, White","Loudspeakers, Pendant",y,n,Current,Desono,,,,,827,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.0552.900,DP8-B,EA,1027,616,NZD MSRP - 40%,,,,,,,,Y,NZD,10.5233344,Kg,,DP8-B,"8-Inch Pendant Loudspeaker, Black","Loudspeakers, Pendant",y,n,Current,Desono,,,,,1027,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,911.0553.900,DP8-W,EA,1027,616,NZD MSRP - 40%,,,,,,,,Y,NZD,10.5233344,Kg,,DP8-W,"8-Inch Pendant Loudspeaker, White","Loudspeakers, Pendant",y,n,Current,Desono,,,,,1027,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,910.0101.900,DX-IC10SUB-W,EA,867,520,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,DX-IC10SUB-W,"10” High Output In-Ceiling Subwoofer w/ Internal Crossover. 8 Ohm or 70V/100V operation, white (priced individually, but sold in pairs)","Loudspeakers, Ceiling",y,n,Current,Desono,,,,,867,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,910.0100.900,DX-IC10-W,EA,933,560,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,DX-IC10-W,"10” High Output Coaxial In-Ceiling Loudspeaker w/ HF compression driver. 8 Ohm or 70V/100V operation, white (priced individually, but sold in pairs)","Loudspeakers, Ceiling",y,n,Current,Desono,,,,,933,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,910.0103.900,DX-IC4LP-W,EA,367,220,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,DX-IC4LP-W,"4.5” Low-Profile, High Efficiency Coaxial In-Ceiling Loudspeaker w/ HF compression driver. 8 Ohm or 70V/100V operation, white (priced individually, but sold in pairs)","Loudspeakers, Ceiling",y,n,Current,Desono,,,,,367,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,910.0102.900,DX-IC4-W,EA,367,220,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,DX-IC4-W,"4.5” High Efficiency Coaxial In-Ceiling Loudspeaker w/ HF compression driver. 8 Ohm or 70V/100V operation, white (priced individually, but sold in pairs)","Loudspeakers, Ceiling",y,n,Current,Desono,,,,,367,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,910.0105.900,DX-IC6-B,EA,483,290,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,DX-IC6-B,"6.5” High Efficiency Coaxial In-Ceiling Loudspeaker w/ HF compression driver. 8 Ohm or 70V/100V operation, black (priced individually, but sold in pairs)","Loudspeakers, Ceiling",y,n,Current,Desono,,,,,483,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,910.0300.900,DX-IC6LP-W White,EA,483,290,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,DX-IC6LP-W White,"6.5"" In-Ceiling, Low Profile coaxial loudspeaker, 60W, 8 ohms, 70V/100V transformer, White (priced individually, but sold in pairs)","Loudspeakers, Ceiling",y,n,Current,Desono,,,,,483,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,910.0104.900,DX-IC6-W,EA,483,290,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,DX-IC6-W,"6.5” High Efficiency Coaxial In-Ceiling Loudspeaker w/ HF compression driver. 8 Ohm or 70V/100V operation, white (priced individually, but sold in pairs)","Loudspeakers, Ceiling",y,n,Current,Desono,,,,,483,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,910.0106.900,DX-IC8-W,EA,667,400,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,DX-IC8-W,"8” High Output Coaxial In-Ceiling Loudspeaker w/ HF compression driver. 8 Ohm or 70V/100V operation, white (priced individually, but sold in pairs)","Loudspeakers, Ceiling",y,n,Current,Desono,,,,,667,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,910.0107.900,DX-S5-B,EA,450,270,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,DX-S5-B,"5” High Output Coaxial Surface Mount Indoor/Outdoor Loudspeaker w/ HF compression driver. 8 Ohm or 70V/100V operation, included ClickMount pan-tilt mounting bracket, black (priced individually, but sold in pairs)","Loudspeakers, Surface Mount",y,n,Current,Desono,,,,,450,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,910.0108.900,DX-S5-W,EA,450,270,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,DX-S5-W,"5” High Output Coaxial Surface Mount Indoor/Outdoor Loudspeaker w/ HF compression driver. 8 Ohm or 70V/100V operation, included ClickMount pan-tilt mounting bracket, white (priced individually, but sold in pairs)","Loudspeakers, Surface Mount",y,n,Current,Desono,,,,,450,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
Biamp Systems,910.0109.900,DX-S8-B,EA,683,410,NZD MSRP - 40%,,,,,,,,Y,NZD,,Kg,,DX-S8-B,"8” High Output Coaxial Surface Mount Indoor/Outdoor Loudspeaker w/ HF compression driver. 8 Ohm or 70V/100V operation, included ClickMount pan-tilt mounting bracket, black (priced individually, but sold in pairs)","Loudspeakers, Surface Mount",y,n,Current,Desono,,,,,683,,,,,PO,Standard Freight,n,n,N,China,https://www.biamp.com,Desono,,4911,,,,
